A1,A2,A3,A4,A5,A6,A7,A8,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
0.39326,0.14943,-0.46835,-0.40000,-1.00000,-1.00000,0.34247,-0.56000,0.14200,0.01200,0.64200,0.03000,0.11200,0.04800,0.01000,0.00400,0.00000,0.00000
-0.28090,-0.08046,-0.21519,-0.74000,-1.00000,-1.00000,0.50685,-0.56000,0.01800,0.02200,0.95000,0.00000,0.00000,0.00000,0.00000,0.00800,0.00200,0.00000
-0.21348,-0.08046,-0.21519,-0.70000,-1.00000,-1.00000,0.58904,-0.56000,0.03400,0.04000,0.92400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000
-0.10112,-0.12644,-0.21519,0.02000,-1.00000,-1.00000,0.47945,-0.56000,0.93600,0.03000,0.02800,0.00000,0.00200,0.00000,0.00000,0.00400,0.00000,0.00000
0.07865,-0.26437,-0.18987,-0.62000,-1.00000,-1.00000,0.61644,-0.46000,0.00600,0.10400,0.88200,0.00000,0.00000,0.00000,0.00000,0.00800,0.00000,0.00000
0.03371,-0.21839,-0.01266,-0.64000,-1.00000,-1.00000,0.39726,-0.56000,0.03400,0.20200,0.76200,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
0.16854,0.24138,-0.08861,-0.52000,-1.00000,-1.00000,0.34247,-0.56000,0.75000,0.09000,0.08800,0.00400,0.03600,0.00400,0.01800,0.00600,0.00400,0.00000
0.55056,0.72414,-0.62025,-0.22000,-1.00000,-1.00000,0.53425,-0.34000,0.01200,0.00400,0.00000,0.91800,0.01400,0.04400,0.00400,0.00200,0.00000,0.00200
-0.05618,-0.05747,-0.44304,-0.80000,-1.00000,-1.00000,0.56164,-0.36000,0.01800,0.74800,0.06400,0.00000,0.00000,0.00600,0.16000,0.00400,0.00000,0.00000
-0.10112,-0.12644,-0.44304,0.74000,-1.00000,-1.00000,0.42466,-0.56000,0.85400,0.08000,0.00800,0.00000,0.00000,0.01000,0.04000,0.00800,0.00000,0.00000
-0.39326,0.10345,0.01266,-0.76000,-1.00000,-1.00000,0.45205,-0.06000,0.00800,0.25400,0.71400,0.00000,0.00000,0.00000,0.02200,0.00200,0.00000,0.00000
-0.50562,-0.03448,-0.24051,-0.14000,-1.00000,-1.00000,0.39726,-0.56000,0.28000,0.66600,0.04200,0.00000,0.00000,0.00000,0.00600,0.00600,0.00000,0.00000
0.50562,0.40230,-0.46835,-0.48000,-1.00000,-1.00000,0.17808,-0.56000,0.03200,0.00000,0.00800,0.85400,0.08200,0.01800,0.00400,0.00000,0.00200,0.00000
0.41573,0.24138,-0.34177,-0.32000,-1.00000,-1.00000,0.15068,-0.56000,0.10200,0.01000,0.01800,0.06200,0.76000,0.02600,0.00000,0.00600,0.01600,0.00000
0.37079,0.10345,-0.39241,-0.40000,-1.00000,-1.00000,0.47945,-0.50000,0.73000,0.05000,0.10200,0.01200,0.03000,0.04200,0.00200,0.02000,0.01000,0.00200
-0.34831,-0.26437,-0.08861,-0.64000,-1.00000,-1.00000,0.53425,-0.48000,0.01000,0.19200,0.78600,0.00000,0.00000,0.00000,0.00200,0.01000,0.00000,0.00000
0.07865,-0.08046,-0.44304,-0.12000,-1.00000,-1.00000,0.36986,-0.56000,0.80600,0.04800,0.06200,0.00000,0.00000,0.01600,0.06000,0.00800,0.00000,0.00000
0.03371,-0.08046,-0.18987,-0.32000,-1.00000,-1.00000,0.45205,-0.56000,0.76200,0.03400,0.19600,0.00000,0.00200,0.00000,0.00200,0.00400,0.00000,0.00000
0.68539,0.26437,-0.54430,-0.52000,-1.00000,-1.00000,0.47945,-0.56000,0.01200,0.00000,0.00000,0.12400,0.09800,0.74200,0.01600,0.00800,0.00000,0.00000
0.68539,0.40230,-0.24051,-0.20000,-1.00000,-1.00000,0.50685,-0.56000,0.02600,0.01200,0.00800,0.03200,0.12200,0.72600,0.00000,0.02600,0.01400,0.03400
0.52809,0.01149,-0.49367,-0.44000,-1.00000,-1.00000,0.61644,-0.56000,0.06000,0.01000,0.00600,0.01800,0.00000,0.87200,0.01200,0.02000,0.00000,0.00200
-0.32584,-0.05747,-0.54430,-0.60000,-1.00000,-1.00000,0.39726,-0.56000,0.00800,0.03400,0.00800,0.00000,0.00000,0.00400,0.94400,0.00200,0.00000,0.00000
-0.41573,-0.47126,-0.11392,-0.64000,-1.00000,-1.00000,0.31507,-0.48000,0.01200,0.20600,0.15000,0.00000,0.00000,0.00000,0.00000,0.63200,0.00000,0.00000
-0.05618,-0.58621,-0.06329,-0.22000,-1.00000,-1.00000,0.28767,-0.26000,0.07000,0.83000,0.09800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000
0.41573,0.42529,-0.06329,-0.06000,-1.00000,-1.00000,0.09589,-0.30000,0.09600,0.04800,0.02200,0.01600,0.12000,0.65200,0.00000,0.01200,0.03200,0.00200
-0.14607,-0.40230,-0.21519,-0.42000,-1.00000,-1.00000,0.31507,-0.56000,0.14800,0.07800,0.14400,0.00000,0.60800,0.00000,0.00400,0.00000,0.01800,0.00000
0.41573,0.01149,-0.24051,-0.44000,-1.00000,-1.00000,0.58904,-0.56000,0.03600,0.04600,0.11600,0.01200,0.05800,0.04600,0.00000,0.67400,0.01000,0.00200
-0.30337,-0.74713,-0.67089,-0.68000,-1.00000,-1.00000,0.36986,-0.56000,0.00200,0.01400,0.00400,0.00000,0.00000,0.04600,0.91200,0.02200,0.00000,0.00000
-0.16854,-0.40230,-0.24051,-0.58000,-1.00000,-1.00000,0.42466,-0.44000,0.02800,0.15800,0.80200,0.00000,0.00000,0.00000,0.00400,0.00800,0.00000,0.00000
-0.32584,-0.08046,-0.39241,-0.72000,-1.00000,-1.00000,0.42466,0.32000,0.00400,0.21800,0.07000,0.00000,0.00000,0.00400,0.70200,0.00200,0.00000,0.00000
-0.23596,-0.24138,-0.13924,-0.14000,-1.00000,-1.00000,0.50685,-0.24000,0.06600,0.76600,0.16800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.01124,-0.19540,-0.06329,-0.46000,-1.00000,-1.00000,0.39726,-0.56000,0.04600,0.17200,0.75600,0.00000,0.00000,0.00000,0.00000,0.00000,0.02600,0.00000
0.19101,0.05747,-0.11392,-0.54000,-1.00000,-1.00000,0.26027,-0.56000,0.07600,0.08200,0.83000,0.00000,0.00200,0.00000,0.00600,0.00400,0.00000,0.00000
0.19101,-0.01149,-0.11392,-0.56000,-1.00000,-1.00000,0.23288,-0.56000,0.08200,0.07400,0.84000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000
0.23596,0.12644,-0.29114,-0.80000,-1.00000,-1.00000,0.34247,-0.56000,0.09400,0.07000,0.80000,0.00000,0.00400,0.00200,0.00400,0.00800,0.01800,0.00000
-0.05618,-0.28736,-0.24051,-0.34000,-1.00000,-1.00000,0.50685,-0.56000,0.20000,0.02800,0.76000,0.00000,0.00000,0.00000,0.00200,0.00600,0.00400,0.00000
-0.39326,-0.17241,-0.18987,-0.62000,-1.00000,-1.00000,0.36986,-0.56000,0.02800,0.10600,0.85200,0.00000,0.00200,0.00000,0.00000,0.00400,0.00800,0.00000
-0.23596,0.03448,-0.31646,0.34000,-1.00000,-1.00000,0.42466,-0.56000,0.99000,0.00000,0.00800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000
-0.28090,-0.49425,-0.21519,0.04000,-1.00000,-1.00000,0.47945,-0.56000,0.77400,0.03200,0.18800,0.00000,0.00000,0.00000,0.00200,0.00400,0.00000,0.00000
-0.41573,-0.56322,-0.34177,-0.64000,-1.00000,-1.00000,0.23288,-0.50000,0.08200,0.77200,0.07800,0.00000,0.00000,0.02200,0.02600,0.02000,0.00000,0.00000
-0.16854,-0.31034,-0.24051,-0.36000,-1.00000,-1.00000,0.42466,-0.14000,0.01600,0.81600,0.16600,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
-0.32584,-0.24138,-0.03797,-0.62000,-1.00000,-1.00000,0.58904,-0.46000,0.01200,0.79400,0.19200,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
-0.03371,-0.19540,-0.41772,-0.84000,-1.00000,-1.00000,0.42466,-0.46000,0.02600,0.12800,0.69800,0.00000,0.00000,0.05000,0.06200,0.03000,0.00600,0.00000
0.10112,-0.21839,-0.39241,-0.56000,-1.00000,-1.00000,0.39726,-0.42000,0.02800,0.14800,0.79400,0.00000,0.00000,0.00200,0.02800,0.00000,0.00000,0.00000
-0.48315,-0.24138,-0.08861,-0.82000,-1.00000,-1.00000,0.50685,-0.56000,0.05600,0.07800,0.84400,0.00000,0.00000,0.00000,0.00200,0.01600,0.00400,0.00000
-0.16854,-0.05747,-0.13924,-0.76000,-1.00000,-1.00000,0.39726,-0.56000,0.01600,0.08200,0.86800,0.00000,0.00000,0.00000,0.00200,0.02600,0.00600,0.00000
-0.19101,-0.40230,-0.03797,-0.70000,-1.00000,-1.00000,0.56164,-0.56000,0.02800,0.05400,0.89400,0.00000,0.00000,0.00000,0.00200,0.00400,0.01800,0.00000
0.57303,0.65517,-0.34177,-0.26000,-1.00000,-1.00000,0.53425,-0.56000,0.01600,0.00000,0.01800,0.11200,0.71400,0.08400,0.00000,0.02200,0.01200,0.02200
-0.16854,-0.33333,-0.21519,-0.52000,-1.00000,-1.00000,0.53425,-0.56000,0.02200,0.04600,0.91400,0.00000,0.00200,0.00000,0.00200,0.00200,0.01200,0.00000
0.05618,-0.12644,-0.29114,-0.46000,-1.00000,-1.00000,0.56164,-0.42000,0.04400,0.15000,0.78600,0.00000,0.00000,0.00600,0.00600,0.00800,0.00000,0.00000
0.10112,-0.14943,-0.41772,0.22000,-1.00000,-1.00000,0.28767,-0.56000,0.89200,0.03600,0.04600,0.00000,0.00000,0.01000,0.00600,0.00600,0.00400,0.00000
-0.23596,-0.03448,-0.16456,0.32000,-1.00000,-1.00000,0.28767,-0.56000,0.94600,0.01800,0.02000,0.00000,0.00000,0.00000,0.00000,0.01600,0.00000,0.00000
-0.21348,-0.17241,-0.06329,-0.54000,-1.00000,-1.00000,0.20548,-0.56000,0.63800,0.19200,0.15200,0.00000,0.01600,0.00000,0.00200,0.00000,0.00000,0.00000
-0.14607,-0.33333,-0.11392,0.10000,-1.00000,-1.00000,0.15068,-0.50000,0.74600,0.12800,0.12200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000
0.16854,-0.08046,-0.16456,-0.20000,-1.00000,-1.00000,0.36986,-0.56000,0.91600,0.01800,0.03200,0.00000,0.01800,0.00000,0.00000,0.01600,0.00000,0.00000
-0.12360,-0.05747,-0.18987,0.08000,-1.00000,-1.00000,0.39726,-0.46000,0.93600,0.04200,0.02000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
0.16854,0.01149,-0.03797,-0.20000,-1.00000,-1.00000,0.04110,-0.56000,0.85000,0.02400,0.10000,0.00000,0.01000,0.00400,0.00000,0.00600,0.00600,0.00000
-0.28090,0.01149,-0.24051,-0.02000,-1.00000,-1.00000,0.31507,-0.56000,0.91600,0.04000,0.04400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.16854,-0.26437,-0.13924,0.00000,-1.00000,-1.00000,0.45205,-0.56000,0.93200,0.04200,0.02600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.12360,0.03448,-0.36709,-0.08000,-1.00000,-1.00000,0.26027,-0.56000,0.97600,0.01200,0.00600,0.00000,0.00200,0.00000,0.00000,0.00000,0.00400,0.00000
-0.10112,-0.05747,-0.01266,0.14000,-1.00000,-1.00000,0.58904,-0.56000,0.89600,0.04400,0.02600,0.00000,0.00400,0.00000,0.00200,0.02800,0.00000,0.00000
-0.03371,-0.10345,0.06329,-0.26000,-1.00000,-1.00000,0.26027,-0.56000,0.92000,0.04000,0.03400,0.00000,0.00000,0.00000,0.00200,0.00000,0.00400,0.00000
0.25843,0.12644,-0.51899,-0.14000,-1.00000,1.00000,0.36986,-0.56000,0.71200,0.00000,0.02800,0.02400,0.00200,0.09400,0.07400,0.00200,0.06000,0.00400
-0.61798,0.03448,-1.00000,-0.74000,-1.00000,-1.00000,0.39726,-0.56000,0.02200,0.00800,0.00200,0.00000,0.00000,0.01400,0.92400,0.03000,0.00000,0.00000
-0.37079,-0.28736,-0.64557,-0.68000,-1.00000,-1.00000,0.50685,-0.56000,0.00000,0.00000,0.00800,0.00000,0.00000,0.00200,0.98400,0.00200,0.00400,0.00000
0.55056,0.14943,-0.39241,-0.42000,-1.00000,-1.00000,0.39726,-0.56000,0.08800,0.00600,0.07000,0.03600,0.66000,0.05600,0.00400,0.01400,0.06600,0.00000
-0.12360,-0.10345,-0.03797,-0.40000,-1.00000,-1.00000,0.39726,-0.30000,0.03000,0.91800,0.04800,0.00000,0.00000,0.00200,0.00000,0.00000,0.00200,0.00000
-0.30337,-0.21839,-0.21519,-0.18000,-1.00000,-1.00000,0.45205,-0.36000,0.08800,0.17800,0.73200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000
-0.43820,-0.24138,0.03797,-0.08000,-1.00000,-1.00000,0.39726,-0.34000,0.05600,0.19200,0.75000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
-0.21348,-0.42529,-0.34177,-0.56000,-1.00000,-1.00000,0.42466,-0.46000,0.66200,0.12000,0.18000,0.00000,0.00000,0.00400,0.02400,0.00800,0.00200,0.00000
-0.34831,-0.26437,-0.11392,-0.60000,-1.00000,-1.00000,0.23288,-0.56000,0.02000,0.08800,0.89000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000
-0.50562,-0.31034,0.08861,-0.68000,-1.00000,-1.00000,0.42466,0.04000,0.00000,0.96200,0.03800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.14607,0.10345,-0.29114,-0.50000,-1.00000,-1.00000,0.36986,-0.44000,0.05200,0.12000,0.78200,0.00000,0.00000,0.00000,0.03600,0.01000,0.00000,0.00000
-0.39326,-0.14943,-0.59494,-0.48000,-1.00000,-1.00000,0.17808,-0.56000,0.01000,0.03400,0.01800,0.00200,0.00000,0.00200,0.93200,0.00200,0.00000,0.00000
0.30337,0.31034,-0.21519,-0.28000,-1.00000,-1.00000,0.26027,-0.56000,0.08000,0.01800,0.02800,0.01800,0.75000,0.03400,0.00200,0.06400,0.00400,0.00200
0.12360,0.35632,-0.54430,-0.34000,-1.00000,-1.00000,0.58904,-0.56000,0.81000,0.02200,0.01800,0.03200,0.00000,0.03600,0.07600,0.00600,0.00000,0.00000
0.50562,0.42529,-0.51899,-0.44000,-1.00000,-1.00000,0.45205,-0.56000,0.66000,0.00200,0.00000,0.27200,0.02200,0.04000,0.00000,0.00200,0.00200,0.00000
0.19101,0.01149,-0.08861,-0.46000,-1.00000,-1.00000,0.01370,-0.56000,0.09800,0.13000,0.74000,0.00000,0.01000,0.00200,0.00000,0.00600,0.01400,0.00000
-0.43820,0.03448,-0.64557,-0.52000,-1.00000,-1.00000,0.20548,-0.56000,0.01000,0.01800,0.00200,0.00200,0.00800,0.00400,0.95000,0.00400,0.00200,0.00000
-0.43820,-0.31034,-0.54430,-0.76000,-1.00000,-1.00000,0.34247,-0.56000,0.00200,0.01600,0.01000,0.00000,0.00000,0.02800,0.93000,0.01400,0.00000,0.00000
-0.19101,-0.10345,-0.26582,-0.20000,-1.00000,-1.00000,0.12329,-0.56000,0.21800,0.04200,0.73000,0.00000,0.00200,0.00000,0.00200,0.00000,0.00600,0.00000
-0.16854,-0.77011,-0.08861,-0.46000,-1.00000,-1.00000,0.31507,-0.06000,0.00400,0.92200,0.07200,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000
-0.19101,-0.40230,-0.13924,-0.52000,-1.00000,-1.00000,0.28767,-0.56000,0.05600,0.11400,0.81800,0.00000,0.00800,0.00000,0.00200,0.00000,0.00200,0.00000
-0.25843,0.05747,-0.62025,-0.68000,-1.00000,-1.00000,0.42466,-0.56000,0.00000,0.01000,0.00800,0.00000,0.00000,0.01200,0.96600,0.00400,0.00000,0.00000
-0.30337,-0.49425,-0.16456,-0.64000,-1.00000,-1.00000,0.53425,-0.56000,0.03200,0.07200,0.85200,0.00000,0.00000,0.00000,0.00200,0.04200,0.00000,0.00000
-0.57303,-0.01149,-0.13924,-0.64000,-1.00000,-1.00000,0.36986,-0.56000,0.02600,0.14600,0.81800,0.00000,0.00000,0.00000,0.00600,0.00200,0.00200,0.00000
0.21348,0.19540,-0.21519,-0.68000,-1.00000,-1.00000,0.64384,-0.56000,0.08400,0.05800,0.77200,0.00000,0.00600,0.00600,0.01200,0.06000,0.00200,0.00000
-0.64045,0.08046,-0.31646,-0.54000,-1.00000,-1.00000,0.50685,-0.56000,0.04000,0.12400,0.75000,0.00000,0.00200,0.00400,0.05600,0.01600,0.00800,0.00000
-0.23596,-0.35632,-0.26582,-0.08000,-1.00000,0.20482,0.36986,-0.46000,0.12400,0.12200,0.05600,0.00000,0.00000,0.00000,0.00000,0.00000,0.69800,0.00000
-0.25843,-0.10345,-0.49367,-0.54000,-1.00000,-1.00000,0.39726,-0.56000,0.00600,0.70200,0.01800,0.00000,0.00000,0.01200,0.26200,0.00000,0.00000,0.00000
-0.57303,-0.56322,-0.08861,-0.62000,-1.00000,-1.00000,0.31507,0.10000,0.00200,0.87400,0.12000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000
-0.34831,-0.28736,-0.29114,-0.06000,-1.00000,-1.00000,0.34247,-0.46000,0.13200,0.74000,0.10200,0.00000,0.00000,0.00000,0.00200,0.00000,0.02400,0.00000
-0.23596,-0.12644,-0.26582,-0.68000,-1.00000,-1.00000,0.42466,1.00000,0.00000,0.91200,0.07800,0.00000,0.00000,0.00000,0.01000,0.00000,0.00000,0.00000
-0.23596,-0.26437,-0.26582,0.20000,-1.00000,-1.00000,0.34247,-0.56000,0.90800,0.04600,0.04200,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000
0.07865,0.24138,-0.11392,-0.18000,-1.00000,-1.00000,0.28767,-0.56000,0.89200,0.02800,0.04000,0.00000,0.02800,0.01000,0.00200,0.00000,0.00000,0.00000
-0.19101,-0.21839,-0.08861,-0.04000,-1.00000,-1.00000,0.31507,-0.56000,0.83800,0.08200,0.07800,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000
-0.46067,-0.10345,-0.31646,-0.56000,-1.00000,-1.00000,-0.28767,-0.56000,0.68200,0.16200,0.10400,0.00000,0.02400,0.00000,0.00400,0.01800,0.00600,0.00000
-0.19101,-0.35632,0.13924,-0.48000,-1.00000,-1.00000,0.45205,-0.56000,0.69200,0.11800,0.13000,0.00000,0.00400,0.00000,0.00600,0.00200,0.04800,0.00000
0.19101,0.12644,-0.79747,-0.44000,-1.00000,-1.00000,0.39726,-0.56000,0.71800,0.00800,0.00200,0.00200,0.00000,0.01600,0.25200,0.00200,0.00000,0.00000
-0.01124,-0.08046,-0.13924,-0.08000,-1.00000,-1.00000,0.42466,-0.56000,0.94600,0.01800,0.03400,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000
0.25843,0.12644,-0.16456,-0.14000,-1.00000,-1.00000,0.45205,-0.56000,0.84800,0.01800,0.05800,0.00000,0.05600,0.01000,0.00000,0.00600,0.00400,0.00000
0.07865,0.08046,-0.29114,-0.14000,-1.00000,-1.00000,0.45205,-0.38000,0.86400,0.06800,0.06600,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
-0.03371,-0.03448,-0.67089,-0.38000,-1.00000,-1.00000,0.47945,-0.56000,0.02200,0.02200,0.01000,0.00000,0.00000,0.01600,0.92800,0.00200,0.00000,0.00000
0.05618,0.12644,-0.16456,-0.66000,-1.00000,-1.00000,0.31507,-0.56000,0.74000,0.10400,0.13200,0.00000,0.00400,0.00000,0.00800,0.00600,0.00600,0.00000
-0.34831,-0.42529,-0.18987,-0.68000,-1.00000,-1.00000,0.42466,-0.46000,0.01000,0.76200,0.21400,0.00000,0.00000,0.00000,0.00000,0.01400,0.00000,0.00000
-0.21348,0.33333,-0.31646,0.06000,-1.00000,-1.00000,0.45205,-0.56000,0.89600,0.02400,0.01200,0.00200,0.00400,0.04600,0.00400,0.00200,0.00800,0.00200
-0.05618,-0.12644,-0.13924,-0.90000,-1.00000,-1.00000,0.23288,-0.50000,0.01000,0.90200,0.07800,0.00000,0.00000,0.00000,0.00200,0.00000,0.00800,0.00000
-0.32584,-0.37931,-0.03797,-0.06000,-1.00000,-1.00000,0.31507,-0.14000,0.04600,0.24400,0.70200,0.00000,0.00000,0.00000,0.00600,0.00000,0.00200,0.00000
-0.12360,0.17241,-0.08861,-0.70000,-1.00000,-1.00000,0.28767,-0.56000,0.07600,0.07600,0.79200,0.00000,0.02200,0.00000,0.00800,0.01400,0.01200,0.00000
-0.34831,0.12644,-0.21519,-0.38000,-1.00000,-1.00000,0.34247,-0.38000,0.01600,0.23600,0.74200,0.00000,0.00000,0.00000,0.00600,0.00000,0.00000,0.00000
0.10112,-0.14943,-0.08861,-0.50000,-1.00000,-1.00000,0.12329,-0.48000,0.05200,0.14400,0.77600,0.00000,0.00000,0.00000,0.00000,0.02400,0.00400,0.00000
0.14607,-0.12644,-0.21519,-0.16000,-1.00000,-1.00000,0.47945,-0.46000,0.27800,0.62400,0.08400,0.00200,0.00000,0.00000,0.00400,0.00800,0.00000,0.00000
-0.46067,0.03448,-0.16456,-0.68000,-1.00000,-1.00000,0.39726,-0.56000,0.02000,0.73400,0.20000,0.00000,0.00000,0.00400,0.00200,0.02800,0.01200,0.00000
-0.48315,-0.05747,-0.26582,-0.58000,-1.00000,-1.00000,0.47945,-0.38000,0.01200,0.16600,0.80000,0.00000,0.00000,0.00000,0.02000,0.00200,0.00000,0.00000
-0.37079,0.03448,-0.26582,-0.48000,-1.00000,-1.00000,0.47945,0.18000,0.01200,0.19400,0.12800,0.00000,0.00000,0.00000,0.66600,0.00000,0.00000,0.00000
-0.16854,-0.05747,-0.26582,-0.66000,-1.00000,-1.00000,0.45205,-0.56000,0.01200,0.66000,0.30000,0.00000,0.00000,0.00000,0.01600,0.01000,0.00200,0.00000
-0.59551,-0.56322,-0.06329,-0.70000,-1.00000,-1.00000,0.36986,-0.40000,0.00800,0.20800,0.77600,0.00000,0.00000,0.00200,0.00200,0.00400,0.00000,0.00000
-0.19101,-0.56322,0.08861,-0.40000,-1.00000,-1.00000,0.72603,-0.56000,0.09600,0.70400,0.16400,0.00000,0.00200,0.00000,0.00200,0.00600,0.02600,0.00000
-0.37079,-0.21839,-0.11392,-0.68000,-1.00000,-1.00000,0.28767,-0.56000,0.01600,0.11600,0.85800,0.00000,0.00000,0.00000,0.00200,0.00000,0.00800,0.00000
0.05618,-0.19540,-0.24051,-0.06000,-1.00000,-1.00000,0.50685,-0.56000,0.26400,0.63000,0.08800,0.00000,0.00000,0.00200,0.00000,0.01600,0.00000,0.00000
0.19101,0.08046,-0.08861,-0.62000,-1.00000,-1.00000,0.17808,-0.56000,0.06000,0.70800,0.22000,0.00000,0.00000,0.00000,0.00200,0.00600,0.00400,0.00000
-0.41573,-0.24138,-0.51899,-0.46000,-1.00000,-1.00000,0.23288,-0.56000,0.00800,0.64000,0.01400,0.00400,0.00400,0.00600,0.31800,0.00200,0.00400,0.00000
