A1,A2,A3,A4,A5,A6,A7,A8,A9,L1,L2,L3,L4,L5,L6
-0.04882,-0.53784,-0.41699,-0.64968,-0.90007,-0.48557,-0.36878,-0.69089,0.00998,0.04000,0.00500,0.00500,0.00000,0.75000,0.20000
-0.27234,-0.64682,-0.75163,-0.66995,-0.96712,-0.83118,-0.72628,-0.61646,-0.32232,0.01000,0.00000,0.00500,0.00000,0.96500,0.02000
-0.59483,-0.45005,-0.68105,-0.64080,-0.96246,-0.82087,-0.80109,-0.57417,-0.63997,0.04000,0.00000,0.00500,0.01000,0.94000,0.00500
0.03597,-0.74470,-0.56340,-0.31893,-0.94623,-0.86345,-0.67077,-0.23783,-0.12601,0.00000,0.00000,0.00500,0.00000,0.98000,0.01500
-0.50538,-0.83097,-0.74252,-0.70229,-0.99684,-0.99530,-0.91940,-0.63022,-0.61768,0.00000,0.02000,0.02500,0.00500,0.94500,0.00500
-0.59436,-0.83451,-0.20784,-0.62222,-0.99590,-0.99537,-0.87949,-0.54718,-0.70867,0.01000,0.04000,0.08000,0.04000,0.82500,0.00500
-0.56324,-0.92129,-0.42745,-0.67229,-0.99732,-1.00000,-0.92522,-0.59785,-0.66132,0.00000,0.03000,0.03500,0.02000,0.91500,0.00000
0.00760,-0.83552,-0.56601,-0.28684,-0.93689,-0.84454,-0.76987,-0.19559,-0.05913,0.00500,0.00000,0.00500,0.00000,0.95000,0.04000
0.03355,-0.47124,-0.44314,0.18918,-0.87384,-0.80678,-0.53137,0.29774,-0.23994,0.00000,0.00000,0.00000,0.00000,0.98500,0.01500
-0.25190,-0.50050,-0.48497,-0.29615,-0.91297,-0.77600,-0.63536,-0.21654,-0.37509,0.05500,0.00000,0.00000,0.00000,0.91500,0.03000
-0.13410,-0.61554,-0.50588,0.02646,-0.95938,-0.93956,-0.71591,0.13565,-0.44421,0.00000,0.00000,0.00500,0.00000,0.99000,0.00500
0.14567,-0.60343,-0.42745,0.06750,-0.86489,-0.76669,-0.51666,0.16570,-0.07786,0.03500,0.00000,0.00000,0.00000,0.70000,0.26500
0.06255,-0.56004,-0.73595,0.18357,-0.87680,-0.81078,-0.58591,0.29999,-0.22588,0.00000,0.00000,0.00000,0.00000,0.99000,0.01000
0.48090,-0.71342,-0.92157,-0.28945,-0.80998,-0.49506,-0.44909,-0.20977,0.40572,0.00000,0.00000,0.00000,0.00000,0.01000,0.99000
0.25844,-0.87386,-0.59216,-0.46079,-0.95028,-0.83949,-0.72132,-0.38666,0.16712,0.00000,0.00000,0.00500,0.00000,0.09500,0.90000
0.48090,-0.36831,0.66275,-0.17435,-0.59175,-0.04506,1.00000,-0.75181,0.68601,0.00000,0.00000,0.00000,0.00000,0.02000,0.98000
0.15918,-1.00000,-0.53274,-0.89790,-0.98473,-0.78297,-0.79499,-0.86248,0.17015,0.01000,0.02500,0.01500,0.01500,0.06500,0.87000
0.18428,-0.81736,-0.35795,-0.80646,-0.85940,0.23843,-0.47526,-1.00000,0.50613,0.00000,0.00500,0.00500,0.00000,0.02000,0.97000
0.36902,-0.77217,-0.68984,-0.71128,-0.96397,-0.78751,-0.56328,-0.70394,0.31071,0.00000,0.00000,0.00000,0.00500,0.07500,0.92000
0.29551,-0.61404,-0.49148,-0.55169,-0.85044,-0.38319,-0.28949,-0.58252,0.29312,0.00000,0.00000,0.00000,0.00000,0.02000,0.98000
0.66630,-0.60040,0.26536,-0.05031,-0.68249,-0.35653,0.31549,-0.11738,0.68328,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.25844,-0.53986,0.01699,-0.34237,-0.82855,-0.51006,-0.01962,-0.39307,0.27629,0.00000,0.00000,0.00000,0.00000,0.00500,0.99500
0.33259,-0.75681,-0.32549,-0.51529,-0.91501,-0.68183,-0.39088,-0.50516,0.29855,0.00000,0.00000,0.00000,0.00000,0.01000,0.99000
0.25844,-0.67205,-0.16340,-0.29887,-0.84220,-0.57805,-0.30114,-0.26804,0.22532,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.29551,-0.64783,0.09281,-0.41455,-0.90167,-0.69240,-0.06210,-0.47586,0.28676,0.00000,0.00000,0.00000,0.00000,0.01500,0.98500
0.14720,-0.79617,-0.58954,-0.51182,-0.93401,-0.75836,-0.65772,-0.44998,0.06660,0.01000,0.00000,0.00500,0.00000,0.18000,0.80500
1.00000,-0.59132,-0.06144,0.07993,-0.64087,-0.35719,0.35760,0.03423,1.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.99500
0.65135,-0.68920,0.57124,-0.31480,-0.70990,-0.19187,0.53274,-0.63388,0.84836,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.70337,-0.58527,0.07451,0.10442,-0.56575,-0.23612,0.18365,0.10446,0.67614,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.40675,-0.68315,-0.28627,-0.40482,-0.82443,-0.44638,-0.24682,-0.40638,0.39854,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
0.40675,-0.45308,-0.35686,-0.04085,-0.54111,-0.07108,-0.08382,-0.01141,0.41699,0.00500,0.00000,0.00000,0.00000,0.00500,0.99000
0.85169,0.08779,0.02745,1.00000,1.00000,1.00000,0.91866,1.00000,0.83259,0.06000,0.00000,0.00000,0.00000,0.00000,0.94000
0.11012,-0.65590,-1.00000,-0.20042,-0.85569,-0.66312,-0.55264,-0.10543,-0.02555,0.02000,0.00000,0.00500,0.00000,0.27000,0.70500
0.62922,-0.81130,-0.23922,-0.68232,-0.94248,-0.68203,-0.20247,-0.88072,0.69982,0.00000,0.00500,0.00500,0.00000,0.02500,0.96500
0.85169,-0.66700,-0.56863,0.39075,-0.54389,-0.36170,-0.31725,0.49700,0.74660,0.00000,0.00000,0.00000,0.00000,0.01500,0.98500
