A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,L1,L2,L3
0.06316,-0.48221,0.98930,0.48454,0.17391,0.13793,-0.01266,0.28302,-0.04732,-0.60751,0.05691,0.41392,-0.21255,0.85000,0.14000,0.01000
0.24211,-0.59289,0.34759,-0.43299,-0.50000,0.28966,0.09705,-0.20755,-0.34385,-0.39932,-0.28455,0.42857,0.30813,1.00000,0.00000,0.00000
0.19474,-0.61265,-0.16578,-0.34021,-0.47826,-0.02069,-0.21941,-0.47170,-0.40694,-0.54437,-0.12195,0.09890,0.43652,0.94000,0.05000,0.01000
0.49474,-0.54150,0.54011,-0.09278,-0.19565,0.35862,0.10970,-0.09434,-0.14826,-0.45051,0.25203,0.56044,-0.09130,0.99000,0.01000,0.00000
0.57368,-0.62846,-0.09091,-0.44330,-0.43478,0.15172,-0.16034,-0.50943,-0.00946,-0.41638,-0.08943,0.69963,0.07989,0.97000,0.02000,0.01000
0.42105,-0.69960,0.43316,0.22680,-0.32609,0.39310,0.22785,-0.39623,0.24290,-0.24573,0.15447,0.05495,0.43652,1.00000,0.00000,0.00000
0.34211,-0.63636,0.06952,-0.12371,-0.21739,0.29655,0.20253,-0.66038,-0.02839,-0.04096,-0.00813,0.17949,0.76462,1.00000,0.00000,0.00000
0.39474,-0.56917,0.06952,-0.31959,-0.26087,-0.00690,-0.00844,0.09434,-0.01577,-0.56314,0.21951,0.17216,0.01569,0.97000,0.03000,0.00000
0.43684,-0.68775,0.43316,-0.08247,0.34783,0.35862,0.01266,0.39623,-0.40694,-0.29693,0.25203,0.26740,0.36519,0.95000,0.05000,0.00000
0.30526,-0.58103,0.37968,-0.13402,-0.13043,-0.05517,-0.07595,-0.39623,-0.28707,-0.50171,0.00813,0.17216,0.16548,0.97000,0.03000,0.00000
0.28947,-0.57708,0.12299,0.02062,-0.34783,0.18621,0.11392,-0.50943,-0.08517,-0.34812,-0.08943,0.61172,-0.08417,1.00000,0.00000,0.00000
0.18421,-0.64427,0.58289,-0.49485,-0.13043,0.11724,-0.01266,-0.20755,-0.40063,-0.43345,-0.00813,0.10623,-0.14123,1.00000,0.00000,0.00000
0.06316,-0.64032,0.27273,-0.23711,-0.39130,0.01379,-0.11814,-0.39623,-0.35016,-0.49317,0.04065,-0.09158,0.17974,0.94000,0.04000,0.02000
0.07368,-0.69960,-0.20856,-0.49485,-0.39130,-0.02069,-0.02954,-0.43396,-0.39432,-0.58703,0.13821,0.04029,0.05849,0.90000,0.10000,0.00000
0.67895,0.28458,0.22995,-0.73196,0.26087,0.39310,0.13924,-0.73585,0.05363,-0.34812,-0.33333,0.65568,-0.31241,0.96000,0.03000,0.01000
0.33158,-0.61660,0.01604,-0.42268,0.02174,0.49655,0.24473,-0.20755,0.21767,-0.17235,-0.23577,0.54579,-0.26248,0.99000,0.01000,0.00000
0.25263,0.22530,-0.18717,-0.15464,-0.56522,0.01379,-0.01266,-0.47170,-0.32492,-0.48805,-0.30081,0.26740,0.07989,0.96000,0.04000,0.00000
0.50000,-0.54545,0.31551,-0.54639,-0.32609,0.56552,0.35865,-0.84906,-0.18612,-0.29181,-0.34959,0.67766,0.16548,1.00000,0.00000,0.00000
0.16316,0.28063,-0.00535,-0.28866,-0.28261,0.14483,-0.03376,-0.28302,-0.21136,-0.47440,-0.44715,0.26740,-0.42653,0.80000,0.17000,0.03000
0.06316,-0.59289,-0.20856,-0.34021,-0.19565,0.39310,0.12236,-0.43396,0.02208,-0.35836,-0.34959,0.52381,-0.13409,0.99000,0.01000,0.00000
0.67368,0.30435,0.15508,-0.14433,-0.10870,0.28966,-0.02532,-0.35849,-0.47003,-0.32423,-0.36585,0.50916,0.14408,0.98000,0.01000,0.01000
0.76316,0.12648,-0.01604,-0.44330,-0.30435,0.56552,0.19409,-0.47170,0.12303,-0.38225,-0.08943,0.58974,0.12268,1.00000,0.00000,0.00000
0.51053,-0.62846,-0.18717,-0.44330,-0.32609,0.46207,0.28692,-0.69811,0.09148,-0.17747,-0.30081,0.50916,0.00856,0.99000,0.01000,0.00000
0.61579,-0.49407,0.11230,-0.15464,-0.28261,0.22069,0.08861,-0.28302,0.24290,-0.16041,-0.04065,0.08425,0.11555,1.00000,0.00000,0.00000
0.53158,-0.60870,-0.02674,-0.29897,-0.17391,0.31034,0.35021,-0.28302,0.05363,0.30034,0.04065,0.34066,0.40086,1.00000,0.00000,0.00000
0.06316,-0.60870,-0.27273,-0.81443,-0.52174,0.20000,0.23629,-0.84906,0.57729,0.01024,0.04065,0.20147,0.24394,0.97000,0.03000,0.00000
0.47368,-0.64032,0.32620,-0.31959,-0.47826,0.01379,0.11814,-0.66038,0.18612,-0.26280,0.23577,0.53846,0.40799,1.00000,0.00000,0.00000
0.46842,-0.60079,0.13369,-0.64948,-0.10870,1.00000,0.43460,-0.28302,-0.07886,-0.01536,-0.13821,0.45788,0.30100,1.00000,0.00000,0.00000
0.44211,-0.54150,0.41176,-0.32990,-0.02174,0.39310,0.03376,-0.01887,-0.19874,-0.14334,0.05691,0.21612,0.56491,1.00000,0.00000,0.00000
0.42632,-0.63241,-0.04813,-0.40206,0.04348,0.11724,0.08017,-0.69811,-0.23659,-0.22014,-0.28455,0.41392,0.11555,1.00000,0.00000,0.00000
0.33158,-0.60870,0.17647,0.02062,0.00000,0.36552,0.02954,-0.73585,0.28707,-0.15188,-0.18699,0.28938,0.20114,0.99000,0.01000,0.00000
0.67895,-0.62055,0.00535,-0.41237,0.04348,0.53103,0.12236,-0.50943,0.02208,-0.12969,-0.25203,0.49451,-0.01284,0.99000,0.01000,0.00000
0.18947,-0.51383,0.41176,-0.36082,-0.30435,0.39310,0.21941,-0.32075,-0.21136,-0.19454,-0.04065,0.15018,0.41512,1.00000,0.00000,0.00000
0.41579,-0.72727,0.21925,-0.37113,-0.17391,0.66897,0.40506,-0.77358,0.02839,-0.05802,-0.33333,0.17216,0.43652,0.99000,0.01000,0.00000
-0.29474,-0.92095,-1.00000,-1.00000,-0.60870,-0.31034,-0.90295,-0.43396,-0.99369,-0.88567,-0.07317,-0.59707,-0.65478,0.00000,0.93000,0.07000
-0.31579,-0.85771,-0.01604,-0.44330,-0.32609,-0.26207,-0.68354,0.88679,-1.00000,-0.66041,0.25203,-0.70696,-0.42653,0.00000,0.93000,0.07000
-0.15263,-0.75494,-0.29412,-0.36082,-0.34783,-0.28276,-0.54852,0.50943,-0.86751,-0.23720,-0.18699,-0.76557,-0.75464,0.00000,0.86000,0.14000
0.38947,-0.79842,-0.40107,-0.23711,-0.47826,-0.22759,-0.38819,-0.28302,-0.79811,-0.56997,0.21951,-0.12821,-0.49786,0.09000,0.82000,0.09000
-0.29474,-0.84585,-0.14439,-0.13402,-0.63043,0.73793,0.16456,-0.77358,-0.07886,-0.45904,0.20325,0.17216,-0.79743,0.01000,0.99000,0.00000
-0.40000,-0.71937,0.25134,-0.13402,-0.26087,-0.37241,-0.40506,0.20755,-0.60883,-0.71502,0.57724,-0.29670,-0.89016,0.00000,0.98000,0.02000
-0.29474,-0.81423,0.28342,-0.22680,-0.39130,-0.00690,-0.02532,-0.09434,0.05363,-0.43345,0.15447,-0.24542,-0.42939,0.12000,0.86000,0.02000
0.09474,-0.89328,-0.63636,-0.54639,-0.82609,0.37931,0.19831,-0.50943,0.17981,-0.31399,0.04065,0.39927,-0.68046,0.12000,0.88000,0.00000
-0.29474,-0.83004,-0.40107,-0.07216,-0.82609,-0.22069,-0.29958,-0.47170,-0.60252,-0.41980,0.04065,0.61905,-0.66904,0.01000,0.96000,0.03000
0.21579,-0.92095,0.06952,-0.34021,-0.13043,0.06897,-0.59494,0.58491,-0.99369,-0.67747,-0.12195,-0.51648,-0.32668,0.03000,0.87000,0.10000
-0.37895,-0.82213,-0.58289,-0.36082,0.76087,-0.40000,-0.60338,-0.96226,0.31861,-0.73208,0.30081,0.31868,-0.37233,0.00000,1.00000,0.00000
-0.33684,-0.65613,-0.09091,0.01031,-0.28261,-0.91724,-0.71308,-0.09434,-0.33754,-0.69795,-0.30732,-0.59707,-0.15549,0.01000,0.85000,0.14000
0.48947,-0.69565,0.40107,0.48454,-0.65217,0.35862,0.06329,-0.69811,-0.07886,-0.64164,0.43089,0.38462,-0.81170,0.06000,0.93000,0.01000
0.29474,-0.63636,-0.05882,0.38144,-0.63043,-0.37931,-0.36709,-0.47170,-0.60883,-0.58020,-0.18699,0.10623,-0.72325,0.08000,0.89000,0.03000
0.03158,-0.63241,0.32620,1.00000,0.50000,0.60000,0.07595,-0.69811,-0.02208,-0.64676,0.34959,0.63370,0.00856,0.21000,0.79000,0.00000
-0.51053,-0.86166,0.00535,0.07216,-0.32609,0.65517,-0.24051,-1.00000,-0.21767,-0.67065,-0.17073,0.36264,-0.13267,0.10000,0.90000,0.00000
-0.66842,-0.54941,-0.40107,-0.44330,-0.41304,-0.56552,-0.48101,-0.20755,-0.53312,-0.56997,0.21951,-0.36264,-0.78602,0.04000,0.94000,0.02000
0.05263,-0.93676,-0.62567,-0.44330,-0.65217,-0.33103,-0.28692,-0.58491,-0.33754,-0.43345,0.15447,-0.11355,-0.83738,0.03000,0.94000,0.03000
-0.57368,-0.15020,-0.06952,-0.23711,-0.08696,-0.48966,-0.58650,0.13208,-0.65931,-0.76621,-0.21951,-0.08425,-0.68331,0.00000,0.96000,0.04000
-0.31579,-0.90119,-0.36898,-0.56701,0.43478,-0.36552,-0.36287,-0.16981,0.48265,-0.63823,-0.05691,-0.23810,-0.32668,0.02000,0.98000,0.00000
-0.12105,0.23715,0.11230,0.27835,-0.32609,0.27586,-0.06751,0.13208,-0.02839,-0.77986,0.15447,0.36264,-0.73609,0.05000,0.95000,0.00000
-0.48947,-0.92885,-0.31551,-0.13402,-0.65217,-0.00690,-0.18987,-0.35849,-0.35647,-0.79181,0.46341,0.35531,-1.00000,0.00000,1.00000,0.00000
-0.11053,-0.57708,-0.10160,-0.15464,-0.65217,-0.15862,-0.07595,-0.50943,-0.14196,-0.55290,0.10569,0.36996,-0.37803,0.08000,0.92000,0.00000
-0.44737,-0.84585,0.22995,0.38144,-0.82609,-0.29655,-0.47679,0.01887,-0.37539,-0.84300,0.34959,0.06227,-0.49786,0.00000,1.00000,0.00000
0.06316,0.23320,0.02674,0.22680,-0.67391,-0.53793,-0.47257,0.81132,-0.23659,-0.39932,-0.41463,-0.45788,-0.66191,0.00000,0.80000,0.20000
-0.57368,-0.94071,0.30481,-0.23711,-0.47826,-0.15862,-0.21097,-0.66038,0.22397,-0.69795,-0.49593,0.32601,-0.65478,0.01000,0.97000,0.02000
-0.13684,-0.90514,-0.05882,-0.23711,-0.36957,-0.15862,-0.32489,-0.35849,-0.33754,-0.77133,0.21951,0.38462,-0.75464,0.01000,0.99000,0.00000
-0.40526,-0.65613,0.01604,0.25773,-0.56522,-0.44828,-0.43038,0.13208,-0.27445,-0.80034,0.38211,-0.27473,-0.69044,0.00000,1.00000,0.00000
-0.67368,-0.63241,0.34759,0.58763,-0.60870,-0.35172,-0.46414,0.01887,-0.41325,-0.77474,0.43089,0.42125,-0.59486,0.00000,1.00000,0.00000
-0.67895,-0.47826,0.17647,0.13402,-0.69565,-0.33103,-0.43038,0.32075,-0.40694,-0.74061,-0.15447,0.08425,-0.42653,0.01000,0.99000,0.00000
-0.44737,-0.76680,0.00535,0.34021,-1.00000,-0.15862,-0.47257,0.09434,-0.38801,-0.92150,-0.04065,0.42125,-0.50499,0.00000,1.00000,0.00000
-0.44737,-0.56917,0.02674,-0.18557,-0.76087,-0.57241,-0.51055,0.47170,-0.22397,-0.80887,-0.02439,-0.26740,-0.71184,0.00000,0.99000,0.01000
-0.48947,-0.69565,0.13369,0.17526,-0.65217,-0.67586,-0.61603,0.39623,-0.23028,-0.60410,-0.07317,0.01099,-0.75464,0.02000,0.96000,0.02000
-0.12632,-0.68775,-0.03743,0.04124,-0.78261,-0.72414,-0.52743,0.69811,-0.23659,-0.69795,-0.21951,-0.42125,-0.69044,0.00000,0.98000,0.02000
-0.33684,-0.17391,-0.08021,-0.23711,-0.60870,0.01379,-0.19409,-0.54717,-0.00315,-0.85154,0.08943,0.48718,-0.98288,0.00000,1.00000,0.00000
-0.68947,-0.50593,-0.01604,-0.23711,-0.39130,0.40690,-0.18987,-0.84906,-0.40694,-0.66382,0.10569,0.23810,-0.90442,0.03000,0.97000,0.00000
-0.24211,-0.69170,-0.10160,-0.13402,1.00000,0.04828,-0.18565,-0.28302,0.81073,-0.77474,0.10569,-0.00366,-0.05991,0.11000,0.89000,0.00000
-0.58947,-0.45455,0.47594,0.12371,0.39130,-0.57241,-0.72574,-0.96226,-0.27445,-0.79181,-0.23577,-0.27473,-0.50499,0.00000,0.94000,0.06000
-0.33684,-0.73518,-0.33690,-0.44330,-0.67391,0.08276,-0.08861,-0.39623,-0.14196,-0.72355,0.21951,0.07692,-0.78602,0.04000,0.96000,0.00000
-0.29474,-0.86957,-0.20856,-0.18557,-0.60870,0.75172,0.43882,-0.58491,-0.02839,-0.45051,-0.08943,0.09890,-0.45506,0.02000,0.97000,0.01000
-0.33684,-0.03953,-0.09091,-0.23711,-0.60870,0.28966,0.11814,0.20755,0.51420,-0.82594,0.52846,0.14286,-0.81740,0.00000,1.00000,0.00000
-0.44737,-0.47036,-0.63636,-0.28866,-0.41304,-0.13793,-0.22785,-0.50943,-0.37539,-0.65529,0.28455,0.23810,-0.38374,0.02000,0.98000,0.00000
-0.17368,-0.76285,-0.42246,-0.18557,-0.60870,-0.67586,-0.56962,-0.39623,-0.40694,-0.80034,-0.08943,0.09890,-0.59486,0.00000,0.97000,0.03000
-0.31053,-0.32411,0.17647,0.07216,-0.39130,0.08966,-0.25316,-0.20755,-0.43218,-0.74061,-0.47967,0.54579,-0.77175,0.00000,1.00000,0.00000
-0.58421,-0.61265,-0.44385,-0.08247,-0.65217,0.04828,-0.45148,-0.09434,-0.36278,-0.86689,-0.25203,-0.14286,-0.80456,0.00000,1.00000,0.00000
-0.22105,-0.60870,-0.33690,0.02062,-0.67391,-0.15862,-0.33333,-0.28302,-0.32492,-0.71672,-0.08943,0.68498,-0.43795,0.01000,0.99000,0.00000
-0.26842,-0.28458,-0.02674,0.17526,-0.56522,-0.51724,-0.36709,1.00000,-0.36278,-0.75768,-0.38211,0.48718,-0.94722,0.00000,1.00000,0.00000
-0.35789,-0.60870,-0.18717,-0.13402,-0.78261,-0.53793,-0.28692,-0.09434,-0.23028,-0.63823,-0.15447,0.39194,-0.66904,0.00000,1.00000,0.00000
-0.11053,-0.60079,-0.01604,0.22680,-0.69565,-0.72414,-0.40084,0.32075,-0.23028,-0.65529,-0.34959,-0.15751,-0.70043,0.00000,0.98000,0.02000
-0.37368,-0.78261,-0.37968,-0.13402,-0.52174,-0.04828,-0.28270,-0.01887,0.05363,-0.75768,-0.38211,0.28205,-0.95150,0.00000,1.00000,0.00000
-0.69474,-0.75889,0.43316,-0.03093,-0.47826,0.21379,0.08861,-0.39623,0.31230,-0.76621,-0.21951,0.45788,-0.42653,0.03000,0.97000,0.00000
-0.77368,0.18577,-0.50802,-0.08247,-0.19565,0.51724,-0.05485,-0.58491,1.00000,-0.72355,-0.56098,0.12821,-0.59486,0.05000,0.94000,0.01000
-0.21579,-0.33202,-0.13369,0.07216,-0.60870,0.08276,-0.18565,-0.50943,-0.48896,-0.87713,-0.31707,0.10623,-0.93295,0.01000,0.98000,0.01000
-0.61579,-0.23320,0.66845,-0.03093,-0.28261,-0.46897,-0.28692,0.77358,-0.59621,-0.56997,0.21951,-0.09890,-0.53067,0.04000,0.94000,0.02000
-0.80000,-1.00000,0.21925,0.07216,-0.60870,0.03448,-0.29536,0.09434,-0.35016,-0.69283,0.00813,-0.23810,-0.77746,0.00000,1.00000,0.00000
-0.44737,-0.74308,0.21925,0.22680,-0.69565,0.08966,-0.17722,0.13208,-0.60252,-0.72355,-0.26829,0.40659,-0.84736,0.01000,0.99000,0.00000
-1.00000,-0.69565,-0.10160,0.12371,-0.67391,0.02069,-0.22785,0.47170,0.00946,-0.89420,1.00000,0.17216,-0.81598,0.00000,1.00000,0.00000
-0.58421,-0.71146,-0.32620,0.05155,-0.65217,-0.31034,-0.46835,-0.35849,-0.29338,-0.88567,-0.23577,0.50916,-0.69044,0.00000,1.00000,0.00000
-0.26842,-0.65613,-0.11230,0.22680,-0.17391,-0.29655,-0.26160,-0.20755,-0.24290,-0.86689,-0.05691,0.23810,-0.90442,0.00000,1.00000,0.00000
-0.08421,0.06324,-0.33690,-0.44330,-0.78261,-0.55172,-0.61603,0.13208,-0.73502,-0.63823,-0.64228,-0.37729,-0.86591,0.00000,0.86000,0.14000
-0.48947,0.06324,-0.31551,-0.13402,-0.63043,-0.29655,-0.45148,-0.09434,-0.07886,-1.00000,-0.26829,0.30403,-0.59201,0.00000,1.00000,0.00000
-0.77895,-0.34387,0.13369,-0.03093,-0.43478,0.32414,0.03376,-0.28302,-0.10410,-0.66382,-0.47967,0.55311,-0.50499,0.01000,0.99000,0.00000
-0.72105,-0.48221,1.00000,0.84536,0.06522,0.51724,1.00000,0.28302,-0.07886,-0.19454,-0.26829,0.77289,-0.73324,0.12000,0.82000,0.06000
-0.26842,0.45850,0.46524,0.63918,-0.30435,-0.15862,-0.24473,0.13208,-0.17981,-0.86348,-0.28455,0.35531,-0.87589,0.01000,0.95000,0.04000
0.06316,1.00000,-0.17647,0.12371,-0.65217,0.13103,-0.02532,-0.35849,0.00946,-0.77474,-0.59350,0.34066,-0.85449,0.06000,0.92000,0.02000
-0.55789,0.41107,0.10160,0.07216,-0.73913,0.29655,0.13502,-0.69811,0.57729,-0.74061,-0.56098,0.73626,-0.85449,0.02000,0.98000,0.00000
-0.45263,-0.43874,-0.13369,0.07216,-0.67391,0.11724,-0.02532,-0.09434,-0.40694,-0.74744,-0.38211,0.47253,-0.85735,0.00000,1.00000,0.00000
-0.26316,-0.68775,-0.00535,0.12371,-0.65217,0.21379,0.18565,-0.01887,-0.14196,-0.54608,-0.65854,0.15018,-0.89444,0.05000,0.93000,0.02000
-0.60000,-0.45059,0.51872,0.84536,-0.52174,-0.20690,-0.19831,0.69811,-0.14826,-0.70648,-0.20325,-0.14286,-0.73181,0.00000,1.00000,0.00000
-0.29474,-0.64822,0.00535,0.43299,-0.60870,-0.14483,-0.10970,0.01887,-0.05994,-0.85666,-0.33333,0.10623,-0.90870,0.00000,1.00000,0.00000
-0.46842,0.40711,0.09091,0.17526,-0.78261,-0.22759,-0.40506,0.09434,-0.40694,-0.77474,-0.49593,-0.04762,-0.56919,0.00000,0.98000,0.02000
-0.03684,-0.75889,0.02674,-0.23711,0.13043,-0.63448,-0.61603,-0.69811,-0.66562,-0.51877,-0.54472,-0.98535,-0.49786,0.00000,0.08000,0.92000
-0.02632,-0.11067,0.11230,-0.03093,-0.26087,-0.77931,-0.62869,-0.58491,-0.73502,-0.29693,-0.57724,-0.89011,-0.64051,0.00000,0.01000,0.99000
-0.06316,-0.37945,0.11230,0.38144,-0.39130,-0.88276,-0.68354,-0.47170,-0.73502,-0.24573,-0.70732,-0.93407,-0.59772,0.01000,0.00000,0.99000
-0.12105,0.11067,0.06952,0.12371,-0.21739,-0.50345,-0.63713,-0.84906,-0.72871,-0.36519,-0.51220,-0.98535,-0.54066,0.00000,0.01000,0.99000
-0.22105,-0.80237,-0.04813,-0.28866,-0.67391,-0.29655,-0.89873,0.77358,-0.47003,-0.28840,-0.56098,-0.82418,-0.46933,0.00000,0.12000,0.88000
-0.17368,-0.32016,-0.10160,-0.18557,-0.47826,-0.55862,-0.86498,0.88679,-0.66562,-0.00683,-0.59350,-0.77289,-0.40514,0.01000,0.02000,0.97000
-0.35789,0.57312,0.26203,0.07216,-0.58696,-0.72414,-0.94515,0.50943,-0.75394,-0.56143,-0.56098,-1.00000,-0.36947,0.00000,0.05000,0.95000
-0.21053,0.88538,0.36898,0.48454,-0.43478,-0.44138,-0.89030,0.88679,-0.56467,-0.36519,-0.44715,-0.69231,-0.66191,0.00000,0.05000,0.95000
0.29474,0.12648,-0.11230,-0.08247,-0.60870,-0.55862,-0.94093,0.69811,-0.70347,-0.24573,-0.46341,-0.59707,-0.56919,0.01000,0.04000,0.95000
-0.04737,-0.12253,0.33690,0.38144,-0.32609,-0.07586,-0.89030,0.50943,-0.74763,-0.37884,-0.33333,-0.35531,-0.55492,0.03000,0.08000,0.89000
0.00000,-0.18182,0.43316,0.07216,-0.43478,-0.61379,-0.93249,0.50943,-0.78549,-0.43345,-0.52846,-0.23810,-0.54066,0.02000,0.13000,0.85000
0.22632,-0.28063,0.05882,-0.03093,-0.58696,-0.71034,-0.93249,-0.09434,-0.85489,-0.26280,-0.64228,-0.12088,-0.28388,0.06000,0.04000,0.90000
0.31053,-0.03953,0.45455,0.32990,-0.41304,-0.60690,-0.92405,0.39623,-0.91167,-0.47611,-0.33333,-0.42125,-0.65478,0.00000,0.09000,0.91000
0.36316,0.66403,0.05882,-0.03093,-0.52174,-0.29655,-0.80591,0.28302,-0.61514,-0.46758,-0.30081,-0.42857,-0.61198,0.02000,0.09000,0.89000
-0.35789,0.24111,-0.10160,-0.18557,-0.08696,-0.72414,-0.81435,-0.39623,-0.53943,0.18259,-0.72358,-0.46520,-0.17689,0.01000,0.07000,0.92000
0.12105,0.11858,-0.15508,0.07216,-0.30435,-0.64138,-0.91139,0.13208,-0.43849,-0.53584,-0.80488,-0.69963,-0.21255,0.01000,0.02000,0.97000
0.50000,0.69960,-0.06952,-0.03093,-0.78261,-1.00000,-1.00000,0.01887,-0.82965,-0.38225,-0.83740,-0.95604,-0.80456,0.00000,0.04000,0.96000
-0.03158,0.52964,0.19786,0.12371,-0.65217,-0.50345,-0.86920,0.28302,-0.71609,0.08703,-0.90244,-0.56777,-0.50499,0.00000,0.00000,1.00000
0.20526,-0.01186,0.09091,0.12371,-0.52174,-0.34483,-0.82278,0.20755,-0.47003,0.21843,-0.88618,-0.74359,-0.46933,0.00000,0.00000,1.00000
0.07895,0.24901,0.06952,0.12371,-0.06522,-0.70345,-0.55696,-0.20755,-0.53943,0.38567,-0.85366,-0.95604,-0.61198,0.00000,0.04000,0.96000
0.30000,-0.05929,0.34759,0.38144,0.15217,-0.71034,-0.48101,-0.66038,-0.47003,0.24915,-0.82114,-0.97802,-0.68331,0.02000,0.10000,0.88000
-0.07368,-0.23715,0.19786,0.17526,-0.08696,-0.65517,-0.56962,-0.58491,-0.46372,0.62457,-1.00000,-0.85348,-0.71184,0.00000,0.02000,0.98000
0.09474,-0.54150,0.48663,0.53608,0.00000,-0.15862,-0.60338,-0.50943,-0.27445,-0.00683,-0.78862,-0.95604,-0.79030,0.01000,0.07000,0.92000
0.15789,0.01186,-0.01604,-0.18557,-0.39130,-0.43448,-0.79325,0.81132,-0.07886,0.57679,-0.86992,-0.82418,-0.43367,0.00000,0.01000,0.99000
-0.18421,-0.78261,-0.20856,-0.03093,-0.28261,-0.65517,-0.89873,0.50943,-0.37539,0.07850,-0.83740,-0.79487,-0.48359,0.00000,0.09000,0.91000
0.12632,0.75889,0.02674,0.17526,-0.50000,-0.47586,-0.87764,0.81132,-0.28076,0.12969,-0.80488,-0.84615,-0.36234,0.00000,0.01000,0.99000
0.47895,0.33597,0.09091,-0.08247,-0.58696,-0.43448,-0.79325,0.32075,-0.27445,0.31911,-0.85366,-0.72894,-0.71184,0.00000,0.01000,0.99000
