A1,A2,A3,A4,A5,A6,A7,L1,L2,L3,L4,L5,L6,L7,L8
-0.23596,0.01149,1.00000,1.00000,-0.13636,-0.50538,-0.29293,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.01124,-0.40230,1.00000,1.00000,0.25000,0.09677,0.17172,0.96000,0.00000,0.00000,0.00000,0.00000,0.02000,0.00000,0.02000
-0.48315,-0.93103,1.00000,1.00000,-0.11364,-0.41935,-0.23232,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.07865,0.28736,1.00000,1.00000,-0.11364,-0.56989,-0.35354,0.94000,0.00000,0.00000,0.00000,0.00000,0.04000,0.00000,0.02000
-0.91011,0.01149,1.00000,1.00000,-0.13636,-0.54839,-1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.30337,-0.49425,1.00000,1.00000,0.65909,-0.91398,-0.71717,0.80000,0.14000,0.00000,0.00000,0.00000,0.06000,0.00000,0.00000
0.14607,0.21839,1.00000,1.00000,-0.06818,-0.29032,-0.13131,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.93258,-0.65517,1.00000,1.00000,0.27273,-0.78495,-0.53535,0.96000,0.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.19101,-0.12644,1.00000,1.00000,0.09091,-0.54839,-0.53535,0.94000,0.00000,0.00000,0.00000,0.02000,0.00000,0.00000,0.04000
-0.34831,-0.17241,1.00000,1.00000,0.09091,-0.07527,0.05051,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.43820,-0.93103,1.00000,1.00000,0.06818,-0.31183,-0.15152,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.52809,0.14943,1.00000,1.00000,-0.88636,-0.33333,-0.17172,0.96000,0.02000,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000
-0.03371,-0.17241,1.00000,1.00000,0.20455,-0.26882,-0.11111,0.96000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000
-0.03371,-0.12644,1.00000,1.00000,0.06818,-0.35484,-0.17172,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.19101,-0.14943,1.00000,1.00000,0.00000,-0.46237,-0.27273,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.23596,-0.26437,1.00000,1.00000,-0.13636,-0.26882,-0.11111,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.25843,0.14943,1.00000,1.00000,-0.22727,-0.22581,-0.07071,0.88000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000
-0.91011,-0.35632,1.00000,1.00000,-0.04545,-0.26882,-0.11111,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.46067,-0.21839,1.00000,1.00000,-0.29545,-0.61290,-0.37374,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.19101,0.21839,1.00000,1.00000,-0.06818,-0.20430,-0.07071,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.34831,0.17241,1.00000,1.00000,-0.04545,-0.39785,-0.21212,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.46067,0.05747,1.00000,1.00000,0.34091,-0.95699,-0.91919,0.88000,0.02000,0.00000,0.00000,0.02000,0.02000,0.00000,0.06000
-0.28090,-0.05747,1.00000,1.00000,-0.20455,-0.41935,-0.23232,0.94000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06000
-0.14607,0.03448,1.00000,1.00000,0.09091,-0.54839,-0.41414,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.25843,0.01149,1.00000,1.00000,0.18182,-0.33333,-0.17172,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.93258,-0.17241,1.00000,1.00000,0.34091,-0.13978,-0.01010,0.86000,0.06000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08000
-0.91011,-0.90805,1.00000,1.00000,0.02273,-0.18280,-0.05051,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.37079,-0.14943,1.00000,1.00000,-0.88636,-0.31183,-0.15152,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.37079,0.01149,1.00000,1.00000,0.09091,-0.26882,-0.17172,0.92000,0.02000,0.00000,0.00000,0.02000,0.00000,0.00000,0.04000
-0.61798,-0.14943,1.00000,1.00000,0.02273,-0.11828,-0.89899,0.94000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000
-0.01124,-0.21839,1.00000,1.00000,0.25000,0.16129,0.23232,0.88000,0.06000,0.00000,0.00000,0.02000,0.00000,0.02000,0.02000
-0.03371,-0.93103,1.00000,1.00000,-0.11364,-0.41935,-0.21212,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.05618,-0.21839,1.00000,1.00000,0.31818,-0.69892,-0.45455,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.48315,-0.26437,1.00000,1.00000,-0.02273,-0.31183,-0.13131,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.16854,0.17241,1.00000,1.00000,-0.04545,-0.11828,-0.27273,0.92000,0.02000,0.02000,0.00000,0.00000,0.00000,0.00000,0.04000
-0.34831,-0.95402,1.00000,1.00000,0.02273,-0.95699,-0.65657,0.92000,0.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000
-0.50562,-0.19540,1.00000,1.00000,-0.20455,-0.18280,-0.05051,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.48315,0.31034,1.00000,1.00000,-0.15909,0.11828,0.19192,0.86000,0.08000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06000
0.05618,0.05747,1.00000,1.00000,-0.50000,-0.67742,-0.47475,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.21348,0.05747,1.00000,1.00000,-0.36364,-0.31183,-0.15152,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14607,-0.17241,1.00000,1.00000,-0.20455,-0.24731,-0.09091,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.91011,-0.21839,1.00000,1.00000,0.02273,-0.31183,-0.15152,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.01124,-0.24138,1.00000,1.00000,-0.93182,-0.31183,-0.13131,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.05618,-0.14943,1.00000,1.00000,0.22727,-0.29032,-0.13131,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.01124,0.26437,1.00000,1.00000,-0.88636,-0.03226,0.09091,0.78000,0.18000,0.00000,0.00000,0.00000,0.04000,0.00000,0.00000
0.16854,-0.19540,1.00000,1.00000,-0.06818,-0.41935,-0.23232,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.19101,-0.08046,1.00000,1.00000,0.09091,-0.01075,0.09091,0.92000,0.08000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.59551,-0.95402,1.00000,1.00000,0.04545,-0.50538,-0.29293,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.05618,-0.35632,1.00000,1.00000,0.15909,-0.31183,-0.13131,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.46067,-0.03448,1.00000,1.00000,0.22727,0.09677,0.19192,0.90000,0.00000,0.02000,0.00000,0.02000,0.00000,0.00000,0.06000
-0.43820,-0.17241,1.00000,1.00000,-0.06818,-0.31183,-0.15152,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16854,0.28736,1.00000,1.00000,-0.04545,-0.01075,0.09091,0.80000,0.16000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000
-0.43820,-0.17241,1.00000,1.00000,-0.02273,-0.46237,-0.27273,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.21348,0.08046,1.00000,1.00000,0.27273,-0.93548,-0.03030,0.82000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16000
-0.41573,-0.42529,1.00000,1.00000,-0.22727,-0.48387,-0.29293,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.01124,0.14943,1.00000,1.00000,0.06818,-0.46237,-0.27273,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.16854,-0.90805,1.00000,1.00000,-0.04545,-0.24731,-0.09091,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.01124,-0.05747,1.00000,1.00000,-0.04545,-0.48387,-0.95960,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.46067,-0.03448,1.00000,1.00000,-0.15909,-0.41935,-0.23232,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.05618,-0.95402,1.00000,1.00000,0.09091,-0.46237,-0.27273,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07865,-0.05747,1.00000,1.00000,0.02273,-0.48387,-0.29293,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.07865,0.08046,1.00000,1.00000,0.15909,-0.07527,0.03030,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.01124,-0.37931,1.00000,1.00000,-0.02273,-0.44086,-0.25253,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.34831,-0.08046,1.00000,1.00000,0.09091,-0.20430,-0.07071,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.23596,-0.37931,1.00000,1.00000,-0.06818,-0.26882,-0.11111,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.07865,-0.03448,1.00000,1.00000,0.02273,-0.35484,-0.17172,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.34831,0.05747,1.00000,1.00000,-0.06818,-0.52688,-0.31313,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.23596,0.24138,1.00000,1.00000,0.31818,-0.35484,-0.17172,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.19101,0.26437,1.00000,1.00000,-0.02273,-0.05376,0.07071,0.96000,0.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.91011,0.03448,1.00000,1.00000,0.18182,0.03226,0.13131,0.94000,0.00000,0.02000,0.00000,0.02000,0.00000,0.00000,0.02000
-0.88764,0.10345,1.00000,1.00000,0.11364,-0.03226,0.07071,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16854,-0.01149,1.00000,1.00000,-0.15909,-0.24731,-0.15152,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.88764,0.14943,1.00000,1.00000,-0.38636,-0.52688,-0.31313,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.19101,-0.05747,1.00000,1.00000,-0.63636,-0.39785,-0.21212,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.23596,0.03448,1.00000,1.00000,0.18182,-0.26882,-0.11111,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.91011,-0.05747,1.00000,1.00000,-0.15909,-0.44086,-0.45455,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.07865,-0.03448,1.00000,1.00000,-0.88636,-0.50538,-0.49495,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.93258,0.01149,1.00000,1.00000,-0.18182,-0.56989,-0.35354,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.30337,0.05747,1.00000,1.00000,-0.34091,-0.41935,-0.21212,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.43820,0.72414,1.00000,1.00000,0.02273,-0.26882,-0.23232,0.54000,0.00000,0.00000,0.00000,0.00000,0.06000,0.00000,0.40000
-0.21348,-0.17241,1.00000,1.00000,-0.93182,-0.29032,-0.13131,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.28090,0.21839,1.00000,1.00000,-0.15909,-0.41935,-0.33333,0.74000,0.04000,0.02000,0.00000,0.08000,0.04000,0.00000,0.08000
0.46067,0.24138,1.00000,1.00000,-0.22727,-0.22581,-0.43434,0.80000,0.04000,0.00000,0.00000,0.00000,0.06000,0.00000,0.10000
0.14607,0.03448,1.00000,1.00000,0.31818,-0.35484,-0.17172,0.96000,0.02000,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000
-0.14607,-0.93103,1.00000,1.00000,0.43182,-0.48387,-0.29293,0.96000,0.02000,0.00000,0.00000,0.00000,0.02000,0.00000,0.00000
-0.46067,0.28736,1.00000,1.00000,0.43182,-0.29032,-0.13131,0.82000,0.06000,0.00000,0.00000,0.00000,0.04000,0.00000,0.08000
-0.14607,-0.42529,1.00000,1.00000,0.22727,-0.67742,-0.43434,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.25843,0.05747,1.00000,1.00000,0.20455,-0.63441,-0.41414,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.46067,-0.24138,1.00000,1.00000,-0.13636,-0.95699,-0.91919,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.41573,-0.90805,1.00000,1.00000,0.00000,-0.33333,-0.17172,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.01124,0.10345,1.00000,1.00000,-0.11364,-0.20430,-0.91919,0.94000,0.02000,0.00000,0.00000,0.00000,0.02000,0.00000,0.02000
-0.03371,-0.28736,1.00000,1.00000,-0.25000,-0.05376,0.05051,0.96000,0.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.10112,-0.03448,1.00000,1.00000,0.11364,-0.95699,-0.91919,0.96000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
0.05618,-0.37931,1.00000,1.00000,0.27273,-0.97849,-0.49495,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.28090,-0.26437,1.00000,1.00000,-0.86364,-0.89247,-0.95960,0.96000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000
-0.23596,-0.21839,1.00000,1.00000,0.15909,0.03226,0.13131,0.94000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000
-0.21348,-0.24138,1.00000,1.00000,0.04545,-0.95699,-0.45455,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.14607,-0.95402,1.00000,1.00000,-0.02273,-0.39785,-0.21212,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.14607,-0.01149,1.00000,1.00000,-0.02273,-0.97849,-0.37374,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.07865,0.14943,1.00000,1.00000,0.31818,-0.97849,-0.37374,0.94000,0.06000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.23596,-0.05747,1.00000,1.00000,-0.06818,-0.29032,-0.13131,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14607,0.10345,1.00000,1.00000,0.20455,-0.72043,-0.47475,0.98000,0.00000,0.00000,0.00000,0.00000,0.02000,0.00000,0.00000
-0.43820,0.14943,1.00000,1.00000,-0.15909,-0.11828,-0.89899,0.92000,0.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000
-0.34831,-0.37931,1.00000,1.00000,-0.88636,-0.11828,-0.89899,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.43820,-0.42529,1.00000,1.00000,-0.11364,-0.33333,-0.15152,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.46067,-0.08046,1.00000,1.00000,0.11364,-0.52688,-0.31313,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.61798,-0.12644,1.00000,1.00000,0.20455,-0.95699,-0.21212,0.84000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16000
-0.91011,-0.31034,1.00000,1.00000,-0.06818,-0.39785,-0.21212,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.37079,-0.19540,1.00000,1.00000,0.11364,-0.26882,-0.11111,0.96000,0.00000,0.00000,0.00000,0.02000,0.00000,0.00000,0.02000
-0.23596,0.14943,1.00000,1.00000,0.00000,-0.22581,-0.07071,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.37079,-0.26437,1.00000,1.00000,0.02273,-0.54839,-0.33333,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.91011,0.03448,1.00000,1.00000,-0.04545,-0.26882,-0.11111,0.94000,0.06000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.48315,-0.24138,1.00000,1.00000,-0.02273,-0.46237,-0.25253,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.16854,-0.01149,1.00000,1.00000,-0.04545,-0.18280,-0.05051,0.94000,0.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-1.00000,-0.14943,1.00000,1.00000,-0.04545,0.01075,0.11111,0.96000,0.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.12360,-0.31034,1.00000,1.00000,-0.13636,-0.29032,-0.13131,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.93258,-0.01149,1.00000,1.00000,0.11364,-0.54839,-0.33333,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.39326,-0.95402,1.00000,1.00000,0.61364,-0.41935,-0.21212,0.94000,0.02000,0.00000,0.00000,0.00000,0.04000,0.00000,0.00000
-0.61798,0.17241,1.00000,1.00000,0.11364,-0.22581,-0.07071,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.19101,-0.05747,1.00000,1.00000,0.20455,-0.33333,-0.17172,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.93258,-0.17241,1.00000,1.00000,-0.02273,-0.63441,-0.93939,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.41573,-0.93103,1.00000,1.00000,-0.18182,-0.46237,-0.25253,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.91011,-0.08046,1.00000,1.00000,0.25000,-0.54839,-0.33333,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.50562,-0.24138,1.00000,1.00000,-0.04545,-0.39785,-0.21212,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.01124,-0.21839,1.00000,1.00000,0.00000,0.09677,0.19192,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.39326,-0.05747,1.00000,1.00000,-0.15909,-0.20430,-0.13131,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-0.64045,-0.03448,1.00000,1.00000,0.22727,-0.44086,-0.25253,0.98000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000
-0.86517,0.37931,1.00000,1.00000,0.11364,0.95699,-0.25253,0.00000,0.88000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12000
-0.01124,0.17241,1.00000,1.00000,-0.02273,-0.01075,0.09091,0.36000,0.64000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.41573,0.05747,1.00000,1.00000,0.15909,0.74194,0.69697,0.00000,0.84000,0.04000,0.00000,0.12000,0.00000,0.00000,0.00000
-0.48315,0.08046,1.00000,1.00000,0.34091,0.87097,0.79798,0.00000,0.98000,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000
-0.23596,0.10345,1.00000,1.00000,0.31818,0.80645,-0.83838,0.04000,0.92000,0.00000,0.00000,0.02000,0.02000,0.00000,0.00000
-0.03371,-0.93103,1.00000,1.00000,0.31818,0.59140,0.57576,0.02000,0.96000,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000
0.03371,0.37931,1.00000,1.00000,0.09091,0.82796,0.75758,0.00000,0.96000,0.00000,0.00000,0.02000,0.00000,0.00000,0.02000
-0.39326,-0.21839,1.00000,1.00000,0.15909,0.63441,0.59596,0.00000,0.98000,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000
0.16854,-0.12644,1.00000,1.00000,0.47727,0.50538,0.47475,0.00000,0.82000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000
-0.34831,0.05747,1.00000,1.00000,0.61364,0.37634,0.39394,0.04000,0.96000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.23596,0.05747,1.00000,1.00000,0.29545,0.65591,-0.83838,0.02000,0.86000,0.02000,0.00000,0.06000,0.02000,0.02000,0.00000
-0.73034,0.51724,1.00000,1.00000,0.68182,0.22581,0.27273,0.06000,0.68000,0.00000,0.00000,0.02000,0.14000,0.00000,0.10000
-0.91011,-0.90805,1.00000,1.00000,0.47727,0.74194,0.69697,0.00000,0.98000,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000
0.64045,-0.19540,1.00000,1.00000,0.20455,0.93548,0.85859,0.00000,0.90000,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000
0.88764,-0.01149,1.00000,1.00000,0.09091,0.50538,0.49495,0.00000,0.72000,0.00000,0.00000,0.26000,0.00000,0.00000,0.02000
0.07865,0.01149,1.00000,1.00000,-0.86364,0.65591,-0.83838,0.00000,0.94000,0.00000,0.00000,0.04000,0.02000,0.00000,0.00000
0.21348,0.10345,1.00000,1.00000,-0.90909,0.84946,0.77778,0.00000,0.86000,0.00000,0.00000,0.10000,0.00000,0.00000,0.04000
0.07865,-0.08046,1.00000,1.00000,0.15909,-0.82796,0.77778,0.10000,0.80000,0.00000,0.00000,0.08000,0.00000,0.00000,0.02000
-0.88764,0.49425,1.00000,1.00000,-0.29545,0.95699,0.85859,0.00000,0.86000,0.00000,0.02000,0.00000,0.00000,0.00000,0.12000
0.61798,0.03448,1.00000,1.00000,0.15909,0.39785,-0.85859,0.00000,0.72000,0.00000,0.00000,0.18000,0.04000,0.04000,0.02000
0.05618,0.24138,1.00000,1.00000,0.31818,0.50538,0.51515,0.00000,0.96000,0.00000,0.00000,0.04000,0.00000,0.00000,0.00000
-0.25843,0.26437,1.00000,1.00000,-0.25000,0.65591,-0.83838,0.00000,0.98000,0.00000,0.00000,0.00000,0.00000,0.02000,0.00000
0.43820,0.31034,1.00000,1.00000,0.09091,0.65591,0.47475,0.00000,0.82000,0.02000,0.00000,0.14000,0.00000,0.00000,0.02000
0.21348,0.28736,1.00000,1.00000,0.27273,0.72043,0.67677,0.00000,0.98000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000
0.05618,0.33333,1.00000,1.00000,0.18182,0.61290,0.59596,0.00000,0.96000,0.00000,0.00000,0.02000,0.00000,0.00000,0.02000
0.41573,-0.90805,1.00000,1.00000,0.34091,0.80645,0.73737,0.00000,0.88000,0.00000,0.00000,0.12000,0.00000,0.00000,0.00000
0.10112,-0.05747,1.00000,1.00000,0.20455,0.67742,0.63636,0.00000,0.94000,0.00000,0.00000,0.06000,0.00000,0.00000,0.00000
-0.30337,-0.90805,1.00000,1.00000,0.29545,0.78495,0.71717,0.00000,0.98000,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000
0.66292,-0.01149,1.00000,1.00000,0.25000,0.87097,0.79798,0.00000,0.86000,0.00000,0.00000,0.14000,0.00000,0.00000,0.00000
-0.25843,0.01149,1.00000,1.00000,0.02273,0.87097,0.79798,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.01124,-0.93103,1.00000,1.00000,0.38636,0.56989,0.55556,0.02000,0.84000,0.00000,0.00000,0.14000,0.00000,0.00000,0.00000
0.59551,-0.93103,1.00000,1.00000,0.61364,-0.87097,0.49495,0.04000,0.78000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000
-0.88764,-0.17241,1.00000,1.00000,0.50000,0.35484,0.39394,0.00000,0.94000,0.00000,0.00000,0.06000,0.00000,0.00000,0.00000
0.48315,0.19540,1.00000,1.00000,0.34091,0.39785,0.33333,0.00000,0.74000,0.00000,0.00000,0.24000,0.00000,0.02000,0.00000
