8192,6,5
-0.27289,-0.30464,-0.45195,-0.71605,-0.29947,-0.67940,3,5,2,1,4
-0.21666,-0.33809,1.00126,2.47020,0.58538,-0.35675,4,1,2,3,5
-0.32912,-0.43846,-1.13204,-0.81656,-0.70451,0.04656,3,5,4,2,1
-0.27289,-0.43846,0.60827,0.92733,0.42960,0.04656,5,4,2,3,1
-0.36660,-0.43846,-1.16203,-0.74621,-0.65465,-0.67940,3,5,4,1,2
-0.34786,-0.43846,0.17733,0.00261,0.28005,-0.67940,4,1,3,2,5
-0.34786,-0.40500,-0.82230,-0.60549,-0.54872,-0.51807,3,4,5,2,1
-0.25415,-0.27119,-0.27321,-0.41451,-0.29324,-0.51807,4,3,2,1,5
-0.31038,-0.37155,-0.36503,-0.39944,-0.17484,-0.51807,3,5,1,2,4
-0.27289,-0.43846,1.58831,1.49523,1.12128,0.04656,5,3,1,4,2
-0.12295,-0.17082,1.25040,0.44989,0.25512,0.36921,1,5,3,2,4
11.29142,17.72711,1.99905,1.35451,0.91565,-0.27609,2,3,1,4,5
0.15820,0.33099,2.54569,0.99266,0.16788,0.93384,2,1,4,3,5
-0.14169,-0.10392,-0.32034,-0.54518,-0.44902,-0.19543,3,2,4,1,5
-0.21666,-0.37155,0.61378,1.47010,1.33938,0.92174,3,1,2,4,5
-0.32912,-0.40500,-1.25692,-0.94723,-0.78551,-0.43741,3,5,4,2,1
-0.34786,-0.43846,-0.63070,-0.91205,-0.74189,-0.51807,2,5,4,3,1
0.70174,1.40152,-0.72436,-0.52005,-0.44279,-0.67940,4,5,3,1,2
0.04574,0.06336,1.45241,0.99769,0.67262,0.20788,3,1,2,4,5
0.34562,0.56517,2.25554,0.39461,0.26759,1.57913,3,1,2,4,5
0.12071,-0.37155,1.89621,1.32938,0.59785,1.74046,1,3,2,4,5
-0.27289,-0.33809,0.90577,-0.21851,-0.00659,-0.27609,4,2,1,3,5
0.23317,0.96662,0.01511,0.15841,0.38598,0.85318,3,2,4,1,5
-0.34786,-0.43846,-0.30014,-0.27882,-0.31816,-0.43741,4,5,3,1,2
-0.32912,-0.43846,1.17634,-0.02252,0.22397,-0.03410,3,5,2,1,4
-0.32912,-0.40500,-0.80822,-0.69092,-0.59857,-0.67940,2,5,3,1,4
-0.36660,-0.43846,-1.25569,-0.89697,-0.73566,-0.67940,3,5,4,1,2
0.38311,-0.07046,0.67071,0.36446,0.32367,0.36921,1,2,5,3,4
0.66425,-0.43846,1.43588,0.45995,0.45453,5.76144,1,2,4,3,5
-0.10420,-0.30464,-0.44767,0.74138,0.53553,0.12722,4,1,2,3,5
-0.34786,-0.43846,-0.84372,-0.47985,-0.38048,-0.59873,2,5,4,1,3
-0.23540,-0.40500,0.00776,-0.01749,-0.34932,-0.51807,3,1,4,2,5
-0.32912,-0.40500,-0.10610,-0.38436,-0.37424,-0.43741,3,4,1,2,5
-0.34786,-0.43846,-0.57193,-0.72610,-0.67958,-0.67940,3,5,4,1,2
-0.19792,-0.17082,-1.12408,-0.40949,-0.43033,-0.67940,5,1,4,2,3
0.23317,0.43135,0.55012,0.70118,0.59162,-0.35675,3,4,2,1,5
0.10197,-0.43846,0.63643,-0.06272,-0.11876,1.74449,1,2,4,3,5
-0.06672,0.02990,-0.57744,-0.44969,-0.42409,-0.43741,5,2,1,3,4
-0.36660,-0.43846,-1.14795,-0.86179,-0.48641,-0.43741,3,5,2,1,4
-0.36660,-0.43846,-1.29977,-0.86682,-0.80421,-0.67940,5,3,1,4,2
-0.12295,0.26408,-1.21345,-0.96231,-0.84783,-0.67940,3,5,4,1,2
-0.32912,-0.43846,-0.65273,-0.62056,-0.41786,-0.59873,3,5,2,1,4
-0.12295,-0.33809,-0.40115,-0.66580,-0.56118,-0.43741,1,5,4,2,3
0.25191,1.00007,-0.42441,-0.24867,-0.24962,-0.67940,3,5,2,1,4
-0.19792,-0.40500,0.62419,0.86702,0.16788,1.74046,1,5,3,2,4
0.40185,0.63208,1.77133,-0.12805,-0.18107,0.36517,1,4,3,2,5
-0.32912,-0.40500,-1.30527,-1.00251,-0.78551,-0.67940,3,5,4,2,1
-0.32912,-0.43846,-1.08490,-0.68087,-0.60480,0.12722,1,5,3,2,4
0.21442,0.83280,-0.71089,-0.33913,-0.16238,0.52650,3,4,5,2,1
-0.36660,-0.43846,-1.31446,-0.98241,-0.83536,-0.67940,3,5,4,2,1
-0.21666,-0.43846,0.39770,0.99769,1.37677,0.69185,4,3,2,5,1
-0.32912,-0.40500,0.87455,0.34436,-0.04398,-0.59873,5,3,1,4,2
-0.16043,-0.30464,0.91067,0.65092,0.95926,0.85318,3,2,1,4,5
0.68299,1.63570,-0.23097,-0.32405,-0.33062,-0.03410,2,1,3,4,5
-0.32912,-0.37155,-0.54010,-0.38939,-0.30570,-0.67940,3,1,4,2,5
0.06448,0.63208,0.64194,0.11820,-0.24339,-0.27609,3,5,2,4,1
-0.36660,-0.43846,-1.17122,-0.24364,-0.57988,-0.67940,5,2,1,3,4
-0.04798,-0.13737,-0.77027,-0.43462,-0.50510,-0.35675,4,1,2,3,5
-0.34786,-0.43846,-0.82536,-0.46980,-0.65465,-0.51807,4,2,5,3,1
-0.31038,-0.33809,-0.22363,1.08815,0.14296,-0.43741,4,2,1,3,5
-0.23540,-0.43846,0.88863,1.49523,5.15919,1.57913,4,1,2,3,5
-0.34786,-0.40500,-0.88718,-0.60549,-0.66089,-0.67940,4,5,2,3,1
0.38311,1.36806,-0.89514,-0.91708,-0.72943,-0.67940,3,5,4,2,1
-0.36660,-0.43846,-1.27589,-0.90703,-0.79798,-0.67940,4,3,5,2,1
-0.29163,-0.43846,0.37627,0.18856,0.34236,0.77252,3,2,4,1,5
-0.25415,-0.30464,0.16325,-0.10795,-0.19977,-0.51807,4,3,5,1,2
-0.06672,0.02990,-0.10732,-0.47482,-0.41163,-0.43741,2,5,3,1,4
0.19568,-0.00355,1.01351,2.04302,2.26785,0.93384,4,2,1,3,5
-0.19792,-0.37155,0.88373,0.34938,0.47322,-0.27609,2,3,1,4,5
0.32688,-0.30464,0.73009,0.89215,-0.20600,0.92981,1,2,5,3,4
0.75797,1.93678,0.20854,0.39461,0.93434,-0.35675,1,5,3,2,4
-0.25415,-0.33809,-0.79659,-0.74118,-0.56118,-0.67940,5,4,2,3,1
-0.17918,-0.10392,0.56175,0.05790,-0.31193,-0.51807,3,4,2,1,5
-0.08546,-0.40500,-1.01818,-0.75626,-0.81667,-0.27609,4,2,5,3,1
-0.21666,-0.33809,1.09798,0.90723,1.45154,-0.27609,5,1,4,3,2
0.90791,2.13751,0.28629,0.03277,0.01210,0.69589,1,2,4,3,5
-0.31038,-0.43846,-1.05491,-0.79144,-0.51133,0.28855,2,4,1,3,5
2.10745,3.07422,-0.18322,-0.16826,-0.06891,-0.59873,5,4,1,2,3
-0.17918,-0.23773,0.57705,1.73143,2.34262,0.20385,3,2,1,4,5
-0.32912,-0.43846,0.48523,-0.15318,-0.21223,-0.67940,4,1,3,2,5
-0.29163,-0.33809,-0.25668,-0.33410,-0.35555,-0.67940,4,5,3,2,1
-0.36660,-0.43846,0.28506,-0.31400,0.44206,-0.67940,4,3,1,2,5
0.83294,2.30478,0.08306,1.23389,0.26135,-0.27609,4,2,1,3,5
-0.36660,-0.43846,-0.70048,0.09810,-0.41786,-0.59873,5,3,1,4,2
-0.29163,-0.43846,1.38079,-0.04764,-0.00659,-0.67940,4,5,3,1,2
1.15156,1.06698,-0.50643,-0.15318,0.30497,-0.43741,3,4,2,1,5
-0.34786,-0.43846,0.03347,0.37954,0.20527,-0.67940,4,3,1,2,5
-0.29163,-0.37155,0.07020,1.86210,0.12426,0.12722,3,1,2,4,5
0.12071,0.86625,-0.35768,-0.35923,-0.22469,-0.67940,4,1,3,2,5
-0.14169,-0.37155,0.27955,0.78159,0.66016,1.74046,2,1,4,3,5
-0.31038,-0.40500,-0.14344,0.25892,0.56669,-0.19543,4,2,1,3,5
-0.31038,-0.40500,0.82987,0.22877,0.23020,-0.03410,3,1,2,4,5
-0.21666,-0.23773,0.01817,-0.02252,-0.37424,-0.59873,5,3,4,2,1
0.21442,0.46480,-1.18774,-0.65574,-0.54872,-0.67940,5,3,1,4,2
-0.23540,-0.37155,1.11818,0.05790,0.02456,-0.19543,3,5,4,1,2
-0.36660,-0.43846,0.97311,-0.05769,0.03703,-0.51807,1,4,3,2,5
-0.19792,-0.13737,-1.17734,-0.44467,-0.66712,-0.67940,5,1,2,3,4
-0.23540,-0.37155,-0.10916,-0.13810,0.09934,-0.43741,2,4,1,3,5
-0.02923,-0.40500,2.04925,4.62117,5.85087,1.33715,3,2,1,4,5
0.02700,0.53171,-0.38952,-0.91708,-0.62973,-0.67940,3,5,2,1,4
-0.23540,-0.37155,-0.61295,-0.61051,-0.26208,-0.51807,2,4,1,3,5
-0.32912,-0.40500,-1.31507,-1.01759,-0.87898,-0.67940,3,5,4,2,1
-0.10420,-0.17082,1.85275,-0.08785,-0.13745,0.68379,1,5,4,2,3
-0.34786,-0.43846,1.49465,0.22877,0.11180,-0.43741,1,5,3,2,4
0.25191,0.49826,1.95742,1.14846,0.64147,0.61119,2,1,4,3,5
-0.27289,-0.37155,0.93944,-0.08282,0.24266,-0.43741,3,5,1,2,4
-0.34786,-0.40500,-1.13143,-0.95226,-0.82913,-0.67940,3,5,4,2,1
1.28276,3.04077,2.16861,1.31933,1.81296,2.62773,1,3,2,4,5
-0.27289,-0.40500,0.10693,0.04282,0.01833,-0.19543,3,2,1,4,5
-0.36660,-0.43846,-0.82169,-0.58539,-0.62350,-0.67940,4,1,5,2,3
-0.08546,-0.03701,-0.39319,-0.51000,-0.44279,-0.27609,2,4,3,1,5
-0.14169,-0.33809,0.33709,-0.25872,-0.11253,-0.11476,3,5,2,4,1
-0.36660,-0.43846,-0.39747,-0.84169,-0.75436,-0.67940,3,5,4,1,2
-0.29163,-0.33809,0.38668,-0.31400,-0.14368,-0.51807,1,5,3,2,4
-0.27289,-0.40500,-0.20893,-0.01749,-0.15615,-0.59873,3,1,4,2,5
-0.23540,-0.43846,-0.12201,0.12323,0.02456,2.14780,1,3,4,2,5
-0.25415,-0.30464,-0.22914,-0.72610,-0.40540,-0.35675,3,4,1,2,5
-0.08546,-0.10392,0.90271,0.68107,0.11180,0.20788,2,1,4,3,5
-0.02923,-0.07046,1.07839,0.34938,-0.06268,0.44987,2,1,4,3,5
-0.36660,-0.43846,-1.26671,-1.00251,-0.78551,-0.59873,4,5,3,2,1
0.47682,-0.43846,0.77661,0.03277,-0.11876,3.91832,1,2,4,3,5
-0.23540,-0.30464,0.63153,2.63102,-0.24962,-0.35675,4,1,5,3,2
-0.31038,-0.37155,-1.08307,-0.94723,-0.76059,-0.67940,3,5,4,1,2
0.51431,1.70261,-0.57683,1.11328,0.76609,-0.51807,4,2,1,3,5
0.02700,0.23063,-0.21873,0.10815,0.01833,-0.67940,3,5,2,1,4
0.30814,1.40152,1.08880,-0.27380,-0.08137,-0.67940,3,5,4,1,2
-0.36660,-0.43846,-1.18713,-0.74621,-0.66712,-0.59873,2,5,4,1,3
-0.34786,-0.43846,-1.14061,-0.78641,-0.77928,-0.67940,2,5,3,1,4
0.62677,1.93678,1.15981,1.25902,1.45777,0.93384,1,2,4,3,5
-0.34786,-0.40500,-1.04450,-0.26375,-0.67958,-0.51807,5,2,3,4,1
-0.16043,-0.37155,0.10938,0.27400,-0.01906,-0.19543,2,1,5,3,4
-0.08546,0.06336,-1.15530,-0.10795,-0.54872,-0.67940,5,3,1,4,2
-0.32912,-0.40500,-1.08001,-0.61051,-0.53003,-0.59873,3,5,4,1,2
-0.32912,-0.40500,-0.72313,-0.43462,-0.44902,-0.43741,3,2,5,4,1
-0.10420,-0.33809,0.75641,0.75143,0.67885,0.61119,4,1,2,3,5
-0.31038,-0.37155,0.21405,-0.24364,-0.24962,-0.27609,2,3,4,1,5
-0.04798,-0.37155,0.18834,-0.01246,-0.23092,-0.51807,3,1,5,2,4
-0.27289,-0.37155,1.22837,0.77153,0.42337,-0.51807,4,1,2,3,5
-0.36660,-0.43846,-0.20159,0.22877,-0.10630,-0.51807,2,1,4,3,5
0.64551,1.86988,-0.35891,-0.33913,-0.28077,-0.43741,3,2,4,1,5
-0.34786,-0.43846,0.04572,-0.46477,-0.19354,-0.67940,4,5,1,2,3
0.08322,-0.20428,-0.64784,-0.18836,-0.28077,-0.43741,4,2,3,1,5
-0.21666,-0.23773,-0.44950,-0.44969,-0.16861,-0.59873,3,5,2,1,4
0.00825,-0.37155,0.56481,-0.06775,-0.21846,1.17582,1,2,3,5,4
0.58928,1.93678,-0.29525,-0.24867,-0.19977,-0.51807,3,4,1,2,5
0.40185,1.60224,-0.82658,-0.55021,-0.42409,-0.11476,1,5,3,2,4
-0.10420,-0.03701,1.03922,0.07297,-0.05021,-0.59873,4,3,1,2,5
-0.34786,-0.43846,-1.15836,-0.87185,-0.72320,-0.51807,3,4,5,2,1
0.17694,-0.23773,0.04204,-0.32405,-0.16861,0.04656,1,3,4,2,5
0.28940,1.26770,1.05697,-0.08785,0.03079,-0.67940,4,5,3,1,2
-0.32912,-0.43846,0.79130,0.08302,-0.16238,-0.59873,5,3,2,4,1
-0.14169,-0.43846,1.61891,1.85204,2.14945,3.03104,2,1,5,3,4
-0.34786,-0.43846,0.03898,0.02774,0.09311,-0.51807,2,4,1,3,5
-0.32912,-0.43846,-0.45257,-0.38939,-0.08137,-0.67940,4,5,3,2,1
0.12071,-0.20428,0.84150,0.25892,-0.08137,-0.11476,2,3,1,4,5
-0.02923,-0.43846,1.81786,2.36466,2.35509,2.46641,4,1,2,3,5
-0.02923,0.02990,-0.55173,-0.57031,-0.46771,-0.43741,4,1,3,2,5
-0.36660,-0.43846,-0.53949,-0.59544,-0.60480,-0.67940,4,2,5,3,1
-0.36660,-0.43846,-1.30038,-0.97738,-0.74812,-0.67940,4,5,3,2,1
-0.36660,-0.43846,-0.92085,-0.91708,-0.74189,-0.67940,4,5,3,2,1
-0.36660,-0.43846,-0.57377,0.17349,-0.25585,-0.67940,4,5,1,3,2
0.53305,1.83642,0.59786,-0.38436,-0.15615,-0.59873,2,5,3,1,4
-0.36660,-0.43846,-1.29915,-1.00251,-0.77928,-0.67940,3,5,4,2,1
-0.32912,-0.40500,0.22568,-0.33913,-0.34932,-0.67940,4,1,5,2,3
-0.17918,-0.43846,0.42647,1.18866,1.45154,2.86972,3,2,5,4,1
0.32688,0.79935,0.50237,0.27902,0.26759,-0.51807,3,5,1,2,4
-0.19792,-0.43846,-0.13915,0.53030,0.66016,1.01853,1,3,4,2,5
-0.36660,-0.43846,0.18651,0.37954,0.10557,-0.67940,5,4,2,3,1
-0.29163,-0.43846,-0.81618,-0.40446,-0.18730,-0.43741,1,5,4,3,2
0.25191,0.96662,0.42157,-0.13810,-0.06268,-0.59873,3,5,2,1,4
1.80756,1.30116,-0.54439,-0.06775,-0.05021,0.69185,1,3,2,4,5
-0.27289,-0.33809,-0.89637,-0.79646,-0.74812,-0.35675,3,4,5,2,1
-0.21666,-0.43846,-0.30810,0.78661,0.93434,-0.67940,4,1,2,3,5
-0.19792,-0.40500,0.29180,0.90723,0.45453,0.04656,3,1,5,4,2
0.04574,-0.43846,-0.05957,0.21872,0.09934,1.17582,1,4,2,3,5
-0.29163,-0.43846,0.31567,0.18856,0.04326,-0.59873,4,1,2,3,5
-0.32912,-0.37155,-0.52602,-0.38436,-0.21846,-0.59873,3,5,4,1,2
-0.32912,-0.43846,-0.16302,0.09810,-0.36801,-0.67940,4,5,3,2,1
-0.19792,-0.27119,-0.26158,0.54036,0.28005,-0.27609,4,2,1,3,5
0.32688,0.23063,1.48730,0.99769,0.96550,1.01047,4,3,2,5,1
-0.17918,-0.40500,0.94556,1.39974,1.65094,2.38575,4,2,3,5,1
-0.25415,-0.33809,-0.50582,-0.63564,-0.43656,-0.59873,3,5,2,1,4
0.60802,1.56879,-0.57499,-0.22857,-0.36801,-0.27609,2,5,3,1,4
-0.12295,-0.07046,-0.74333,-0.63062,-0.64842,-0.51807,2,5,4,3,1
-0.36660,-0.43846,0.54522,-0.51503,-0.48641,-0.67940,3,5,4,1,2
-0.34786,-0.43846,-0.96799,-0.59544,-0.45525,-0.51807,2,5,4,1,3
0.04574,-0.17082,2.64669,-0.04262,-0.21846,0.77252,1,2,5,3,4
-0.36660,-0.43846,-0.53582,-0.83667,-0.59234,-0.67940,3,5,4,1,2
-0.29163,-0.43846,0.40320,0.28907,0.29251,0.37324,3,1,4,2,5
-0.17918,-0.13737,-0.59213,-0.65072,-0.47395,-0.35675,2,5,3,1,4
0.36437,1.43497,-0.76720,-0.85174,-0.68581,-0.67940,2,5,3,1,4
-0.12295,-0.13737,-0.22057,0.06292,0.14919,0.76848,1,2,4,3,5
-0.36660,-0.43846,-1.26120,-0.82662,-0.82913,-0.67940,4,2,5,3,1
0.15820,0.76589,0.34015,-0.08785,-0.30570,0.77252,1,2,4,3,5
-0.23540,-0.43846,1.85642,0.77153,0.56046,-0.19543,5,2,1,3,4
-0.34786,-0.43846,0.40443,-0.11298,-0.10006,-0.51807,5,2,3,1,4
0.19568,0.36444,-0.39870,-0.52508,-0.47395,1.01853,1,3,4,2,5
0.13945,0.79935,-0.87188,-0.59544,-0.49264,-0.59873,3,5,2,1,4
0.00825,-0.00355,1.19409,0.96753,0.92188,0.45390,4,3,1,5,2
-0.34786,-0.43846,0.43504,-0.37431,-0.23715,-0.67940,3,5,1,2,4
-0.01049,0.02990,0.66459,1.84199,2.62927,0.04656,3,2,1,4,5
1.24528,2.17096,2.79361,1.37461,1.28329,2.54707,1,2,3,4,5
-0.27289,-0.37155,0.15590,-0.06272,0.11803,0.44987,3,2,4,1,5
-0.34786,-0.40500,-0.37544,-0.33913,-0.01906,-0.67940,3,5,2,1,4
0.12071,0.33099,0.02307,1.05800,0.19281,-0.51807,4,3,2,1,5
4.01921,2.50550,0.58317,1.36958,0.85333,1.81708,2,1,3,4,5
-0.10420,-0.10392,-0.01917,0.51020,0.48568,0.53456,5,2,1,4,3
-0.29163,-0.37155,-0.29953,0.14836,-0.49264,-0.67940,3,5,4,2,1
-0.14169,-0.17082,-0.93738,-0.70097,-0.70451,0.77252,2,4,5,3,1
-0.32912,-0.43846,0.17365,-0.21851,0.61031,-0.43741,4,3,1,2,5
-0.29163,-0.43846,-0.10242,-0.09287,-0.46148,0.36921,2,1,4,3,5
0.57054,1.63570,0.15651,0.14333,0.19281,-0.35675,2,4,3,5,1
0.45808,1.43497,0.83170,0.32425,0.50438,-0.11476,4,1,5,3,2
-0.32912,-0.43846,-0.57438,-0.37431,-0.46771,-0.67940,4,5,2,1,3
-0.10420,-0.27119,2.10434,1.87215,0.77232,0.60716,3,2,1,4,5
-0.34786,-0.40500,-0.82413,-0.80149,-0.68581,-0.67940,5,4,3,2,1
-0.14169,-0.27119,2.22126,0.73133,0.30497,-0.19543,4,1,3,2,5
-0.19792,-0.23773,-0.47032,-0.32908,-0.31193,-0.67940,4,2,3,1,5
0.15820,0.89971,0.39831,0.25390,0.08688,-0.67940,4,1,2,3,5
-0.36660,-0.43846,-0.79598,-0.83667,-0.67958,-0.51807,3,5,4,1,2
-0.29163,-0.43846,-0.09691,-0.51503,-0.45525,0.28855,1,3,4,2,5
-0.19792,-0.40500,0.64316,-0.30898,-0.03152,-0.35675,3,4,5,2,1
-0.34786,-0.43846,-0.71885,-0.89697,-0.74812,-0.67940,2,5,3,1,4
-0.36660,-0.43846,-0.94350,-0.65072,-0.54872,-0.67940,4,5,3,2,1
0.08322,0.59862,-1.11245,-0.75123,-0.10630,-0.67940,4,5,3,1,2
-0.27289,-0.43846,1.82704,0.43984,0.39844,-0.43741,4,1,3,2,5
-0.17918,-0.13737,-0.46420,-0.36928,-0.34309,-0.51807,2,5,3,1,4
0.13945,0.83280,-0.62090,-0.72108,-0.64842,-0.67940,3,5,4,1,2
-0.10420,-0.37155,0.87455,0.14333,0.47322,0.44987,5,4,2,3,1
-0.36660,-0.43846,-1.03532,-0.85677,-0.78551,-0.67940,3,5,4,2,1
-0.36660,-0.43846,-0.94044,-0.03257,-0.58611,-0.67940,5,1,2,4,3
-0.17918,-0.23773,0.23976,-0.28385,-0.34309,-0.51807,2,5,3,1,4
-0.21666,-0.37155,-0.72864,-0.65072,-0.36801,-0.27609,4,5,1,3,2
-0.31038,-0.40500,-1.06164,-0.45472,-0.74189,0.36921,2,5,4,3,1
0.64551,1.63570,-0.73782,-0.53513,-0.43033,-0.03410,4,1,2,3,5
1.15156,3.27495,-0.69252,-0.49492,-0.46771,-0.67940,3,5,2,1,4
-0.21666,-0.37155,1.09125,0.34938,0.06195,0.36517,2,1,5,3,4
-0.17918,-0.43846,1.19654,1.59071,0.72247,-0.03410,3,1,4,5,2
-0.36660,-0.43846,-1.18652,-0.85174,-0.72320,-0.67940,2,5,4,1,3
-0.31038,-0.40500,-0.97472,-0.88692,-0.84160,0.29258,2,4,5,3,1
0.30814,1.13389,-1.17489,-0.85677,-0.67335,-0.43741,3,5,4,2,1
-0.31038,-0.43846,0.35179,-0.23359,1.31445,0.12722,2,5,1,3,4
-0.19792,-0.40500,3.70018,6.41029,7.53333,2.53901,3,2,1,4,5
-0.17918,-0.20428,-0.37360,-0.38939,-0.25585,-0.03410,1,3,4,2,5
-0.36660,-0.43846,-1.12408,-0.96733,-0.73566,-0.67940,3,5,4,2,1
-0.06672,0.02990,-0.56459,-0.58036,-0.16861,-0.67940,4,5,1,2,3
0.04574,-0.00355,0.34199,-0.16826,0.06818,-0.11476,2,4,1,3,5
0.43934,1.16734,1.97763,1.14343,1.52009,0.20788,5,2,1,4,3
-0.21666,-0.20428,1.38018,-0.03257,-0.14368,-0.67940,4,5,2,1,3
0.30814,1.36806,-0.51194,-0.14313,-0.05021,-0.67940,4,5,2,1,3
-0.06672,-0.33809,2.06577,0.80671,0.14919,0.28451,1,3,5,2,4
-0.25415,-0.40500,1.04289,1.38466,0.57915,-0.11476,4,1,5,3,2
-0.27289,-0.43846,-0.68701,-0.50498,-0.67958,1.17582,1,5,2,3,4
-0.34786,-0.43846,-0.64478,-0.82159,-0.64219,-0.59873,2,5,3,1,4
-0.36660,-0.43846,-1.22631,-0.47482,-0.74812,-0.67940,3,5,4,2,1
-0.23540,-0.37155,0.14060,0.09308,0.21150,0.93384,4,3,5,2,1
-0.04798,-0.23773,0.77783,0.53030,0.54800,0.44987,3,1,4,2,5
0.51431,0.76589,-0.55418,-0.35421,-0.23715,-0.03814,1,3,4,2,5
0.32688,1.30116,-0.11773,0.01267,-0.17484,-0.59873,3,4,2,1,5
0.06448,-0.20428,-0.63009,-0.30898,-0.18107,-0.27609,2,5,4,1,3
-0.31038,-0.43846,-0.85046,-0.68590,0.73494,-0.51807,4,5,3,2,1
-0.31038,-0.43846,-1.04573,-0.89697,-0.75436,1.01450,2,4,5,3,1
-0.10420,-0.30464,-0.21567,-0.40446,-0.22469,1.73642,1,4,3,2,5
-0.08546,-0.37155,0.04143,-0.39441,-0.18107,-0.59873,2,5,3,1,4
-0.25415,-0.40500,1.04228,0.24887,0.23020,0.12722,2,4,1,3,5
-0.25415,-0.40500,-0.56091,-0.66580,-0.34309,-0.67940,2,5,3,1,4
-0.04798,-0.17082,1.06799,2.26917,2.67288,1.82112,3,2,1,4,5
0.00825,-0.20428,-0.26219,-0.29892,-0.46771,0.20788,2,1,4,3,5
-0.16043,-0.23773,0.87700,0.16343,0.13673,-0.51807,5,4,1,2,3
-0.23540,-0.40500,0.11366,0.22374,-0.16861,-0.03410,3,1,4,2,5
-0.36660,-0.43846,-0.22485,-0.51503,-0.36178,-0.67940,4,5,1,2,3
-0.21666,-0.23773,0.60582,0.58056,0.33613,-0.35675,3,1,4,2,5
0.66425,2.37169,1.71379,0.55543,0.40468,-0.67940,4,5,3,1,2
0.19568,1.00007,0.17243,-0.04262,-0.11253,-0.59873,4,5,3,2,1
-0.31038,-0.37155,-1.10511,-0.58539,-0.29947,-0.67940,3,4,2,1,5
0.06448,0.69898,-0.27505,-0.54015,-0.38671,-0.67940,4,5,3,2,1
-0.25415,-0.37155,-0.52051,-0.52508,-0.53626,-0.51807,1,3,4,2,5
0.55179,1.66915,0.81517,-0.10795,0.12426,-0.51807,3,5,1,2,4
-0.36660,-0.43846,-0.60805,-0.57533,-0.67335,-0.59873,3,2,5,4,1
0.04574,0.66553,-0.70354,-0.76128,-0.62350,-0.67940,4,3,5,1,2
-0.36660,-0.43846,-0.68334,-0.70097,-0.45525,-0.67940,3,5,1,2,4
-0.34786,-0.40500,-1.31201,-0.99749,-0.86029,-0.67940,3,5,4,2,1
-0.32912,-0.40500,0.32301,-0.23359,-0.10006,-0.67940,5,3,4,2,1
1.02036,2.90695,1.40772,3.11850,0.34859,0.36517,2,1,4,3,5
-0.32912,-0.40500,-1.14000,-0.84672,-0.69827,-0.67940,3,5,4,2,1
-0.10420,0.26408,-1.03471,-0.73113,-0.56118,-0.59873,2,5,4,1,3
-0.25415,-0.40500,0.21038,-0.10293,-0.13122,-0.51807,4,3,2,1,5
-0.27289,-0.40500,-0.71456,-0.47482,-0.15615,0.44987,3,4,5,2,1
-0.14169,-0.07046,-0.70783,-0.45472,-0.43033,-0.35675,1,4,5,2,3
-0.29163,-0.37155,0.28017,-0.32405,-0.03152,-0.67940,4,5,2,1,3
-0.25415,-0.37155,0.03347,-0.44969,-0.44902,-0.59873,5,2,3,4,1
0.04574,-0.30464,-0.40176,0.06292,0.34236,-0.03410,2,5,3,1,4
-0.01049,-0.00355,0.00654,0.65092,0.08688,1.49847,2,1,5,3,4
-0.34786,-0.40500,-1.26916,-0.97236,-0.71074,-0.67940,4,5,3,2,1
