A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4,L5,L6,L7
220.00000,220.00000,0.11111,0.00000,2.27778,1.12963,2.27778,4.15185,6.44444,5.66667,5.33333,8.33333,-2.33333,-3.33333,5.66667,8.33333,0.42735,1.98437,0.00200,0.00000,0.00000,0.00400,0.00600,0.00000,0.98800
207.00000,115.00000,0.00000,0.00000,1.05556,0.32963,0.16667,0.03333,1.22222,0.44444,2.88889,0.33333,-2.33333,5.00000,-2.66667,2.88889,0.93333,-2.06554,0.00000,0.00000,0.03000,0.00000,0.97000,0.00000,0.00000
6.00000,51.00000,0.00000,0.00000,1.66667,2.00000,1.61111,2.10741,19.59259,18.77778,25.66667,14.33333,-2.44444,18.22222,-15.77778,25.66667,0.44286,-1.68129,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
203.00000,182.00000,0.00000,0.00000,3.72222,2.57696,3.61111,1.70511,54.92593,49.44444,68.11111,47.22222,-16.44445,39.55556,-23.11111,68.11111,0.30672,-1.98035,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
243.00000,120.00000,0.00000,0.00000,4.44444,4.35975,1.55555,1.83384,47.85185,44.77778,56.33333,42.44444,-9.22222,25.44445,-16.22222,56.33333,0.24532,-1.91073,0.00000,0.00000,0.00000,0.99800,0.00000,0.00200,0.00000
146.00000,97.00000,0.00000,0.00000,10.11111,4.59790,0.61111,0.57413,47.96296,46.00000,54.33333,43.55556,-5.88889,19.11111,-13.22222,54.33333,0.19712,-1.84074,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000
184.00000,145.00000,0.00000,0.00000,0.72222,0.61162,0.22222,0.27217,0.55556,0.33333,1.22222,0.11111,-0.66667,2.00000,-1.33333,1.22222,0.52778,-1.92094,0.00000,0.00000,0.00800,0.00000,0.99200,0.00000,0.00000
178.00000,128.00000,0.00000,0.00000,0.44444,0.34074,0.88889,0.20741,5.92593,7.88889,6.44444,3.44444,5.88889,1.55556,-7.44444,7.88889,0.56371,-0.72130,0.99800,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
132.00000,134.00000,0.00000,0.00000,2.66667,3.15556,1.50000,1.54444,6.18518,2.22222,11.44444,4.88889,-11.88889,15.77778,-3.88889,11.44444,0.83393,-2.38661,0.00000,0.00000,0.97000,0.00400,0.02600,0.00000,0.00000
83.00000,28.00000,0.00000,0.00000,0.38889,0.13608,0.88889,0.45542,112.96296,99.44444,131.11111,108.33334,-40.55556,54.44444,-13.88889,131.11111,0.24151,-2.38788,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
126.00000,237.00000,0.00000,0.00000,0.94444,0.24074,1.00000,0.48889,5.77778,4.22222,4.22222,8.88889,-4.66667,-4.66667,9.33333,8.88889,0.55381,2.09723,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.99800
225.00000,58.00000,0.00000,0.00000,0.33333,0.42164,0.44444,0.34427,8.33333,5.55556,14.11111,5.33333,-8.33333,17.33333,-9.00000,14.11111,0.62222,-2.06856,0.00000,0.00000,0.00000,0.00200,0.99800,0.00000,0.00000
14.00000,120.00000,0.00000,0.00000,0.33333,0.13333,0.44444,0.29630,1.59259,0.00000,3.88889,0.88889,-4.77778,6.88889,-2.11111,3.88889,1.00000,-2.31572,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000
5.00000,210.00000,0.00000,0.11111,2.16667,1.67000,4.44444,2.61336,51.29630,45.44444,64.33334,44.11111,-17.55555,39.11111,-21.55555,64.33334,0.31757,-2.02090,0.00000,0.00000,0.00000,0.00200,0.00000,0.99800,0.00000
79.00000,62.00000,0.00000,0.00000,0.55556,0.38518,0.88889,0.60741,110.18519,100.66666,127.11111,102.77778,-28.55555,50.77778,-22.22222,127.11111,0.20801,-2.17815,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.00000,83.00000,0.00000,0.11111,6.16667,9.98889,12.88889,28.78519,14.37037,9.00000,22.66667,11.44444,-16.11111,24.88889,-8.77778,22.66667,0.66478,-2.27421,0.00200,0.00000,0.97200,0.00200,0.02400,0.00000,0.00000
214.00000,246.00000,0.00000,0.00000,2.83333,1.91775,3.00000,1.98886,17.51852,14.22222,15.44445,22.88889,-9.88889,-6.22222,16.11111,22.88889,0.39155,2.23285,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
94.00000,140.00000,0.00000,0.00000,0.16667,0.03333,0.33333,0.04444,3.03704,1.77778,6.11111,1.22222,-3.77778,9.22222,-5.44444,6.11111,0.79788,-1.98577,0.01400,0.00000,0.00600,0.00000,0.98000,0.00000,0.00000
54.00000,142.00000,0.00000,0.00000,0.72222,0.82776,2.00000,2.10818,1.81481,0.88889,3.66667,0.88889,-2.77778,5.55556,-2.77778,3.66667,0.76944,-2.09440,0.00000,0.00000,0.14200,0.00200,0.85600,0.00000,0.00000
107.00000,146.00000,0.00000,0.00000,1.88889,1.00741,2.11111,1.31852,21.37037,16.77778,29.66667,17.66667,-13.77778,24.88889,-11.11111,29.66667,0.43279,-2.16497,0.00200,0.00000,0.00200,0.95200,0.04400,0.00000,0.00000
93.00000,236.00000,0.11111,0.00000,1.77778,2.69630,2.00000,0.93333,12.51852,9.55556,10.77778,17.22222,-8.88889,-5.22222,14.11111,17.22222,0.44725,2.26720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
245.00000,249.00000,0.00000,0.00000,2.00000,1.28889,1.50000,0.61111,14.74074,10.77778,15.33333,18.11111,-11.88889,1.77778,10.11111,18.11111,0.40621,2.74356,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
48.00000,173.00000,0.00000,0.00000,1.16667,1.06979,1.44444,1.64204,19.22222,16.44445,16.44445,24.77778,-8.33333,-8.33333,16.66667,24.77778,0.34966,2.09956,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
239.00000,122.00000,0.00000,0.00000,0.27778,0.06296,0.33333,0.17778,5.55556,7.00000,6.66667,3.00000,4.33333,3.33333,-7.66667,7.22222,0.58135,-0.95343,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
184.00000,145.00000,0.00000,0.00000,0.94444,0.49065,1.77778,0.93492,3.40741,2.33333,5.77778,2.11111,-3.22222,7.11111,-3.88889,5.77778,0.65661,-2.03651,0.00200,0.00000,0.02200,0.00200,0.97400,0.00000,0.00000
109.00000,146.00000,0.00000,0.00000,0.05556,0.13608,0.05556,0.13608,0.03704,0.00000,0.11111,0.00000,-0.11111,0.22222,-0.11111,0.11111,0.11111,-2.09440,0.00000,0.00000,0.74800,0.00000,0.25200,0.00000,0.00000
111.00000,246.00000,0.00000,0.00000,3.16667,2.09497,5.83333,4.11366,25.88889,21.11111,22.44445,34.11111,-14.33333,-10.33333,24.66667,34.11111,0.38897,2.21401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.99400
155.00000,40.00000,0.00000,0.00000,1.88889,2.07275,0.05556,0.13608,1.25926,1.22222,1.55556,1.00000,-0.11111,0.88889,-0.77778,1.55556,0.11667,-1.57080,0.00000,0.00000,0.00600,0.00000,0.99400,0.00000,0.00000
192.00000,157.00000,0.00000,0.00000,1.05556,0.50741,0.77778,0.16296,18.33333,13.88889,17.22222,23.88889,-13.33333,-3.33333,16.66667,23.88889,0.41818,2.43862,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
209.00000,249.00000,0.00000,0.00000,2.44444,3.62963,2.77778,4.20741,10.51852,7.55556,8.11111,15.88889,-8.88889,-7.22222,16.11111,15.88889,0.53331,2.15678,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
118.00000,125.00000,0.00000,0.00000,0.33333,0.29814,0.88889,0.34427,1.14815,0.00000,3.11111,0.33333,-3.44444,5.88889,-2.44444,3.11111,1.00000,-2.17565,0.00200,0.00000,0.99400,0.00000,0.00400,0.00000,0.00000
43.00000,152.00000,0.00000,0.00000,1.94444,1.70741,1.22222,0.82963,1.51852,1.00000,2.88889,0.66667,-1.55556,4.11111,-2.55556,2.88889,0.64868,-1.93324,0.01000,0.00000,0.01000,0.00000,0.98000,0.00000,0.00000
247.00000,92.00000,0.00000,0.00000,0.88889,0.51852,0.44444,0.11852,12.07407,7.55556,20.55555,8.11111,-13.55555,25.44445,-11.88889,20.55555,0.63213,-2.13785,0.00000,0.00000,0.00400,0.00000,0.99600,0.00000,0.00000
63.00000,201.00000,0.00000,0.00000,2.11111,1.73419,2.50000,1.65664,61.62963,54.88889,76.44444,53.55556,-20.22222,44.44444,-24.22222,76.44444,0.29921,-2.03412,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
33.00000,117.00000,0.00000,0.00000,0.27778,0.01852,0.11111,0.02963,1.07407,0.00000,3.11111,0.11111,-3.22222,6.11111,-2.88889,3.11111,1.00000,-2.13264,0.00000,0.00000,0.94600,0.00000,0.05400,0.00000,0.00000
118.00000,85.00000,0.00000,0.00000,3.27778,4.41852,2.27778,6.81852,8.18519,3.55556,14.88889,6.11111,-13.88889,20.11111,-6.22222,14.88889,0.77412,-2.32909,0.00000,0.00000,0.98600,0.00000,0.01400,0.00000,0.00000
121.00000,60.00000,0.00000,0.00000,2.27778,2.32963,2.88889,2.87407,26.74074,24.66667,35.22222,20.33333,-6.22222,25.44445,-19.22222,35.22222,0.42230,-1.77611,0.99800,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000
218.00000,115.00000,0.00000,0.00000,0.94444,0.53403,0.38889,0.38968,22.96296,19.44445,29.44445,20.00000,-10.55556,19.44445,-8.88889,29.44445,0.33915,-2.14867,0.00000,0.00000,0.00200,0.01800,0.97800,0.00200,0.00000
209.00000,11.00000,0.00000,0.00000,0.83333,0.25556,2.16667,3.85555,141.55556,135.11111,150.11111,139.44444,-19.33333,25.66667,-6.33333,150.11111,0.09984,-2.40159,0.00000,0.99600,0.00000,0.00200,0.00000,0.00200,0.00000
55.00000,209.00000,0.11111,0.00000,1.83333,1.29529,1.38889,0.99815,12.51852,10.33333,10.33333,16.88889,-6.55556,-6.55556,13.11111,16.88889,0.40790,2.09922,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
50.00000,199.00000,0.00000,0.00000,3.22222,2.97894,5.61111,4.61599,55.66667,49.11111,69.77778,48.11111,-19.66667,42.33333,-22.66667,69.77778,0.31241,-2.04543,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
160.00000,41.00000,0.00000,0.00000,0.83333,0.80966,0.22222,0.17213,0.70370,0.55556,1.22222,0.33333,-0.44444,1.55556,-1.11111,1.22222,0.53704,-1.84512,0.00400,0.00000,0.00000,0.00000,0.99600,0.00000,0.00000
142.00000,140.00000,0.00000,0.00000,4.22222,1.29386,1.50000,0.72265,26.44445,23.44445,32.33334,23.55555,-9.00000,17.66667,-8.66667,32.33334,0.28510,-2.10049,0.00000,0.00000,0.00400,0.90200,0.07000,0.02400,0.00000
9.00000,94.00000,0.00000,0.00000,0.61111,0.55185,1.00000,0.66666,113.18519,106.88889,127.55556,105.11111,-18.88889,43.11111,-24.22222,127.55556,0.17679,-2.01531,0.00000,0.99600,0.00000,0.00200,0.00000,0.00200,0.00000
108.00000,146.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66600,0.00000,0.33400,0.00000,0.00000
56.00000,107.00000,0.00000,0.00000,1.11111,0.20741,4.72222,20.19630,49.81482,46.22222,58.33333,44.88889,-10.77778,25.55555,-14.77778,58.33333,0.23045,-1.99144,0.00000,0.00000,0.00000,0.99400,0.00000,0.00600,0.00000
54.00000,176.00000,0.00000,0.00000,2.11111,0.68853,2.66667,2.69155,50.66667,46.00000,62.66667,43.33333,-14.00000,36.00000,-22.00000,62.66667,0.30857,-1.95141,0.00000,0.00000,0.00000,0.00200,0.00000,0.99800,0.00000
41.00000,103.00000,0.00000,0.00000,2.44445,3.09630,1.77778,1.49629,61.25926,56.00000,73.44444,54.33333,-15.77778,36.55556,-20.77778,73.44444,0.25961,-2.00292,0.00000,0.00000,0.00000,0.99200,0.00000,0.00800,0.00000
67.00000,136.00000,0.00000,0.00000,6.72222,3.70835,2.66667,3.19722,15.51852,9.00000,25.33333,12.22222,-19.55555,29.44445,-9.88889,25.33333,0.66081,-2.30751,0.00000,0.00000,0.99400,0.00400,0.00200,0.00000,0.00000
249.00000,58.00000,0.00000,0.00000,1.33333,0.94281,0.27778,0.32773,8.85185,6.00000,14.55555,6.00000,-8.55556,17.11111,-8.55556,14.55555,0.60777,-2.08534,0.00000,0.00000,0.00400,0.00000,0.99600,0.00000,0.00000
90.00000,101.00000,0.11111,0.00000,0.88889,0.38518,1.72222,1.88519,20.07407,20.33333,25.00000,14.88889,0.77778,14.77778,-15.55555,25.00000,0.40404,-1.52012,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
180.00000,224.00000,0.00000,0.00000,3.72222,3.70741,3.61111,5.61852,15.18519,11.66667,13.33333,20.55555,-10.55556,-5.55556,16.11111,20.55555,0.44337,2.29826,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.99800
96.00000,13.00000,0.00000,0.00000,0.83333,0.47778,0.55556,0.20741,131.77777,122.11111,144.77777,128.44444,-29.00000,39.00000,-10.00000,144.77777,0.15657,-2.38625,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
112.00000,90.00000,0.00000,0.00000,7.38889,6.94556,1.27778,0.87981,65.18519,57.66667,79.77778,58.11111,-22.55555,43.77778,-21.22222,79.77778,0.27835,-2.10881,0.00000,0.00000,0.00200,0.99600,0.00000,0.00200,0.00000
215.00000,182.00000,0.00000,0.00000,2.55556,1.47070,2.72222,1.98233,54.18518,48.55556,67.22222,46.77778,-16.88889,39.11111,-22.22222,67.22222,0.30405,-2.00408,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
225.00000,58.00000,0.00000,0.00000,0.33333,0.42164,0.44444,0.34427,8.33333,5.55556,14.11111,5.33333,-8.33333,17.33333,-9.00000,14.11111,0.62222,-2.06856,0.00000,0.00000,0.00000,0.00200,0.99800,0.00000,0.00000
88.00000,89.00000,0.00000,0.00000,0.77778,0.38518,3.66667,4.04444,22.33333,21.66667,28.44445,16.88889,-2.00000,18.33333,-16.33333,28.44445,0.40369,-1.62559,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
91.00000,120.00000,0.00000,0.00000,1.38889,0.92896,0.61111,0.77220,16.85185,11.22222,25.77778,13.55555,-16.88889,26.77778,-9.88889,25.77778,0.56216,-2.23082,0.00000,0.00000,0.81800,0.02000,0.16200,0.00000,0.00000
57.00000,42.00000,0.00000,0.00000,2.33333,0.86923,1.00000,0.69921,37.44444,32.77778,47.77778,31.77778,-14.00000,31.00000,-17.00000,47.77778,0.33466,-2.02955,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000
211.00000,130.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000,0.99400,0.00000,0.00000
37.00000,120.00000,0.00000,0.00000,0.83333,0.34444,1.05556,0.46296,1.92593,0.22222,4.44444,1.11111,-5.11111,7.55556,-2.44444,4.44444,0.96296,-2.29808,0.00000,0.00000,0.99800,0.00000,0.00200,0.00000,0.00000
54.00000,140.00000,0.11111,0.00000,0.72222,0.44305,1.77778,1.04704,8.33333,3.77778,14.00000,7.22222,-13.66667,17.00000,-3.33333,14.00000,0.73447,-2.44232,0.00000,0.00000,0.96400,0.01000,0.02200,0.00000,0.00400
194.00000,72.00000,0.00000,0.00000,1.00000,0.40000,1.16667,1.14444,93.44444,79.22222,117.11111,84.00000,-42.66667,71.00000,-28.33333,117.11111,0.32342,-2.22578,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
86.00000,88.00000,0.11111,0.00000,2.05556,1.88518,1.72222,3.39629,21.14815,21.44445,26.33333,15.66667,0.88889,15.55555,-16.44445,26.33333,0.40512,-1.51256,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
71.00000,180.00000,0.11111,0.00000,1.22222,0.56296,3.00000,1.86666,22.33333,18.33333,21.44445,27.22222,-12.00000,-2.66667,14.66667,27.22222,0.32738,2.45383,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
127.00000,120.00000,0.11111,0.00000,1.66667,0.84444,3.22222,4.02963,23.66667,22.11111,30.44445,18.44445,-4.66667,20.33333,-15.66667,30.44445,0.39486,-1.76489,0.98600,0.00000,0.00800,0.00600,0.00000,0.00000,0.00000
140.00000,124.00000,0.00000,0.00000,1.00000,0.44444,1.11111,1.05185,2.51852,0.22222,6.11111,1.22222,-6.88889,10.77778,-3.88889,6.11111,0.97377,-2.26746,0.00000,0.00000,0.99800,0.00000,0.00200,0.00000,0.00000
48.00000,81.00000,0.00000,0.00000,0.61111,0.24074,0.88889,0.42963,112.92593,105.66666,128.88889,104.22222,-21.77778,47.88889,-26.11111,128.88889,0.19308,-2.03349,0.00000,0.99800,0.00000,0.00200,0.00000,0.00000,0.00000
14.00000,138.00000,0.00000,0.00000,0.50000,0.12222,0.50000,0.07778,4.96296,6.77778,5.44444,2.66667,5.44444,1.44444,-6.88889,6.77778,0.60384,-0.72289,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
97.00000,130.00000,0.00000,0.00000,0.72222,0.50741,1.05556,0.68519,5.85185,7.33333,6.88889,3.33333,4.44444,3.11111,-7.55556,7.66667,0.57011,-0.96305,0.99800,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000
110.00000,182.00000,0.00000,0.00000,2.38889,1.79402,2.55556,1.55873,46.37037,42.66667,56.33333,40.11111,-11.11111,29.88889,-18.77778,56.33333,0.28765,-1.93005,0.00000,0.00000,0.00000,0.00400,0.00000,0.99600,0.00000
245.00000,238.00000,0.11111,0.00000,1.66667,2.53859,2.33333,2.44040,8.92593,6.33333,6.55556,13.88889,-7.77778,-7.11111,14.88889,13.88889,0.59701,2.12606,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.99800
82.00000,138.00000,0.00000,0.00000,0.88889,0.51852,0.88889,0.38519,1.40741,0.00000,3.77778,0.44444,-4.22222,7.11111,-2.88889,3.77778,1.00000,-2.17396,0.00000,0.00000,0.95600,0.00000,0.04400,0.00000,0.00000
132.00000,84.00000,0.00000,0.00000,3.00000,1.22927,0.88889,0.45542,8.88889,7.33333,11.77778,7.55556,-4.66667,8.66667,-4.00000,11.77778,0.38048,-2.13694,0.02200,0.00000,0.11800,0.67000,0.18400,0.00000,0.00600
235.00000,196.00000,0.00000,0.00000,1.66667,1.33333,2.22222,1.14827,47.25926,41.77778,58.55556,41.44444,-16.44445,33.88889,-17.44445,58.55556,0.29424,-2.07462,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
147.00000,87.00000,0.00000,0.00000,6.83333,6.61899,1.55556,1.69531,43.33333,37.88889,54.88889,37.22222,-16.33333,34.66667,-18.33333,54.88889,0.31971,-2.05039,0.00000,0.00000,0.00000,0.99800,0.00000,0.00200,0.00000
4.00000,210.00000,0.00000,0.00000,4.72222,4.01894,5.72222,2.18497,49.74074,44.22222,62.22222,42.77778,-16.55555,37.44444,-20.88889,62.22222,0.31428,-2.01443,0.00000,0.00000,0.00000,0.00400,0.00000,0.99600,0.00000
98.00000,41.00000,0.00000,0.00000,1.72223,0.77407,1.11111,0.87407,137.14815,130.66667,147.22223,133.55556,-19.44445,30.22222,-10.77778,147.22223,0.11242,-2.26853,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
222.00000,114.00000,0.00000,0.00000,0.27778,0.06296,0.44444,0.07407,5.44444,6.11111,7.33333,2.88889,2.00000,5.66667,-7.66667,7.33333,0.60317,-1.31453,0.98400,0.00000,0.00000,0.00000,0.01600,0.00000,0.00000
122.00000,123.00000,0.00000,0.00000,0.61111,0.37407,0.50000,0.21111,1.18519,0.00000,3.33333,0.22222,-3.55556,6.44444,-2.88889,3.33333,1.00000,-2.14267,0.00000,0.00000,0.99800,0.00000,0.00200,0.00000,0.00000
129.00000,157.00000,0.00000,0.00000,2.44444,3.54074,2.22222,1.71852,23.14815,18.22222,32.00000,19.22222,-14.77778,26.55555,-11.77778,32.00000,0.43024,-2.16937,0.00000,0.00000,0.00400,0.96800,0.02200,0.00400,0.00200
140.00000,161.00000,0.00000,0.00000,0.27778,0.32773,0.77778,0.62063,15.74074,12.44444,14.33333,20.44445,-9.88889,-4.22222,14.11111,20.44445,0.39096,2.34513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
175.00000,188.00000,0.00000,0.00000,3.00000,2.57337,2.33333,1.29957,55.77778,49.66667,69.11111,48.55556,-18.33333,40.00000,-21.66667,69.11111,0.29629,-2.03967,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
192.00000,142.00000,0.11111,0.00000,0.50000,0.12222,1.50000,0.52222,4.66667,6.77778,4.88889,2.33333,6.33333,0.66667,-7.00000,6.77778,0.66204,-0.60486,0.97600,0.00000,0.00000,0.00200,0.02000,0.00000,0.00200
101.00000,72.00000,0.00000,0.00000,2.50000,4.74444,1.77778,6.29629,26.48148,23.55555,35.77778,20.11111,-8.77778,27.88889,-19.11111,35.77778,0.43690,-1.84616,0.98400,0.00000,0.00200,0.01000,0.00400,0.00000,0.00000
211.00000,107.00000,0.11111,0.00000,2.55556,2.25185,2.05556,2.81852,16.74074,11.77778,25.77778,12.66667,-14.88889,27.11111,-12.22222,25.77778,0.54717,-2.15946,0.00000,0.00000,0.02800,0.00800,0.96400,0.00000,0.00000
140.00000,125.00000,0.00000,0.00000,0.27778,0.06296,0.66667,0.31111,6.18518,7.33333,7.66667,3.55556,3.44444,4.44444,-7.88889,7.77778,0.54563,-1.12182,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
221.00000,107.00000,0.00000,0.00000,1.16667,0.21111,0.83333,0.34444,2.22222,0.33333,5.33333,1.00000,-5.66667,9.33333,-3.66667,5.33333,0.94709,-2.22635,0.00000,0.00000,0.99200,0.00000,0.00800,0.00000,0.00000
168.00000,13.00000,0.11111,0.00000,1.33333,0.44445,1.33333,0.40000,130.40741,119.66666,145.44444,126.11111,-32.22222,45.11111,-12.88889,145.44444,0.17719,-2.35524,0.00000,0.99800,0.00000,0.00200,0.00000,0.00000,0.00000
200.00000,250.00000,0.00000,0.00000,2.27778,1.42075,1.44444,1.02560,9.22222,6.55556,7.33333,13.77778,-8.00000,-5.66667,13.66667,13.77778,0.56339,2.19294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
23.00000,85.00000,0.00000,0.00000,1.44444,1.05185,1.77778,0.96296,17.96296,18.88889,21.88889,13.11111,2.77778,11.77778,-14.55555,21.88889,0.39975,-1.38687,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
65.00000,143.00000,0.00000,0.00000,0.33333,0.13333,0.44444,0.07407,5.03704,6.55556,5.88889,2.66667,4.55556,2.55556,-7.11111,6.66667,0.59524,-0.90742,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
108.00000,128.00000,0.00000,0.00000,7.05556,4.36866,1.66667,1.05409,53.25926,46.33333,67.11111,46.33333,-20.77778,41.55556,-20.77778,67.11111,0.31293,-2.09193,0.00000,0.00000,0.00200,0.99200,0.00000,0.00600,0.00000
17.00000,64.00000,0.00000,0.00000,1.44444,1.36296,1.66667,1.42222,18.88889,17.55555,25.11111,14.00000,-4.00000,18.66667,-14.66667,25.11111,0.44109,-1.75551,0.99200,0.00000,0.00400,0.00200,0.00200,0.00000,0.00000
