A1,A2,A3,A4,A5,A6,A7,A8,A9,L1,L2,L3,L4,L5,L6
1.51837,13.14000,2.84000,1.28000,72.85000,0.55000,9.07000,0.00000,0.00000,0.91000,0.05000,0.01000,0.00500,0.01000,0.01500
1.51778,13.21000,2.81000,1.29000,72.98000,0.51000,9.02000,0.00000,0.09000,0.91000,0.04500,0.03500,0.00000,0.00500,0.00500
1.51769,12.45000,2.71000,1.29000,73.70000,0.56000,9.06000,0.00000,0.24000,0.77000,0.20500,0.00000,0.00500,0.00500,0.01500
1.51215,12.99000,3.47000,1.12000,72.98000,0.62000,8.35000,0.00000,0.31000,0.79000,0.16500,0.03500,0.00500,0.00000,0.00500
1.51824,12.87000,3.48000,1.29000,72.95000,0.60000,8.43000,0.00000,0.00000,0.90000,0.10000,0.00000,0.00000,0.00000,0.00000
1.51754,13.48000,3.74000,1.17000,72.99000,0.59000,8.03000,0.00000,0.00000,0.87000,0.11000,0.02000,0.00000,0.00000,0.00000
1.51754,13.39000,3.66000,1.19000,72.79000,0.57000,8.27000,0.00000,0.11000,0.89000,0.08500,0.02500,0.00000,0.00000,0.00000
1.51905,13.60000,3.62000,1.11000,72.64000,0.14000,8.76000,0.00000,0.00000,0.81500,0.05500,0.12500,0.00000,0.00500,0.00000
1.51977,13.81000,3.58000,1.32000,71.72000,0.12000,8.67000,0.69000,0.00000,0.84500,0.03500,0.03500,0.01000,0.00500,0.07000
1.52172,13.51000,3.86000,0.88000,71.79000,0.23000,9.54000,0.00000,0.11000,0.93000,0.02500,0.04500,0.00000,0.00000,0.00000
1.52227,14.17000,3.81000,0.78000,71.35000,0.00000,9.69000,0.00000,0.00000,0.83000,0.00500,0.14000,0.00000,0.02500,0.00000
1.52172,13.48000,3.74000,0.90000,72.01000,0.18000,9.61000,0.00000,0.07000,0.97000,0.01000,0.02000,0.00000,0.00000,0.00000
1.52099,13.69000,3.59000,1.12000,71.96000,0.09000,9.40000,0.00000,0.00000,0.92500,0.01000,0.06500,0.00000,0.00000,0.00000
1.52152,13.05000,3.65000,0.87000,72.22000,0.19000,9.85000,0.00000,0.17000,0.98000,0.01500,0.00500,0.00000,0.00000,0.00000
1.52152,13.05000,3.65000,0.87000,72.32000,0.19000,9.85000,0.00000,0.17000,0.95000,0.04000,0.00500,0.00000,0.00000,0.00500
1.52152,13.12000,3.58000,0.90000,72.20000,0.23000,9.82000,0.00000,0.16000,0.97500,0.00000,0.02000,0.00000,0.00000,0.00500
1.52300,13.31000,3.58000,0.82000,71.99000,0.12000,10.17000,0.00000,0.03000,0.95000,0.03000,0.00500,0.01000,0.00000,0.00500
1.51574,14.86000,3.67000,1.74000,71.87000,0.16000,7.36000,0.00000,0.12000,0.06000,0.86500,0.02000,0.00500,0.03000,0.02000
1.51848,13.64000,3.87000,1.27000,71.96000,0.54000,8.32000,0.00000,0.32000,0.07500,0.87000,0.05500,0.00000,0.00000,0.00000
1.51593,13.09000,3.59000,1.52000,73.10000,0.67000,7.83000,0.00000,0.00000,0.03000,0.97000,0.00000,0.00000,0.00000,0.00000
1.51631,13.34000,3.57000,1.57000,72.87000,0.61000,7.89000,0.00000,0.00000,0.02000,0.98000,0.00000,0.00000,0.00000,0.00000
1.51596,13.02000,3.56000,1.54000,73.11000,0.72000,7.90000,0.00000,0.00000,0.03500,0.96500,0.00000,0.00000,0.00000,0.00000
1.51590,13.02000,3.58000,1.51000,73.12000,0.69000,7.96000,0.00000,0.00000,0.01000,0.99000,0.00000,0.00000,0.00000,0.00000
1.51645,13.44000,3.61000,1.54000,72.39000,0.66000,8.03000,0.00000,0.00000,0.01000,0.97000,0.02000,0.00000,0.00000,0.00000
1.51627,13.00000,3.58000,1.54000,72.83000,0.61000,8.04000,0.00000,0.00000,0.01500,0.98500,0.00000,0.00000,0.00000,0.00000
1.51613,13.92000,3.52000,1.25000,72.88000,0.37000,7.94000,0.00000,0.14000,0.11000,0.82500,0.06000,0.00500,0.00000,0.00000
1.51590,12.82000,3.52000,1.90000,72.86000,0.69000,7.97000,0.00000,0.00000,0.04500,0.95000,0.00000,0.00000,0.00000,0.00500
1.51592,12.86000,3.52000,2.12000,72.66000,0.69000,7.97000,0.00000,0.00000,0.01500,0.98500,0.00000,0.00000,0.00000,0.00000
1.51593,13.25000,3.45000,1.43000,73.17000,0.61000,7.86000,0.00000,0.00000,0.04000,0.94500,0.01500,0.00000,0.00000,0.00000
1.51646,13.41000,3.55000,1.25000,72.81000,0.68000,8.10000,0.00000,0.00000,0.08500,0.83000,0.08500,0.00000,0.00000,0.00000
1.51594,13.09000,3.52000,1.55000,72.87000,0.68000,8.05000,0.00000,0.09000,0.01500,0.98500,0.00000,0.00000,0.00000,0.00000
1.51409,14.25000,3.09000,2.08000,72.28000,1.10000,7.08000,0.00000,0.00000,0.04500,0.79000,0.01000,0.04000,0.03500,0.08000
1.51625,13.36000,3.58000,1.49000,72.72000,0.45000,8.21000,0.00000,0.00000,0.06000,0.93500,0.00500,0.00000,0.00000,0.00000
1.51569,13.24000,3.49000,1.47000,73.25000,0.38000,8.03000,0.00000,0.00000,0.09500,0.89500,0.00000,0.00500,0.00000,0.00500
1.51645,13.40000,3.49000,1.52000,72.65000,0.67000,8.08000,0.00000,0.10000,0.02000,0.98000,0.00000,0.00000,0.00000,0.00000
1.51618,13.01000,3.50000,1.48000,72.89000,0.60000,8.12000,0.00000,0.00000,0.02000,0.97500,0.00500,0.00000,0.00000,0.00000
1.51640,12.55000,3.48000,1.87000,73.23000,0.63000,8.08000,0.00000,0.09000,0.08000,0.89000,0.01000,0.01500,0.00000,0.00500
1.51841,12.93000,3.74000,1.11000,72.28000,0.64000,8.96000,0.00000,0.22000,0.10500,0.88500,0.01000,0.00000,0.00000,0.00000
1.51605,12.90000,3.44000,1.45000,73.06000,0.44000,8.27000,0.00000,0.00000,0.02500,0.96000,0.01000,0.00000,0.00500,0.00000
1.51588,13.12000,3.41000,1.58000,73.26000,0.07000,8.39000,0.00000,0.19000,0.12000,0.75000,0.10500,0.00000,0.01500,0.01000
1.51590,13.24000,3.34000,1.47000,73.10000,0.39000,8.22000,0.00000,0.00000,0.01500,0.95000,0.02500,0.00000,0.00500,0.00500
1.51629,12.71000,3.33000,1.49000,73.28000,0.67000,8.24000,0.00000,0.00000,0.08000,0.90000,0.01500,0.00500,0.00000,0.00000
1.51860,13.36000,3.43000,1.43000,72.26000,0.51000,8.60000,0.00000,0.00000,0.17000,0.68500,0.14000,0.00500,0.00000,0.00000
1.51841,13.02000,3.62000,1.06000,72.34000,0.64000,9.13000,0.00000,0.15000,0.18500,0.81000,0.00500,0.00000,0.00000,0.00000
1.51743,12.20000,3.25000,1.16000,73.55000,0.62000,8.90000,0.00000,0.24000,0.32000,0.65000,0.02000,0.00000,0.00000,0.01000
1.51689,12.67000,2.88000,1.71000,73.21000,0.73000,8.54000,0.00000,0.00000,0.05000,0.85000,0.08500,0.01500,0.00000,0.00000
1.51811,12.96000,2.96000,1.43000,72.92000,0.60000,8.79000,0.14000,0.00000,0.23500,0.73500,0.02000,0.00500,0.00000,0.00500
1.51655,12.75000,2.85000,1.44000,73.27000,0.57000,8.79000,0.11000,0.22000,0.07000,0.88000,0.04500,0.00500,0.00000,0.00000
1.51730,12.35000,2.72000,1.63000,72.87000,0.70000,9.23000,0.00000,0.00000,0.18500,0.69000,0.04000,0.04000,0.02500,0.02000
1.51820,12.62000,2.76000,0.83000,73.81000,0.35000,9.42000,0.00000,0.20000,0.20500,0.75000,0.04000,0.00500,0.00000,0.00000
1.52725,13.80000,3.15000,0.66000,70.57000,0.08000,11.64000,0.00000,0.00000,0.12000,0.83500,0.01000,0.01000,0.01000,0.01500
1.52410,13.83000,2.90000,1.17000,71.15000,0.08000,10.79000,0.00000,0.00000,0.14000,0.78500,0.00500,0.02000,0.02000,0.03000
1.52475,11.45000,0.00000,1.88000,72.19000,0.81000,13.24000,0.00000,0.34000,0.00000,0.77000,0.00000,0.21000,0.00500,0.01500
1.53125,10.73000,0.00000,2.10000,69.81000,0.58000,13.30000,3.15000,0.28000,0.00000,0.75500,0.00000,0.11000,0.00000,0.13500
1.53393,12.30000,0.00000,1.00000,70.16000,0.12000,16.19000,0.00000,0.24000,0.00500,0.96500,0.00500,0.02000,0.00000,0.00500
1.52222,14.43000,0.00000,1.00000,72.67000,0.10000,11.52000,0.00000,0.08000,0.01500,0.74000,0.00500,0.04500,0.17500,0.02000
1.51818,13.72000,0.00000,0.56000,74.45000,0.00000,10.99000,0.00000,0.00000,0.00500,0.70500,0.00500,0.03500,0.24500,0.00500
1.52664,11.23000,0.00000,0.77000,73.21000,0.00000,14.68000,0.00000,0.00000,0.00000,0.95000,0.00000,0.01000,0.04000,0.00000
1.52739,11.02000,0.00000,0.75000,73.08000,0.00000,14.96000,0.00000,0.00000,0.00000,0.95000,0.00000,0.01000,0.04000,0.00000
1.52777,12.64000,0.00000,0.67000,72.02000,0.06000,14.40000,0.00000,0.00000,0.01500,0.94500,0.00500,0.03500,0.00000,0.00000
1.51892,13.46000,3.83000,1.26000,72.55000,0.57000,8.21000,0.00000,0.14000,0.12000,0.87500,0.00500,0.00000,0.00000,0.00000
1.51847,13.10000,3.97000,1.19000,72.44000,0.60000,8.43000,0.00000,0.00000,0.11500,0.88500,0.00000,0.00000,0.00000,0.00000
1.51846,13.41000,3.89000,1.33000,72.38000,0.51000,8.28000,0.00000,0.00000,0.09000,0.90000,0.01000,0.00000,0.00000,0.00000
1.51829,13.24000,3.90000,1.41000,72.33000,0.55000,8.31000,0.00000,0.10000,0.04500,0.93500,0.02000,0.00000,0.00000,0.00000
1.51708,13.72000,3.68000,1.81000,72.06000,0.64000,7.88000,0.00000,0.00000,0.01000,0.92000,0.03500,0.01000,0.00000,0.02500
1.51673,13.30000,3.64000,1.53000,72.53000,0.65000,8.03000,0.00000,0.29000,0.09000,0.90500,0.00500,0.00000,0.00000,0.00000
1.51652,13.56000,3.57000,1.47000,72.45000,0.64000,7.96000,0.00000,0.00000,0.03500,0.94500,0.02000,0.00000,0.00000,0.00000
1.51844,13.25000,3.76000,1.32000,72.40000,0.58000,8.42000,0.00000,0.00000,0.19500,0.79500,0.01000,0.00000,0.00000,0.00000
1.51663,12.93000,3.54000,1.62000,72.96000,0.64000,8.03000,0.00000,0.21000,0.09500,0.90500,0.00000,0.00000,0.00000,0.00000
1.51687,13.23000,3.54000,1.48000,72.84000,0.56000,8.10000,0.00000,0.00000,0.05000,0.94500,0.00500,0.00000,0.00000,0.00000
1.51707,13.48000,3.48000,1.71000,72.52000,0.62000,7.99000,0.00000,0.00000,0.02000,0.95500,0.02500,0.00000,0.00000,0.00000
1.52177,13.20000,3.68000,1.15000,72.75000,0.54000,8.52000,0.00000,0.00000,0.27500,0.68000,0.03000,0.00000,0.00000,0.01500
1.51872,12.93000,3.66000,1.56000,72.51000,0.58000,8.55000,0.00000,0.12000,0.12500,0.81000,0.05000,0.01500,0.00000,0.00000
1.51667,12.94000,3.61000,1.26000,72.75000,0.56000,8.60000,0.00000,0.00000,0.08500,0.67000,0.24500,0.00000,0.00000,0.00000
1.52081,13.78000,2.28000,1.43000,71.99000,0.49000,9.85000,0.00000,0.17000,0.02000,0.86000,0.01000,0.02500,0.05500,0.03000
1.52068,13.55000,2.09000,1.67000,72.18000,0.53000,9.57000,0.27000,0.17000,0.01500,0.76000,0.00500,0.15500,0.02000,0.04500
1.52020,13.98000,1.35000,1.63000,71.76000,0.39000,10.56000,0.00000,0.18000,0.00000,0.75500,0.00000,0.13500,0.08000,0.03000
1.52177,13.75000,1.01000,1.36000,72.19000,0.33000,11.14000,0.00000,0.00000,0.03000,0.78000,0.00500,0.13500,0.02000,0.03000
1.52614,13.70000,0.00000,1.36000,71.24000,0.19000,13.44000,0.00000,0.10000,0.01000,0.92500,0.00500,0.04000,0.01000,0.01000
1.51813,13.43000,3.98000,1.18000,72.49000,0.58000,8.15000,0.00000,0.00000,0.07500,0.91500,0.01000,0.00000,0.00000,0.00000
1.51800,13.71000,3.93000,1.54000,71.81000,0.54000,8.21000,0.00000,0.15000,0.05500,0.85500,0.09000,0.00000,0.00000,0.00000
1.51811,13.33000,3.85000,1.25000,72.78000,0.52000,8.12000,0.00000,0.00000,0.14500,0.83000,0.02500,0.00000,0.00000,0.00000
1.51789,13.19000,3.90000,1.30000,72.33000,0.55000,8.44000,0.00000,0.28000,0.14500,0.84500,0.01000,0.00000,0.00000,0.00000
1.51806,13.00000,3.80000,1.08000,73.07000,0.56000,8.38000,0.00000,0.12000,0.22000,0.77500,0.00500,0.00000,0.00000,0.00000
1.51711,12.89000,3.62000,1.57000,72.96000,0.61000,8.11000,0.00000,0.00000,0.03500,0.96500,0.00000,0.00000,0.00000,0.00000
1.51674,12.79000,3.52000,1.54000,73.36000,0.66000,7.90000,0.00000,0.00000,0.09000,0.90500,0.00000,0.00500,0.00000,0.00000
1.51674,12.87000,3.56000,1.64000,73.14000,0.65000,7.99000,0.00000,0.00000,0.03500,0.96500,0.00000,0.00000,0.00000,0.00000
1.51690,13.33000,3.54000,1.61000,72.54000,0.68000,8.11000,0.00000,0.00000,0.02500,0.97500,0.00000,0.00000,0.00000,0.00000
1.51851,13.20000,3.63000,1.07000,72.83000,0.57000,8.41000,0.09000,0.17000,0.13500,0.86500,0.00000,0.00000,0.00000,0.00000
1.51662,12.85000,3.51000,1.44000,73.01000,0.68000,8.23000,0.06000,0.25000,0.15000,0.84500,0.00500,0.00000,0.00000,0.00000
1.51709,13.00000,3.47000,1.79000,72.72000,0.66000,8.18000,0.00000,0.00000,0.01000,0.96500,0.00500,0.01000,0.00500,0.00500
1.51660,12.99000,3.18000,1.23000,72.97000,0.58000,8.81000,0.00000,0.24000,0.18500,0.71000,0.08000,0.00000,0.00000,0.02500
1.51839,12.85000,3.67000,1.24000,72.57000,0.62000,8.68000,0.00000,0.35000,0.18000,0.78500,0.03000,0.00000,0.00000,0.00500
1.51769,13.65000,3.66000,1.11000,72.77000,0.11000,8.60000,0.00000,0.00000,0.20500,0.04000,0.75000,0.00000,0.00500,0.00000
1.51610,13.33000,3.53000,1.34000,72.67000,0.56000,8.33000,0.00000,0.00000,0.06500,0.06000,0.87500,0.00000,0.00000,0.00000
1.51670,13.24000,3.57000,1.38000,72.70000,0.56000,8.44000,0.00000,0.10000,0.09000,0.07000,0.84000,0.00000,0.00000,0.00000
1.51643,12.16000,3.52000,1.35000,72.89000,0.57000,8.53000,0.00000,0.00000,0.15000,0.09500,0.75500,0.00000,0.00000,0.00000
1.51665,13.14000,3.45000,1.76000,72.48000,0.60000,8.38000,0.00000,0.17000,0.02500,0.28000,0.69500,0.00000,0.00000,0.00000
1.52127,14.32000,3.90000,0.83000,71.50000,0.00000,9.49000,0.00000,0.00000,0.29000,0.01000,0.67000,0.00000,0.03000,0.00000
1.51779,13.64000,3.65000,0.65000,73.00000,0.06000,8.93000,0.00000,0.00000,0.16500,0.02500,0.81000,0.00000,0.00000,0.00000
1.51610,13.42000,3.40000,1.22000,72.69000,0.59000,8.32000,0.00000,0.00000,0.09500,0.14000,0.76500,0.00000,0.00000,0.00000
1.51694,12.86000,3.58000,1.31000,72.61000,0.61000,8.79000,0.00000,0.00000,0.15500,0.14500,0.70000,0.00000,0.00000,0.00000
1.51646,13.04000,3.40000,1.26000,73.01000,0.52000,8.58000,0.00000,0.00000,0.12000,0.12500,0.75500,0.00000,0.00000,0.00000
1.51655,13.41000,3.39000,1.28000,72.64000,0.52000,8.65000,0.00000,0.00000,0.03500,0.01500,0.95000,0.00000,0.00000,0.00000
1.52121,14.03000,3.76000,0.58000,71.79000,0.11000,9.65000,0.00000,0.00000,0.36500,0.00000,0.63500,0.00000,0.00000,0.00000
1.51776,13.53000,3.41000,1.52000,72.04000,0.58000,8.79000,0.00000,0.00000,0.10000,0.07500,0.82500,0.00000,0.00000,0.00000
1.51796,13.50000,3.36000,1.63000,71.94000,0.57000,8.81000,0.00000,0.09000,0.06500,0.06000,0.87500,0.00000,0.00000,0.00000
1.51832,13.33000,3.34000,1.54000,72.14000,0.56000,8.99000,0.00000,0.00000,0.10000,0.15000,0.74000,0.00000,0.00000,0.01000
1.51934,13.64000,3.54000,0.75000,72.65000,0.16000,8.89000,0.15000,0.24000,0.22500,0.08000,0.68500,0.00000,0.01000,0.00000
1.52211,14.19000,3.78000,0.91000,71.36000,0.23000,9.14000,0.00000,0.37000,0.28500,0.06500,0.64000,0.00000,0.00500,0.00500
1.51514,14.01000,2.68000,3.50000,69.89000,1.68000,5.87000,2.20000,0.00000,0.01000,0.08500,0.00500,0.66000,0.00000,0.24000
1.51915,12.73000,1.85000,1.86000,72.69000,0.60000,10.09000,0.00000,0.00000,0.01500,0.05500,0.00000,0.87000,0.03000,0.03000
1.52171,11.56000,1.88000,1.56000,72.86000,0.47000,11.41000,0.00000,0.00000,0.00000,0.05500,0.00000,0.93000,0.00500,0.01000
1.52151,11.03000,1.71000,1.56000,73.44000,0.58000,11.62000,0.00000,0.00000,0.00000,0.06500,0.00000,0.92000,0.00500,0.01000
1.51969,12.64000,0.00000,1.65000,73.75000,0.38000,11.53000,0.00000,0.00000,0.00000,0.02500,0.00000,0.97000,0.00000,0.00500
1.51666,12.86000,0.00000,1.83000,73.88000,0.97000,10.17000,0.00000,0.00000,0.00000,0.08500,0.00500,0.83500,0.01000,0.06500
1.51994,13.27000,0.00000,1.76000,73.03000,0.47000,11.32000,0.00000,0.00000,0.00000,0.03000,0.00000,0.95500,0.01000,0.00500
1.52369,13.44000,0.00000,1.58000,72.22000,0.32000,12.24000,0.00000,0.00000,0.00000,0.15500,0.00000,0.82000,0.00500,0.02000
1.51316,13.02000,0.00000,3.04000,70.48000,6.21000,6.96000,0.00000,0.00000,0.00000,0.05500,0.00000,0.89500,0.01000,0.04000
1.51321,13.00000,0.00000,3.02000,70.70000,6.21000,6.93000,0.00000,0.00000,0.00000,0.05500,0.00000,0.90000,0.01000,0.03500
1.52043,13.38000,0.00000,1.40000,72.25000,0.33000,12.50000,0.00000,0.00000,0.02000,0.18500,0.00500,0.78000,0.00500,0.00500
1.52058,12.85000,1.61000,2.17000,72.18000,0.76000,9.70000,0.24000,0.51000,0.01000,0.20500,0.00000,0.72500,0.00000,0.06000
1.52119,12.97000,0.33000,1.51000,73.39000,0.13000,11.27000,0.00000,0.28000,0.00500,0.17500,0.01000,0.74500,0.05500,0.01000
1.51905,14.00000,2.39000,1.56000,72.37000,0.00000,9.57000,0.00000,0.00000,0.02000,0.06000,0.02000,0.03000,0.86000,0.01000
1.51937,13.79000,2.41000,1.19000,72.76000,0.00000,9.77000,0.00000,0.00000,0.05500,0.17000,0.02000,0.01500,0.73500,0.00500
1.51829,14.46000,2.24000,1.62000,72.38000,0.00000,9.26000,0.00000,0.00000,0.01000,0.04000,0.00500,0.00000,0.93000,0.01500
1.51852,14.09000,2.19000,1.66000,72.67000,0.00000,9.32000,0.00000,0.00000,0.01500,0.02000,0.00500,0.00000,0.96000,0.00000
1.51299,14.40000,1.74000,1.54000,74.55000,0.00000,7.59000,0.00000,0.00000,0.02500,0.04500,0.00000,0.02500,0.86000,0.04500
1.51888,14.99000,0.78000,1.74000,72.50000,0.00000,9.95000,0.00000,0.00000,0.00000,0.02000,0.00000,0.01500,0.93000,0.03500
1.51916,14.15000,0.00000,2.09000,72.74000,0.00000,10.88000,0.00000,0.00000,0.00000,0.05000,0.00000,0.05500,0.81000,0.08500
1.51969,14.56000,0.00000,0.56000,73.48000,0.00000,11.22000,0.00000,0.00000,0.00500,0.14000,0.00000,0.01000,0.84000,0.00500
1.51115,17.38000,0.00000,0.34000,75.41000,0.00000,6.65000,0.00000,0.00000,0.04000,0.05000,0.00000,0.00500,0.85500,0.05000
