A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
0.65978,0.05956,0.66131,0.08751,0.65753,0.05661,0.65596,0.11951,0.64518,0.00953,0.58604,-0.13925,0.47319,-0.24840,0.28837,-0.28845,0.07982,-0.24999,-0.15641,-0.17570,-0.29357,-0.07490,-0.39351,0.10164,-0.37500,0.07653,-0.39702,0.55493,-0.40085,0.61690,-0.40740,0.51189,-0.44445,0.10322,-0.32009,-0.23078,-0.04391,-0.37332,0.24267,-0.28339,0.47228,-0.48367,0.62719,-0.19463,0.70171,0.06711,0.78156,0.17834,0.80997,0.13560,0.80689,0.10383,0.78133,0.24517,0.71298,-0.09433,0.56264,-0.33954,0.37882,-0.39507,0.08133,-0.36615,-0.17899,-0.21867,-0.40515,-0.09549,-0.55397,0.03082,-0.57871,0.20462,-0.60909,0.41357,-0.55890,0.51806,-0.55231,0.42931,-0.55974,0.43916,-0.59579,0.62310,-0.62661,0.46626,-0.57112,0.22289,-0.37270,0.06705,-0.12870,-0.06167,0.05836,-0.08707,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.77471,0.21004,0.78031,0.19999,0.78539,0.18868,0.77982,0.16983,0.75577,0.11113,0.72094,0.02532,0.62704,-0.06369,0.44186,-0.24999,0.29577,-0.12180,0.13745,-0.11820,-0.03581,-0.07490,-0.16203,-0.00329,-0.17672,-0.02552,-0.21443,0.35775,-0.25431,0.47043,-0.31155,0.58929,-0.35184,0.60643,-0.42432,0.44482,-0.36950,0.24666,-0.22133,0.02931,0.05012,-0.03267,0.30477,-0.06712,0.47676,-0.06041,0.62621,-0.11465,0.76247,-0.05650,0.82988,0.03825,0.85877,0.31613,0.86789,0.30188,0.83143,0.22741,0.77882,0.09877,0.63635,-0.05232,0.45585,-0.03206,0.27402,0.07304,0.07912,0.06441,-0.09259,0.06628,-0.25001,0.08024,-0.28479,0.14459,-0.34308,0.11517,-0.41719,0.23280,-0.48632,0.53801,-0.55365,0.61963,-0.50744,0.56024,-0.35642,0.42275,-0.20395,0.11527,0.01557,0.03430,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.52642,-0.56112,-0.50114,-0.57499,-0.48858,-0.59748,-0.44955,-0.63522,-0.35945,-0.70158,-0.20930,-0.75950,0.02563,-0.77071,0.29303,-0.69871,0.52582,-0.51924,0.71090,-0.22682,0.83293,0.08796,0.86113,0.37704,0.87501,0.23470,0.86837,0.58309,0.87070,0.60001,0.84312,0.54761,0.80093,0.29032,0.62781,-0.04347,0.43154,-0.32001,0.18400,-0.51791,-0.04485,-0.69280,-0.24937,-0.79195,-0.48167,-0.70470,-0.66990,-0.54777,-0.72447,-0.51977,-0.69195,-0.53552,-0.66286,-0.49032,-0.57632,-0.55344,-0.41686,-0.66977,-0.18117,-0.72840,0.10525,-0.73538,0.43199,-0.48104,0.66745,-0.17978,0.84173,0.07562,0.89813,0.26801,0.86363,0.35184,0.85010,0.31929,0.78662,0.11517,0.69812,-0.05291,0.54946,-0.16110,0.35622,-0.39878,0.17621,-0.54217,-0.01019,-0.61516,-0.20395,-0.59786,-0.38132,-0.50924,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.71953,-0.69280,-0.69336,-0.71877,-0.67579,-0.69184,-0.59175,-0.73583,-0.41935,-0.74601,-0.19069,-0.69620,0.03028,-0.56687,0.17674,-0.33334,0.26290,-0.04487,0.29384,0.21407,0.30309,0.43975,0.32407,0.56066,0.36638,0.31632,0.37580,0.56620,0.34053,0.40844,0.24618,0.14881,0.12038,-0.25163,-0.13649,-0.61204,-0.39534,-0.82000,-0.67998,-0.91532,-0.87862,-0.95423,-0.94963,-0.92615,-1.00000,-0.79194,-1.00000,-0.80255,-0.92874,-0.84746,-0.81610,-0.92349,-0.69475,-0.93548,-0.57632,-0.91822,-0.37130,-0.91277,-0.12942,-0.80245,0.09090,-0.62460,0.27447,-0.27114,0.37706,0.03372,0.44844,0.23249,0.47685,0.36599,0.42272,0.41357,0.39185,0.27710,0.35565,0.03664,0.28303,-0.11110,0.12422,-0.22796,-0.10300,-0.43559,-0.34608,-0.50602,-0.53157,-0.51604,-0.64753,-0.53351,-0.71984,-0.51980,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.74252,-0.57994,-0.73913,-0.58749,-0.73516,-0.57862,-0.74770,-0.57860,-0.72812,-0.61268,-0.57209,-0.64557,-0.33800,-0.67517,-0.12557,-0.59614,0.04695,-0.42306,0.20853,-0.18210,0.32698,0.11402,0.43056,0.37050,0.49138,0.25511,0.51593,0.58874,0.52155,0.63379,0.50762,0.60120,0.50464,0.39999,0.37469,0.01672,0.18864,-0.34000,-0.07734,-0.54397,-0.35093,-0.66666,-0.60705,-0.71140,-0.75549,-0.61073,-0.82039,-0.56687,-0.86223,-0.59887,-0.82528,-0.61201,-0.79954,-0.54838,-0.75855,-0.54086,-0.67653,-0.58254,-0.51531,-0.61728,-0.25838,-0.63077,0.03102,-0.43441,0.26932,-0.17415,0.42446,0.03641,0.52776,0.23920,0.57272,0.41357,0.60170,0.39156,0.59414,0.26701,0.57233,0.28041,0.51999,0.34346,0.40772,0.11657,0.29936,-0.10842,0.17311,-0.30611,-0.03366,-0.44771,-0.26460,-0.46702,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.69655,-0.46082,-0.68421,-0.46875,-0.67579,-0.46541,-0.66055,-0.47168,-0.57142,-0.52381,-0.43255,-0.56330,-0.23545,-0.54777,-0.05581,-0.42949,0.07043,-0.19870,0.18483,0.08626,0.28878,0.35507,0.38427,0.54098,0.44828,0.34693,0.46072,0.67324,0.44398,0.64505,0.38997,0.44642,0.30557,0.12256,0.08189,-0.17056,-0.16794,-0.37332,-0.42934,-0.45278,-0.64116,-0.41830,-0.80857,-0.36241,-0.86797,-0.30201,-0.87379,-0.27388,-0.85749,-0.34463,-0.80690,-0.36065,-0.78588,-0.29679,-0.71754,-0.35220,-0.58997,-0.42678,-0.41176,-0.48147,-0.21054,-0.50154,0.02147,-0.28280,0.20375,-0.00562,0.35250,0.25490,0.48147,0.45822,0.49999,0.56789,0.49465,0.47590,0.46444,0.23559,0.39622,0.09523,0.28841,0.01519,0.09872,-0.20247,-0.08706,-0.33733,-0.25866,-0.39941,-0.42179,-0.34049,-0.55253,-0.20317,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.63218,-0.54232,-0.62472,-0.55002,-0.63013,-0.54088,-0.60550,-0.57860,-0.53456,-0.62538,-0.42324,-0.67089,-0.26808,-0.66879,-0.12557,-0.59614,0.01409,-0.49360,0.15166,-0.31628,0.26968,-0.08793,0.37965,0.17376,0.46983,0.16838,0.50318,0.59436,0.51293,0.63943,0.50325,0.60714,0.50002,0.49032,0.38958,0.26421,0.25581,-0.01332,0.07734,-0.26386,-0.10817,-0.47712,-0.33503,-0.61744,-0.57458,-0.61073,-0.75242,-0.55413,-0.80523,-0.57627,-0.78850,-0.57376,-0.78588,-0.47742,-0.76310,-0.50943,-0.74488,-0.53893,-0.69413,-0.53085,-0.59809,-0.56923,-0.38902,-0.46940,-0.16627,-0.37641,0.05036,-0.27731,0.25461,-0.10087,0.40454,0.08643,0.54174,0.20481,0.56905,0.12564,0.54718,0.16403,0.49473,0.40426,0.40343,0.31288,0.27813,0.09639,0.15683,-0.13701,-0.00198,-0.31904,-0.19067,-0.38258,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.61839,-0.61128,-0.59725,-0.60626,-0.59817,-0.61006,-0.59632,-0.62891,-0.48386,-0.66348,-0.31162,-0.70255,-0.08625,-0.65605,0.13490,-0.48077,0.31455,-0.25641,0.41707,0.06070,0.48927,0.31598,0.55557,0.48197,0.56897,0.33673,0.57538,0.65632,0.57760,0.65070,0.58169,0.52380,0.56945,0.38065,0.45410,0.09699,0.27649,-0.20000,0.02399,-0.43322,-0.25067,-0.58822,-0.49623,-0.63086,-0.70172,-0.55704,-0.79612,-0.53503,-0.79572,-0.55933,-0.76093,-0.58469,-0.74487,-0.49032,-0.68565,-0.53459,-0.59909,-0.58254,-0.42587,-0.62963,-0.17705,-0.63691,0.12650,-0.43441,0.39110,-0.16854,0.60671,0.09803,0.71759,0.32565,0.72726,0.45677,0.71305,0.37951,0.68201,0.23559,0.64781,0.25925,0.56211,0.34346,0.43776,0.12882,0.28661,-0.12651,0.12832,-0.32362,-0.04950,-0.45309,-0.24903,-0.48813,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.42990,0.56740,0.39588,0.54375,0.35160,0.52200,0.29816,0.49687,0.17973,0.42858,0.01861,0.36709,-0.17483,0.36942,-0.36743,0.42949,-0.47888,0.44871,-0.56871,0.52077,-0.65633,0.64821,-0.61574,0.67868,-0.46552,0.35204,-0.37155,0.61127,-0.31896,0.55493,-0.24620,0.48808,-0.14351,0.36774,-0.08189,0.31103,0.01810,0.31333,0.12535,0.37460,0.26120,0.43137,0.40049,0.50335,0.49632,0.52349,0.54853,0.61783,0.53443,0.45199,0.52643,0.33333,0.48976,0.49032,0.41229,0.40879,0.27561,0.34579,0.12940,0.33333,-0.06219,0.36001,-0.22674,0.47520,-0.35832,0.56181,-0.44844,0.59104,-0.47684,0.62537,-0.52728,0.66667,-0.45182,0.57229,-0.39331,0.34553,-0.35010,0.32805,-0.30948,0.45896,-0.24463,0.37424,-0.11678,0.34939,0.05499,0.35860,0.20396,0.37802,0.28793,0.41424,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.14943,0.73668,0.15331,0.73124,0.15068,0.74213,0.14678,0.74843,0.14747,0.76508,0.12093,0.74050,0.06760,0.71337,-0.00931,0.67307,-0.10797,0.60256,-0.19904,0.53993,-0.27923,0.53096,-0.31019,0.50820,-0.27156,0.26020,-0.35032,0.61127,-0.49137,0.66759,-0.50328,0.61904,-0.43980,0.49032,-0.41936,0.38460,-0.35916,0.38000,-0.25866,0.44625,-0.06068,0.45752,0.13350,0.51008,0.28116,0.58389,0.37378,0.64969,0.38716,0.47459,0.38390,0.38251,0.34853,0.58709,0.29384,0.48427,0.17994,0.42056,0.03529,0.41357,-0.15790,0.44000,-0.31264,0.50437,-0.43324,0.53934,-0.54437,0.59104,-0.58797,0.64842,-0.60455,0.75925,-0.47753,0.59036,-0.42260,0.34553,-0.36688,0.28041,-0.32632,0.46505,-0.33476,0.49080,-0.26115,0.52409,-0.14461,0.51603,-0.04950,0.47989,0.02724,0.45646,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.03448,0.42320,-0.02517,0.41251,-0.02739,0.42767,-0.04128,0.42139,-0.08756,0.39682,-0.17210,0.37341,-0.28206,0.35668,-0.44186,0.36538,-0.61502,0.39103,-0.76777,0.34187,-0.86634,0.40066,-0.95833,0.61310,-0.80173,0.33163,-0.69003,0.53239,-0.64224,0.44225,-0.56863,0.35118,-0.47221,0.16128,-0.39455,-0.03010,-0.25063,-0.14666,-0.09866,-0.17264,0.11347,-0.18299,0.33501,-0.10066,0.46700,0.13423,0.49515,0.14651,0.47742,-0.01130,0.42529,-0.13662,0.32119,-0.07741,0.19362,-0.13207,0.01594,-0.11525,-0.14353,-0.01851,-0.31580,0.10153,-0.43198,0.31777,-0.52693,0.50002,-0.64509,0.59663,-0.63888,0.59656,-0.60455,0.54320,-0.46896,0.37951,-0.36820,0.12564,-0.29560,0.00000,-0.23368,0.04561,-0.17598,-0.01841,-0.04034,-0.03012,0.12017,-0.00874,0.23566,0.05630,0.30350,0.25067,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.26436,0.36678,0.27689,0.35624,0.27854,0.35849,0.24312,0.32706,0.09677,0.25079,-0.07907,0.20252,-0.22612,0.20382,-0.37210,0.26281,-0.51174,0.33334,-0.62085,0.42493,-0.70882,0.51141,-0.69906,0.54755,-0.59914,0.33163,-0.52867,0.61127,-0.49137,0.58309,-0.45099,0.48808,-0.42592,0.35484,-0.44418,0.22408,-0.42633,0.15334,-0.38134,0.10749,-0.22429,0.03922,-0.01259,-0.03354,0.16871,-0.04026,0.29126,-0.04459,0.42042,-0.02824,0.51264,0.09290,0.56720,0.35484,0.56264,0.30818,0.53529,0.30218,0.46823,0.22221,0.30621,0.12614,0.14081,0.17200,-0.01170,0.22473,-0.16068,0.26611,-0.25001,0.30260,-0.35000,0.35184,-0.35332,0.36145,-0.38074,0.29320,-0.42558,0.38094,-0.46527,0.58055,-0.50215,0.55827,-0.45648,0.53013,-0.35642,0.47522,-0.25940,0.32439,-0.15174,0.22427,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.18162,0.56114,0.18993,0.56249,0.18722,0.55974,0.18349,0.56604,0.17973,0.57461,0.10232,0.48734,-0.02566,0.31848,-0.22791,0.19870,-0.46009,0.13462,-0.69196,0.13738,-0.89021,0.17264,-1.00000,0.34427,-1.00000,0.35714,-1.00000,0.74647,-1.00000,0.72958,-1.00000,0.61904,-1.00000,0.30966,-0.99505,-0.05685,-0.89663,-0.28001,-0.75465,-0.23780,-0.49340,-0.23528,-0.15365,-0.19463,0.08558,-0.02014,0.26699,0.11465,0.39193,0.28249,0.42068,0.28961,0.40320,0.50323,0.38040,0.37105,0.29839,0.12150,0.16234,0.01235,-0.08134,-0.12614,-0.30309,-0.05539,-0.48477,0.05620,-0.66907,0.18208,-0.79631,0.30260,-0.96364,0.37653,-1.00000,0.47590,-1.00000,0.36125,-1.00000,0.33333,-1.00000,0.43464,-0.98712,0.31288,-0.86411,0.06024,-0.63341,-0.16034,-0.41386,-0.22252,-0.19067,-0.17677,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.25519,0.50470,0.26317,0.49999,0.26029,0.51572,0.25229,0.52203,0.23963,0.50475,0.19069,0.45571,0.10488,0.33120,-0.04651,0.21153,-0.23943,0.13462,-0.45024,0.13738,-0.63723,0.22477,-0.74073,0.31804,-0.75431,0.20918,-0.87686,0.71267,-0.92241,0.88169,-0.89978,0.79760,-0.89815,0.60643,-0.91564,0.33778,-0.81393,0.11334,-0.66934,-0.04887,-0.46175,-0.18299,-0.15365,-0.18121,0.11979,-0.05368,0.32037,0.08281,0.44417,0.28249,0.48046,0.32240,0.45787,0.53550,0.41229,0.44025,0.33940,0.31464,0.25177,0.20987,0.09090,0.11383,-0.04057,0.20699,-0.17097,0.26967,-0.30936,0.24929,-0.38888,0.23343,-0.50454,0.24075,-0.52035,0.24096,-0.56485,0.22512,-0.64361,0.34921,-0.71369,0.63525,-0.76396,0.63802,-0.71125,0.56628,-0.56008,0.39358,-0.43761,0.15817,-0.33074,0.05541,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.48046,-0.29780,0.46911,-0.29376,0.47488,-0.28932,0.49083,-0.28301,0.49770,-0.27619,0.45583,-0.27848,0.30069,-0.30574,0.09768,-0.32052,-0.07982,-0.34616,-0.22749,-0.33547,-0.35561,-0.31595,-0.40739,-0.29180,-0.35776,-0.33164,-0.31634,-0.06479,-0.28016,-0.07043,-0.20261,-0.14881,-0.07869,-0.28388,0.02234,-0.35116,0.17315,-0.35998,0.33333,-0.32898,0.53034,-0.32679,0.70277,-0.33557,0.82394,-0.31543,0.88834,-0.31848,0.85273,-0.38419,0.74252,-0.40984,0.58086,-0.31613,0.39863,-0.34589,0.17540,-0.33954,-0.02118,-0.29629,-0.21531,-0.26154,-0.35084,-0.13703,-0.43794,-0.03933,-0.49161,-0.01962,-0.45370,-0.05476,-0.41364,-0.14816,-0.26338,-0.24096,-0.12970,-0.31938,-0.00628,-0.31218,0.09474,-0.19148,0.17167,-0.16566,0.29087,-0.10842,0.42159,-0.06706,0.51287,-0.07775,0.57198,-0.07125,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
