A1,A2,A3,A4,A5,A6,A7,A8,A9,L1,L2,L3,L4,L5,L6
294.47485,0.20665,0.46775,194.87104,5541.25613,28.43550,36.76580,191.80489,445.51330,1,3,2,3,3,3
500.00000,0.19268,0.19478,144.68858,3055.01296,21.11440,96.56337,107.75110,542.89709,1,2,2,2,2,2
211.00000,0.05393,0.09425,30.75344,151.98458,4.94203,14.26837,27.24312,217.13070,2,1,2,2,2,2
196.85671,0.02007,0.09076,28.59313,82.05889,2.86988,7.96878,27.66152,200.74934,2,1,2,2,2,2
245.00000,0.18902,0.08168,62.90296,1235.98336,19.64905,42.15202,46.69036,292.37624,2,1,2,3,3,3
352.65645,0.12200,0.09076,68.52785,1066.15785,15.55802,43.69193,52.79282,382.73319,2,1,2,2,2,2
243.29398,0.03997,0.06702,68.54478,383.92845,5.60113,9.99135,67.81666,263.64076,2,1,2,2,2,2
259.88515,0.07069,0.00698,58.24381,465.08727,7.98518,17.50684,56.34024,267.51745,2,1,2,2,2,2
250.00000,0.06807,-0.01536,57.17243,652.90135,11.41986,17.77698,55.79127,278.30862,2,1,2,2,2,2
200.00000,0.03770,0.11729,42.31668,220.81091,5.21806,10.67576,40.94788,218.03431,2,1,2,2,2,2
355.00000,0.06405,0.08447,89.55846,1033.85425,11.54390,27.56266,86.57656,372.03996,3,1,2,3,3,3
272.00000,0.09146,0.00489,63.78938,718.94631,11.27063,20.08556,60.69073,286.92022,3,1,2,3,3,3
341.62001,0.09198,0.07400,85.04303,1370.83807,16.11935,29.02897,79.93520,385.13346,2,1,2,2,2,2
160.32245,0.17698,0.16336,37.21712,341.88146,9.18613,30.88916,20.75991,187.56652,3,1,2,2,3,3
301.30440,0.10978,0.03560,64.61620,942.77319,14.59035,29.04568,57.72003,335.76846,2,1,2,2,2,2
155.00000,0.17279,0.11868,38.94017,415.11160,10.66024,25.83650,29.13438,184.81704,3,1,2,2,3,3
144.00000,0.12060,0.04608,19.64767,70.42624,3.58446,18.13101,7.56949,160.37377,3,1,3,2,3,3
178.00000,0.17087,0.21293,41.54217,489.44052,11.78178,35.74780,21.16239,215.90593,2,2,1,2,2,2
195.00000,0.13910,0.20525,37.46220,328.38405,8.76574,35.02383,13.29465,232.58763,3,3,1,2,3,3
435.09317,0.07697,0.16127,123.59754,1342.27765,10.86007,37.38472,117.80804,433.20232,2,2,1,2,2,2
250.00000,0.04712,0.01396,70.90704,224.14579,3.16112,9.10218,70.32040,232.27763,3,2,1,3,3,3
339.50855,0.04538,0.03002,88.62981,331.08039,3.73554,19.82558,87.62118,307.79319,2,2,1,2,2,2
236.00000,0.12462,0.20176,48.45113,236.88011,4.88905,36.00662,32.41967,244.96515,2,2,1,2,2,2
481.46715,0.07854,0.01606,79.05916,1154.33824,14.60094,33.92913,71.40844,501.89336,2,2,1,2,2,2
252.00000,0.10612,0.03142,38.54421,493.79042,12.81101,25.54115,28.86704,280.65830,3,2,1,2,3,3
172.51580,0.12723,0.03840,37.54367,192.21815,5.11985,19.32208,32.18982,174.93377,2,2,1,2,2,2
121.00000,0.17418,0.09076,24.43718,144.46651,5.91175,22.02108,10.59471,141.76618,3,3,1,2,3,3
196.36486,0.18291,0.14242,54.58308,843.26253,15.44916,34.14941,42.58087,239.94407,2,2,1,2,2,2
370.39572,0.10472,0.00000,115.92325,1308.12043,11.28437,31.36703,112.71510,365.97765,2,2,1,2,2,2
260.27752,0.07906,0.03281,58.81761,277.25903,4.71388,17.86867,56.03768,248.62341,3,2,1,3,3,3
544.65435,0.06370,0.00209,100.78808,1189.29023,11.79991,29.41222,96.58015,553.35821,2,2,1,2,2,2
310.00000,0.17471,0.16546,98.50996,2741.03204,27.82492,49.32786,85.27001,388.97781,2,3,1,3,3,3
274.99340,0.14713,0.13753,66.45794,1217.41565,18.31859,40.84968,52.42101,327.55864,2,2,1,3,3,3
281.32326,0.23230,0.43773,157.88418,5305.12321,33.60136,46.38433,150.91689,398.89555,1,2,1,2,2,2
327.00000,0.14102,0.08447,76.21287,1664.67408,21.84243,43.22169,62.77170,379.26184,2,2,1,2,2,2
470.51642,0.12741,0.06632,150.22402,2657.91037,17.69298,47.56063,142.49647,491.47249,2,2,2,1,2,2
223.00000,0.12409,0.07959,33.09633,197.01254,5.95270,30.45487,12.95639,252.48335,2,2,2,1,2,2
152.00000,0.16581,0.22759,34.21955,94.35433,2.75732,31.27928,13.87748,180.60955,2,2,2,1,2,2
303.00000,0.06336,0.03979,22.56789,102.50031,4.54186,21.83084,5.72050,321.64684,2,2,2,1,2,2
250.00000,0.08709,0.09285,29.63751,180.76124,6.09907,26.14210,13.96326,280.12291,2,2,2,1,2,2
197.00000,0.13265,0.07400,33.46065,409.64714,12.24265,26.99281,19.77381,231.78379,2,2,2,1,2,2
197.00000,0.13265,0.07400,33.46065,409.64714,12.24265,26.99281,19.77381,231.78379,2,2,2,1,2,2
216.41326,0.11781,0.06842,53.59960,280.44549,5.23223,22.79053,48.51297,215.37292,3,2,2,1,3,3
178.00000,0.14957,0.09913,40.29062,474.40470,11.77457,25.92083,30.84550,209.18074,3,2,2,1,3,3
185.00000,0.14975,0.08517,39.89141,361.74798,9.06832,26.86076,29.49278,210.17872,2,2,2,1,2,2
391.00000,0.05812,0.01117,35.78006,265.14979,7.41055,22.13147,28.11424,400.99482,3,2,2,1,3,3
502.00000,0.06528,0.02793,53.23943,834.27273,15.67020,33.33114,41.51472,544.03941,2,2,2,1,2,2
176.00000,0.08988,0.07679,20.58852,79.70542,3.87135,18.22649,9.57509,191.99288,3,2,3,1,3,3
145.00000,0.11764,0.11030,21.21894,82.45556,3.88594,20.30308,6.16672,162.51093,2,2,2,1,2,2
124.12873,0.13195,0.10891,20.59263,78.34279,3.80441,18.46240,9.12121,134.89270,2,2,2,1,2,2
103.00000,0.15813,0.29182,23.75481,78.25847,3.29443,22.32360,8.12083,124.97856,2,2,2,1,2,2
1724.08989,0.05271,-0.02094,404.12621,3053.96689,7.55696,71.42759,399.19424,1489.38671,3,3,3,3,1,2
1385.66472,0.09233,0.08936,202.48004,8785.02873,43.38713,143.09219,143.25778,1524.60920,3,3,3,3,1,2
1084.24704,0.07348,0.00000,191.89795,2937.97154,15.31007,66.56363,179.98363,1064.10383,2,2,2,2,1,2
649.36940,0.10751,0.01885,207.11169,3344.43268,16.14797,50.54747,200.84871,623.90881,2,2,2,2,1,2
1500.00000,0.05655,0.05027,375.09660,4759.45455,12.68861,78.44598,366.80198,1336.15853,2,2,2,2,1,2
770.00000,0.04163,0.00243,175.01968,346.09131,1.97744,25.22233,173.19274,654.79842,2,2,2,2,1,2
650.00000,0.04102,0.14521,216.81133,427.53407,1.97192,33.76516,214.16598,528.69923,2,2,2,2,1,2
691.97203,0.02601,0.08657,190.67669,304.27072,1.59574,23.97572,189.16333,594.31563,2,2,2,2,1,2
1461.75034,0.04084,0.04957,391.84602,5574.00282,14.22498,57.23148,387.64399,1428.83998,2,2,2,2,1,2
1496.73605,0.10385,0.08238,640.27595,11071.99780,17.29254,108.28692,631.05248,1178.27428,2,2,2,2,1,2
1111.81407,0.09879,0.07121,386.98709,7659.74213,19.79328,86.02512,377.30450,990.97891,2,2,2,2,1,2
1270.66672,0.07889,0.06562,555.35232,3612.96833,6.50572,68.78167,551.07647,895.18744,2,2,2,2,1,2
1647.93981,0.08098,0.08657,576.77038,11852.48506,20.54975,111.43591,565.90291,1402.87774,3,3,3,3,1,2
1535.85074,0.08849,0.00419,637.34967,10814.05017,16.96722,96.61040,632.16512,1197.76215,2,2,2,2,1,2
2100.00000,0.06196,-0.04538,390.48251,16640.72362,42.61580,125.90041,380.64470,2073.02869,2,2,2,2,2,1
1800.00000,0.03421,0.04259,301.06035,4406.15433,14.63545,67.62533,293.36692,1742.37570,2,2,2,2,2,1
2100.00000,0.12165,0.37769,450.55167,35671.60629,79.17318,436.09964,113.19857,2461.45050,2,2,2,2,2,1
1666.14879,0.01239,0.05845,72.93105,1402.23166,19.22681,51.85477,58.59576,1746.57750,2,2,2,2,2,1
1700.00000,0.04398,0.10513,120.65301,12331.10309,102.20303,120.29732,-9.25770,2212.17820,2,2,2,2,2,1
1949.11815,0.05180,0.01650,170.33149,3212.07705,18.85780,101.45585,136.81933,1941.36738,2,2,2,2,2,1
1850.00000,0.07915,0.06947,253.62146,13113.20309,51.70384,160.06546,196.73050,1916.98537,2,2,2,2,2,1
2350.00000,0.08151,0.27157,515.28948,27758.64026,53.86999,289.56906,426.23116,2457.67674,2,2,2,2,2,1
1800.00000,0.09198,0.20525,362.86332,15021.55389,41.39728,217.83397,290.20364,1893.66371,2,2,2,2,2,1
1900.00000,0.05445,0.11380,272.61803,7481.59347,27.44350,138.35927,234.89850,1924.51790,2,2,2,2,2,1
1800.00000,0.06912,0.15708,385.56470,13831.72489,35.87394,157.57001,351.89748,1823.03236,2,2,2,2,2,1
1850.00000,0.07330,0.22550,325.19154,8644.98424,26.58428,208.73997,249.35349,1908.17724,2,2,2,2,2,1
1650.00000,0.04765,0.04328,274.42618,5824.89519,21.22573,81.23957,262.12566,1603.07035,3,3,3,3,2,1
2800.00000,0.08308,0.18431,583.25926,31388.65288,53.81595,298.58298,501.03849,2896.58248,2,2,2,2,2,1
2329.84014,0.06615,0.35325,377.25337,25369.03992,67.24669,336.07516,171.38723,2686.43535,2,2,2,2,2,1
2400.00000,0.08412,0.22061,596.04196,37939.25557,63.65199,261.34818,535.68941,2447.77235,2,2,2,2,2,1
2000.00000,0.06720,0.12427,330.27165,15381.09769,46.57105,169.19798,283.63956,2063.07321,2,2,2,2,2,1
2000.00000,0.10699,0.10542,520.22265,40087.92098,77.05916,204.09035,478.51722,2088.64887,2,2,2,2,2,1
2600.00000,0.20054,0.20804,1063.44143,174480.47622,164.07154,418.68729,977.55237,2664.58362,2,2,2,2,2,1
1600.00000,0.07191,-0.06632,436.94360,12655.34213,28.96333,103.73270,432.12975,1475.37153,3,3,3,3,2,1
2300.00000,0.04503,0.13683,185.44604,5086.29250,27.42734,178.69174,49.59329,2480.59215,2,2,2,2,2,1
2600.00000,0.06999,0.04887,745.47437,39845.77370,53.45023,154.12260,729.36840,2545.41974,2,2,2,2,2,1
