A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
0.69632,0.25463,0.69632,0.25463,0.69632,0.25463,0.69632,0.25463,0.69632,0.25231,0.69439,0.25231,0.69246,0.25231,0.68859,0.25000,0.68472,0.24769,0.67505,0.24074,0.65764,0.22917,0.63636,0.21991,0.61315,0.20833,0.58801,0.20139,0.56093,0.19213,0.52998,0.18981,0.50097,0.19907,0.47195,0.20602,0.44101,0.21991,0.41586,0.24074,0.39458,0.26620,0.37911,0.29630,0.36364,0.32870,0.35203,0.36574,0.34623,0.40278,0.34236,0.44213,0.34236,0.48611,0.34816,0.52315,0.36557,0.56019,0.39072,0.59028,0.42166,0.62037,0.45068,0.64120,0.47582,0.66435,0.49710,0.68056,0.52031,0.68056,0.55319,0.68750,0.58221,0.69444,0.59961,0.69213,0.62863,0.69907,0.67311,0.69907,0.70986,0.69907,0.73501,0.70370,0.75822,0.70833,0.76789,0.71065,0.77176,0.71065,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3
0.70213,0.18981,0.70406,0.18750,0.70213,0.18750,0.70213,0.18981,0.70019,0.18981,0.69632,0.18750,0.68859,0.18056,0.67311,0.17130,0.65571,0.16435,0.63830,0.16204,0.62089,0.15741,0.60348,0.15509,0.58607,0.15509,0.57060,0.15741,0.55319,0.16204,0.53772,0.17361,0.52418,0.18287,0.50870,0.19676,0.49516,0.20833,0.48162,0.21759,0.46228,0.22685,0.44487,0.24074,0.42747,0.25463,0.41393,0.27315,0.39845,0.29167,0.38878,0.31019,0.38104,0.32870,0.37524,0.34722,0.37331,0.36574,0.37911,0.38426,0.38685,0.40741,0.39458,0.43519,0.40232,0.46065,0.41199,0.48843,0.42360,0.51389,0.43907,0.53935,0.45261,0.56481,0.46615,0.58102,0.47776,0.59954,0.48549,0.61111,0.49323,0.62731,0.49903,0.64120,0.51257,0.65509,0.52031,0.66435,0.53578,0.67593,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.56673,0.14815,0.56480,0.14815,0.56286,0.14815,0.55899,0.14583,0.55319,0.14583,0.54932,0.14352,0.54545,0.14352,0.54159,0.14120,0.53385,0.14120,0.52805,0.13657,0.51838,0.13657,0.50870,0.13426,0.49903,0.13426,0.48356,0.13426,0.47195,0.13426,0.45648,0.13657,0.43907,0.14120,0.42166,0.14815,0.40232,0.15278,0.38298,0.15741,0.36170,0.16435,0.34043,0.16898,0.31721,0.18056,0.29787,0.18750,0.27660,0.20139,0.25532,0.21296,0.23598,0.22454,0.21857,0.23611,0.20116,0.25000,0.18762,0.26157,0.17988,0.26620,0.16828,0.28009,0.16828,0.27315,0.17215,0.28472,0.14894,0.29398,0.14700,0.30787,0.14313,0.32639,0.14313,0.34028,0.14313,0.36111,0.15667,0.36806,0.16248,0.38889,0.16634,0.41204,0.17602,0.43519,0.18182,0.46296,0.19342,0.49074,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.50677,0.25463,0.50484,0.25231,0.50484,0.25463,0.50290,0.25000,0.49710,0.24537,0.48356,0.24074,0.46228,0.23148,0.43327,0.22222,0.40039,0.22454,0.36364,0.23611,0.32495,0.25000,0.28240,0.26852,0.24178,0.29630,0.21277,0.32870,0.19923,0.35417,0.19923,0.37731,0.19729,0.39815,0.20890,0.41204,0.22244,0.43287,0.23211,0.45833,0.24952,0.49306,0.28820,0.52083,0.32495,0.55787,0.37137,0.59491,0.41973,0.62500,0.46228,0.65046,0.50484,0.66667,0.53578,0.67361,0.57060,0.67824,0.60348,0.68750,0.63443,0.68750,0.65377,0.68981,0.66344,0.69213,0.66344,0.69444,0.65764,0.69444,0.64797,0.69907,0.64023,0.70139,0.63636,0.70139,0.63443,0.70139,0.63250,0.70370,0.62863,0.70139,0.62863,0.70370,0.62863,0.70139,0.63250,0.70139,0.63250,0.70139,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3
0.52998,0.28704,0.52998,0.28935,0.52805,0.28472,0.52611,0.28009,0.52418,0.27778,0.52031,0.27546,0.51257,0.26852,0.50290,0.26620,0.49516,0.26389,0.48356,0.26389,0.47002,0.26389,0.45455,0.26389,0.44101,0.26620,0.42553,0.26852,0.40812,0.27546,0.39072,0.28009,0.37137,0.28704,0.35203,0.29630,0.33269,0.30556,0.31335,0.31944,0.29400,0.33565,0.27660,0.34722,0.26306,0.36111,0.24952,0.37037,0.23985,0.37963,0.23791,0.37731,0.23598,0.38426,0.23791,0.38426,0.23598,0.39815,0.23211,0.40509,0.23791,0.40972,0.23791,0.42130,0.23985,0.42361,0.24758,0.44213,0.24952,0.46065,0.26499,0.47454,0.27466,0.48843,0.28433,0.50463,0.29787,0.52083,0.30754,0.53935,0.32302,0.55093,0.34043,0.56481,0.35397,0.57870,0.37137,0.59259,0.38685,0.60417,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.56673,0.21065,0.56093,0.20833,0.55126,0.20602,0.53965,0.19907,0.52611,0.19213,0.51064,0.18981,0.49130,0.18750,0.46615,0.18750,0.43907,0.19213,0.40812,0.19907,0.37718,0.21759,0.34623,0.22685,0.31721,0.24537,0.29400,0.26620,0.27660,0.28472,0.26499,0.30556,0.25919,0.32639,0.25145,0.34491,0.24371,0.36574,0.23598,0.38426,0.23017,0.40278,0.24371,0.37963,0.23791,0.40278,0.23598,0.42130,0.24178,0.44444,0.25338,0.47454,0.27079,0.50926,0.29594,0.53935,0.31915,0.57407,0.34816,0.60880,0.37718,0.63889,0.40039,0.66667,0.42166,0.69444,0.45068,0.71991,0.47969,0.73380,0.51257,0.74074,0.54932,0.73843,0.58994,0.73611,0.63250,0.73611,0.66538,0.74074,0.69246,0.74537,0.70213,0.75000,0.70986,0.75000,0.71180,0.75000,0.70986,0.75000,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.61896,0.21759,0.61896,0.21759,0.61509,0.21528,0.61509,0.21296,0.60928,0.21296,0.60155,0.21065,0.58801,0.20833,0.57060,0.20370,0.54739,0.19907,0.52418,0.19907,0.49323,0.19676,0.46035,0.19444,0.42940,0.19444,0.39265,0.20833,0.35590,0.22454,0.32108,0.25000,0.28820,0.27778,0.26692,0.30787,0.25532,0.33333,0.25338,0.35880,0.25919,0.38426,0.26886,0.40972,0.27660,0.43287,0.28433,0.45370,0.29400,0.44907,0.30561,0.47454,0.31915,0.50463,0.33462,0.54167,0.35203,0.57407,0.37524,0.60648,0.40619,0.62731,0.43520,0.65278,0.46228,0.67593,0.48743,0.69444,0.50677,0.70602,0.54932,0.72222,0.59188,0.73611,0.63056,0.74769,0.66538,0.75694,0.69826,0.76389,0.71954,0.77315,0.73308,0.77778,0.74275,0.77778,0.74468,0.77778,0.73888,0.77778,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.50677,0.25231,0.50484,0.24769,0.50290,0.24306,0.49903,0.24074,0.49130,0.23611,0.48162,0.23148,0.46809,0.22454,0.44874,0.21991,0.42747,0.21759,0.40426,0.22454,0.37331,0.22685,0.34236,0.23611,0.30948,0.25231,0.27466,0.26620,0.24178,0.28241,0.21277,0.30787,0.20696,0.31944,0.19923,0.33102,0.20116,0.34259,0.19536,0.35185,0.19536,0.37037,0.20116,0.38657,0.20696,0.40046,0.21277,0.42593,0.22244,0.45833,0.24178,0.49537,0.26692,0.53472,0.29400,0.57407,0.32302,0.61343,0.34816,0.65278,0.36944,0.68287,0.38878,0.71065,0.42166,0.72685,0.46615,0.74074,0.51838,0.74537,0.56867,0.75000,0.60928,0.75463,0.64217,0.75694,0.66151,0.75694,0.67311,0.75926,0.67505,0.75926,0.67505,0.75926,0.67698,0.75926,0.67311,0.75926,0.67311,0.75694,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3
0.36750,0.43287,0.36557,0.43287,0.36557,0.43287,0.36557,0.43287,0.36557,0.43056,0.36364,0.42824,0.36170,0.42593,0.35977,0.42361,0.35590,0.42130,0.35203,0.41898,0.34623,0.41898,0.33849,0.41435,0.33075,0.40972,0.32108,0.40741,0.31335,0.40509,0.30174,0.40509,0.29207,0.40509,0.28240,0.40278,0.27079,0.40046,0.25919,0.40278,0.24758,0.40509,0.23404,0.40741,0.22050,0.41204,0.20696,0.41667,0.19149,0.42130,0.17795,0.42593,0.16441,0.43287,0.15280,0.43519,0.14313,0.43981,0.13346,0.44444,0.12379,0.44907,0.11219,0.46065,0.10638,0.46065,0.10058,0.46528,0.09671,0.46991,0.08704,0.48380,0.08317,0.49769,0.07737,0.49769,0.07350,0.51389,0.06963,0.53009,0.05996,0.54167,0.07737,0.56019,0.06576,0.58102,0.07157,0.59954,0.05029,0.61806,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.44874,0.46065,0.44874,0.45833,0.44874,0.45602,0.44874,0.45833,0.44874,0.45370,0.44874,0.45370,0.44874,0.45139,0.44681,0.44676,0.44101,0.43981,0.43327,0.43287,0.42166,0.42361,0.40812,0.41435,0.38878,0.40741,0.36364,0.40278,0.33849,0.40278,0.30754,0.40741,0.28046,0.40972,0.25725,0.39815,0.22824,0.39815,0.20116,0.40278,0.17408,0.42130,0.14700,0.43981,0.12573,0.45602,0.10445,0.46991,0.07157,0.48611,0.05222,0.51852,0.04642,0.55093,0.04062,0.58796,0.04836,0.62269,0.06770,0.65278,0.08897,0.67361,0.11605,0.68519,0.14120,0.70370,0.16634,0.71991,0.19536,0.72917,0.22050,0.74537,0.24952,0.75926,0.27660,0.76157,0.31335,0.76389,0.34623,0.76157,0.37911,0.75926,0.40812,0.75694,0.43327,0.75231,0.45648,0.75000,0.47776,0.74537,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.52611,0.40972,0.52611,0.40972,0.52611,0.40741,0.52418,0.40972,0.52418,0.40972,0.52224,0.40972,0.52031,0.40741,0.51644,0.40741,0.50677,0.40278,0.49516,0.39815,0.48162,0.39120,0.46422,0.38657,0.44487,0.38194,0.42166,0.37731,0.39652,0.37500,0.36750,0.38426,0.33849,0.39120,0.31335,0.40278,0.28627,0.41898,0.26112,0.43750,0.24178,0.45370,0.22631,0.45833,0.21277,0.47222,0.20116,0.49074,0.19536,0.51157,0.19342,0.53009,0.19536,0.56250,0.20116,0.58796,0.21277,0.60880,0.22437,0.63426,0.24565,0.65741,0.26692,0.67824,0.29594,0.69676,0.32495,0.71528,0.35977,0.72917,0.39265,0.73611,0.41973,0.74306,0.44874,0.74306,0.47389,0.73843,0.50290,0.73148,0.52418,0.72222,0.54352,0.71759,0.55126,0.71065,0.55513,0.70833,0.55513,0.70602,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.36750,0.43287,0.36557,0.43287,0.36557,0.43287,0.36557,0.43287,0.36557,0.43056,0.36364,0.42824,0.36170,0.42593,0.35977,0.42361,0.35590,0.42130,0.35203,0.41898,0.34623,0.41898,0.33849,0.41435,0.33075,0.40972,0.32108,0.40741,0.31335,0.40509,0.30174,0.40509,0.29207,0.40509,0.28240,0.40278,0.27079,0.40046,0.25919,0.40278,0.24758,0.40509,0.23404,0.40741,0.22050,0.41204,0.20696,0.41667,0.19149,0.42130,0.17795,0.42593,0.16441,0.43287,0.15280,0.43519,0.14313,0.43981,0.13346,0.44444,0.12379,0.44907,0.11219,0.46065,0.10638,0.46065,0.10058,0.46528,0.09671,0.46991,0.08704,0.48380,0.08317,0.49769,0.07737,0.49769,0.07350,0.51389,0.06963,0.53009,0.05996,0.54167,0.07737,0.56019,0.06576,0.58102,0.07157,0.59954,0.05029,0.61806,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.44874,0.46065,0.44874,0.45833,0.44874,0.45602,0.44874,0.45833,0.44874,0.45370,0.44874,0.45370,0.44874,0.45139,0.44681,0.44676,0.44101,0.43981,0.43327,0.43287,0.42166,0.42361,0.40812,0.41435,0.38878,0.40741,0.36364,0.40278,0.33849,0.40278,0.30754,0.40741,0.28046,0.40972,0.25725,0.39815,0.22824,0.39815,0.20116,0.40278,0.17408,0.42130,0.14700,0.43981,0.12573,0.45602,0.10445,0.46991,0.07157,0.48611,0.05222,0.51852,0.04642,0.55093,0.04062,0.58796,0.04836,0.62269,0.06770,0.65278,0.08897,0.67361,0.11605,0.68519,0.14120,0.70370,0.16634,0.71991,0.19536,0.72917,0.22050,0.74537,0.24952,0.75926,0.27660,0.76157,0.31335,0.76389,0.34623,0.76157,0.37911,0.75926,0.40812,0.75694,0.43327,0.75231,0.45648,0.75000,0.47776,0.74537,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.52611,0.40972,0.52611,0.40972,0.52611,0.40741,0.52418,0.40972,0.52418,0.40972,0.52224,0.40972,0.52031,0.40741,0.51644,0.40741,0.50677,0.40278,0.49516,0.39815,0.48162,0.39120,0.46422,0.38657,0.44487,0.38194,0.42166,0.37731,0.39652,0.37500,0.36750,0.38426,0.33849,0.39120,0.31335,0.40278,0.28627,0.41898,0.26112,0.43750,0.24178,0.45370,0.22631,0.45833,0.21277,0.47222,0.20116,0.49074,0.19536,0.51157,0.19342,0.53009,0.19536,0.56250,0.20116,0.58796,0.21277,0.60880,0.22437,0.63426,0.24565,0.65741,0.26692,0.67824,0.29594,0.69676,0.32495,0.71528,0.35977,0.72917,0.39265,0.73611,0.41973,0.74306,0.44874,0.74306,0.47389,0.73843,0.50290,0.73148,0.52418,0.72222,0.54352,0.71759,0.55126,0.71065,0.55513,0.70833,0.55513,0.70602,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0.49903,0.21065,0.49903,0.21065,0.49903,0.21065,0.49903,0.21065,0.49903,0.21065,0.49903,0.20833,0.50290,0.20602,0.50484,0.20370,0.51257,0.19907,0.52418,0.19213,0.53965,0.18981,0.55899,0.18287,0.58221,0.17593,0.60735,0.17361,0.63636,0.17824,0.66538,0.18519,0.69632,0.19907,0.72727,0.21528,0.75822,0.23611,0.78917,0.26157,0.81625,0.29398,0.83946,0.32870,0.85880,0.36806,0.87427,0.41204,0.88588,0.45139,0.89362,0.49074,0.89555,0.53241,0.88975,0.56713,0.88008,0.59028,0.86847,0.59491,0.85493,0.60880,0.84913,0.62731,0.83946,0.64120,0.82012,0.65741,0.80077,0.66435,0.77176,0.67361,0.75822,0.67593,0.73308,0.67593,0.71760,0.67361,0.70406,0.67130,0.69246,0.66898,0.66925,0.67130,0.64410,0.67593,0.62282,0.67361,0.60348,0.66667,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.60928,0.20602,0.60928,0.20370,0.61122,0.20139,0.61509,0.19907,0.61896,0.19676,0.62669,0.19213,0.63636,0.18981,0.65571,0.18519,0.67892,0.18519,0.70406,0.18981,0.73114,0.19676,0.75822,0.21065,0.78723,0.22454,0.81431,0.24537,0.83946,0.27083,0.86267,0.30324,0.87814,0.33565,0.88781,0.37500,0.88781,0.40741,0.88588,0.43981,0.88008,0.47222,0.86847,0.49074,0.85300,0.50231,0.83172,0.52083,0.81044,0.54630,0.78917,0.57176,0.76402,0.59491,0.74081,0.61343,0.71954,0.62731,0.69826,0.63657,0.67311,0.64815,0.65957,0.65046,0.63056,0.65741,0.60542,0.65741,0.58027,0.65741,0.55706,0.65509,0.53385,0.64815,0.51257,0.63889,0.49710,0.62963,0.48936,0.62037,0.48549,0.61806,0.48743,0.61806,0.48743,0.62037,0.48743,0.62037,0.48743,0.62269,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.35977,0.16667,0.35977,0.16667,0.35977,0.16667,0.35977,0.16667,0.35977,0.16667,0.35783,0.16667,0.35783,0.16898,0.35783,0.16898,0.35590,0.16898,0.35783,0.16667,0.35783,0.16667,0.35590,0.16898,0.35783,0.16667,0.35783,0.16667,0.35783,0.16667,0.35977,0.16435,0.36170,0.16204,0.36170,0.16435,0.36557,0.16204,0.36750,0.15972,0.37331,0.15741,0.38104,0.15046,0.38878,0.14815,0.39845,0.14352,0.41006,0.13889,0.42166,0.13657,0.43714,0.13426,0.45261,0.13194,0.46809,0.13194,0.48549,0.13194,0.50484,0.13194,0.52224,0.13426,0.54159,0.13889,0.55899,0.14583,0.57640,0.15278,0.59188,0.15972,0.60542,0.16898,0.62282,0.18287,0.63830,0.19213,0.65377,0.21065,0.66538,0.22685,0.67892,0.24537,0.69052,0.26389,0.70213,0.28704,0.71180,0.30787,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.53385,0.40741,0.53385,0.40972,0.53578,0.40741,0.53385,0.40972,0.53385,0.40741,0.53191,0.41435,0.53191,0.41204,0.53385,0.41204,0.53385,0.40972,0.53385,0.40972,0.53385,0.40972,0.53578,0.40741,0.53772,0.40509,0.54352,0.39583,0.54739,0.39352,0.55513,0.38657,0.56286,0.38194,0.57253,0.37269,0.58221,0.36806,0.59574,0.35880,0.60928,0.34954,0.61896,0.34491,0.63443,0.33796,0.64797,0.33565,0.66538,0.33333,0.68085,0.33333,0.69826,0.33333,0.71760,0.33102,0.73694,0.33102,0.75629,0.32870,0.77563,0.33102,0.79497,0.33333,0.81431,0.33565,0.83559,0.34259,0.85687,0.34722,0.87427,0.35880,0.89555,0.36806,0.91296,0.37963,0.92843,0.38657,0.94391,0.39815,0.96132,0.38194,0.97099,0.38426,0.97872,0.40278,0.98839,0.41204,1.00000,0.42130,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.56480,0.38194,0.56480,0.37963,0.56673,0.37731,0.56673,0.37963,0.56673,0.37731,0.56673,0.37731,0.56673,0.37963,0.56673,0.37963,0.56480,0.37731,0.56480,0.37731,0.56480,0.37963,0.56480,0.38426,0.56286,0.38194,0.55899,0.39352,0.55706,0.39583,0.55899,0.38194,0.56480,0.36574,0.57834,0.34259,0.59768,0.31019,0.62476,0.28704,0.65184,0.26852,0.68472,0.25463,0.71760,0.25926,0.75242,0.27778,0.78530,0.30556,0.81431,0.34954,0.83752,0.39815,0.85300,0.45139,0.86267,0.49306,0.86654,0.51620,0.88201,0.54861,0.90522,0.58565,0.91876,0.62731,0.90716,0.67824,0.88781,0.72454,0.86074,0.77315,0.82592,0.80787,0.78530,0.82407,0.73694,0.82407,0.68859,0.81019,0.64603,0.77778,0.61122,0.73611,0.58607,0.68981,0.57640,0.63426,0.58027,0.60880,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.55126,0.23148,0.54932,0.23380,0.54932,0.23148,0.55126,0.23148,0.55126,0.23148,0.55126,0.23148,0.55319,0.22917,0.55513,0.22917,0.55513,0.22917,0.55513,0.22685,0.56093,0.22454,0.56673,0.21991,0.57253,0.21759,0.58027,0.21759,0.59574,0.21528,0.61896,0.21528,0.64990,0.21991,0.68472,0.22685,0.72147,0.24306,0.75822,0.26389,0.79110,0.29167,0.82012,0.32639,0.84139,0.36343,0.85687,0.40509,0.86460,0.45370,0.87041,0.50231,0.87234,0.54861,0.87041,0.60185,0.86847,0.55787,0.86460,0.57639,0.85880,0.60648,0.84333,0.63426,0.81044,0.65741,0.76789,0.68056,0.72921,0.69907,0.69052,0.71296,0.64603,0.72222,0.60348,0.72685,0.56286,0.72222,0.52998,0.71296,0.50290,0.70139,0.48162,0.68519,0.46615,0.67130,0.45261,0.66667,0.44681,0.65972,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.40039,0.19676,0.40039,0.19676,0.39845,0.19676,0.39845,0.19676,0.40039,0.19907,0.40039,0.19676,0.40039,0.19676,0.40039,0.19676,0.40039,0.19444,0.40426,0.19444,0.41973,0.18287,0.45455,0.16898,0.50097,0.15509,0.55126,0.15046,0.60155,0.15741,0.65377,0.18056,0.69632,0.21065,0.73501,0.25463,0.76209,0.30324,0.78337,0.34954,0.80077,0.39583,0.80851,0.43750,0.81238,0.47222,0.80464,0.50694,0.79110,0.53472,0.77369,0.55787,0.75242,0.58565,0.72921,0.60880,0.70600,0.62731,0.68472,0.63889,0.66151,0.65278,0.63636,0.66667,0.61122,0.67593,0.58607,0.68519,0.56286,0.69213,0.54739,0.68981,0.52998,0.68981,0.51064,0.69444,0.48936,0.69676,0.47195,0.69213,0.45261,0.68981,0.43327,0.68519,0.41393,0.68056,0.39652,0.67361,0.38104,0.66667,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.38685,0.28009,0.38878,0.28009,0.38878,0.28009,0.38878,0.28009,0.38685,0.28009,0.39265,0.27546,0.40232,0.26157,0.41586,0.25000,0.43714,0.24537,0.45841,0.25000,0.48356,0.25231,0.51064,0.26389,0.54352,0.27315,0.57834,0.28935,0.61122,0.30556,0.63636,0.32176,0.66151,0.34259,0.68279,0.36806,0.70213,0.39815,0.71954,0.43287,0.73501,0.47454,0.74081,0.52083,0.73694,0.56481,0.72534,0.60648,0.70793,0.63889,0.68665,0.65972,0.66731,0.67824,0.64603,0.68981,0.62282,0.69676,0.60348,0.70833,0.58607,0.71065,0.56867,0.70833,0.54932,0.71065,0.52998,0.71759,0.51257,0.71528,0.48936,0.72222,0.47002,0.72454,0.44681,0.72685,0.42747,0.72222,0.41006,0.71759,0.39265,0.71065,0.37718,0.70602,0.35977,0.70370,0.35010,0.70139,0.35203,0.70139,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.41006,0.27778,0.41006,0.27546,0.41006,0.27546,0.41006,0.27546,0.41006,0.27546,0.41199,0.27546,0.41586,0.27083,0.42166,0.26852,0.43327,0.26389,0.44874,0.25463,0.46422,0.24769,0.48356,0.24537,0.50290,0.24306,0.52611,0.24306,0.55513,0.24537,0.58607,0.25463,0.61702,0.26620,0.64410,0.28241,0.66925,0.30787,0.68859,0.34028,0.70793,0.37269,0.72534,0.40741,0.73694,0.44676,0.74468,0.48843,0.74662,0.52778,0.74468,0.56250,0.73694,0.59028,0.72534,0.60880,0.70986,0.62963,0.69439,0.64120,0.68085,0.65972,0.66538,0.67130,0.64990,0.68519,0.63056,0.69907,0.60735,0.70602,0.58607,0.71528,0.56673,0.71991,0.54932,0.72454,0.52998,0.72454,0.51257,0.72454,0.49323,0.71991,0.47582,0.71991,0.46035,0.71528,0.44487,0.71296,0.42747,0.71065,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.39845,0.21759,0.39845,0.22222,0.39652,0.21759,0.39652,0.21759,0.39652,0.22454,0.39652,0.22454,0.39652,0.22454,0.39458,0.21991,0.39652,0.21759,0.39458,0.21991,0.40426,0.21759,0.41199,0.20602,0.43133,0.19907,0.45841,0.19213,0.48936,0.18750,0.52224,0.19213,0.55319,0.20370,0.58027,0.21528,0.60348,0.23148,0.62476,0.25000,0.64797,0.26852,0.67118,0.28935,0.69246,0.31481,0.71180,0.33796,0.72534,0.35417,0.73501,0.37731,0.74081,0.40046,0.74275,0.42824,0.74081,0.46296,0.73888,0.49306,0.73114,0.52083,0.71954,0.54398,0.70406,0.56713,0.68472,0.58565,0.66731,0.61111,0.64603,0.63194,0.62282,0.64583,0.59961,0.65972,0.57447,0.67130,0.54932,0.68056,0.52418,0.68519,0.50097,0.68519,0.48162,0.68750,0.46422,0.68519,0.45068,0.68519,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.40039,0.27778,0.40039,0.27778,0.39845,0.27778,0.39845,0.27778,0.39845,0.27778,0.40039,0.27546,0.40232,0.27315,0.40812,0.26620,0.41973,0.25926,0.43327,0.24769,0.45261,0.23611,0.47582,0.22917,0.50484,0.22454,0.53578,0.22454,0.57447,0.22917,0.61509,0.24074,0.65377,0.25463,0.68859,0.27546,0.71954,0.31019,0.74275,0.34722,0.75435,0.38657,0.76402,0.42130,0.76789,0.45139,0.76789,0.47917,0.76015,0.50694,0.75048,0.53704,0.72921,0.56250,0.71373,0.58796,0.69439,0.61343,0.67505,0.62963,0.65571,0.64352,0.63443,0.65972,0.61509,0.68056,0.59574,0.69676,0.57060,0.69676,0.55513,0.70833,0.52998,0.71759,0.50677,0.72222,0.48743,0.72454,0.46422,0.71991,0.44874,0.71759,0.42747,0.71065,0.41393,0.70370,0.40039,0.69676,0.38491,0.68519,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.43907,0.20602,0.43714,0.20602,0.43714,0.20602,0.43714,0.20602,0.43714,0.20833,0.43520,0.20833,0.43520,0.20833,0.43520,0.20833,0.43520,0.20833,0.43520,0.20833,0.43327,0.21065,0.43133,0.21296,0.43133,0.21065,0.43327,0.21065,0.43327,0.21065,0.42940,0.21065,0.42940,0.21065,0.42940,0.21296,0.42940,0.21065,0.44101,0.20602,0.48356,0.19444,0.52998,0.18287,0.57253,0.18056,0.61509,0.19213,0.65764,0.21528,0.69246,0.25000,0.72147,0.29398,0.74662,0.34028,0.76402,0.38657,0.77176,0.43287,0.76596,0.47917,0.74662,0.52083,0.72340,0.56019,0.69439,0.59259,0.66538,0.61111,0.64217,0.63194,0.60928,0.65509,0.57834,0.68519,0.54352,0.70833,0.51064,0.71296,0.47969,0.71528,0.44487,0.71296,0.41973,0.71296,0.39845,0.70602,0.38298,0.69676,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.46228,0.19907,0.46615,0.19676,0.47002,0.19444,0.47389,0.19213,0.47969,0.18981,0.48549,0.18750,0.49323,0.18287,0.49903,0.18287,0.50484,0.17824,0.51064,0.17593,0.51644,0.17361,0.52611,0.17130,0.53578,0.16898,0.54739,0.17130,0.56286,0.17130,0.57834,0.17130,0.59381,0.17593,0.61315,0.18056,0.63056,0.18519,0.64990,0.18981,0.66731,0.19676,0.68279,0.20370,0.70019,0.21065,0.71954,0.22222,0.73694,0.23148,0.75629,0.24306,0.77563,0.25694,0.79304,0.27083,0.81238,0.28704,0.82785,0.30324,0.83946,0.32176,0.85493,0.34028,0.86460,0.35880,0.87427,0.37963,0.88395,0.39815,0.88588,0.41204,0.89168,0.43519,0.89942,0.45602,0.90329,0.47917,0.90716,0.49769,0.90716,0.51852,0.90522,0.53935,0.90329,0.55787,0.89942,0.57176,0.89749,0.58333,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
0.43327,0.30556,0.43520,0.30556,0.43520,0.30324,0.43714,0.30324,0.43714,0.30556,0.44294,0.29861,0.44487,0.29398,0.44874,0.29167,0.45648,0.28472,0.46035,0.27778,0.47002,0.27315,0.47582,0.26620,0.48549,0.26157,0.49710,0.25694,0.50677,0.25000,0.51838,0.24537,0.52998,0.24074,0.54352,0.24074,0.55319,0.23843,0.56673,0.24074,0.58027,0.24537,0.59574,0.24769,0.60735,0.25231,0.62089,0.26389,0.63636,0.27083,0.65184,0.28241,0.66538,0.28935,0.67892,0.30093,0.69246,0.31250,0.70213,0.32639,0.71567,0.34028,0.72727,0.35417,0.73694,0.36574,0.74468,0.38194,0.75242,0.39352,0.75629,0.40741,0.76015,0.42361,0.76209,0.43981,0.76596,0.45370,0.76789,0.47222,0.76983,0.48148,0.76983,0.49537,0.77369,0.50463,0.77563,0.52315,0.77756,0.53472,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
