A1,A2,A3,A4,A5,A6,A7,L1,L2,L3,L4,L5,L6,L7,L8
4.00000,35.00000,48.00000,5.00000,45.00000,33.00000,42.00000,1,2,2,2,2,2,2,2
44.00000,34.00000,48.00000,5.00000,3.00000,33.00000,43.00000,1,2,2,2,2,2,2,2
42.00000,38.00000,48.00000,5.00000,54.00000,34.00000,43.00000,1,2,2,2,2,2,2,2
44.00000,56.00000,48.00000,5.00000,5.00000,46.00000,54.00000,1,2,3,3,3,3,3,3
52.00000,36.00000,48.00000,5.00000,41.00000,28.00000,38.00000,1,2,2,2,2,2,2,2
36.00000,41.00000,48.00000,5.00000,48.00000,47.00000,54.00000,1,2,3,3,3,3,3,3
18.00000,3.00000,48.00000,5.00000,46.00000,24.00000,35.00000,1,2,2,2,2,2,2,2
47.00000,29.00000,48.00000,5.00000,51.00000,33.00000,43.00000,1,2,2,2,2,2,2,2
24.00000,43.00000,48.00000,5.00000,54.00000,52.00000,59.00000,1,2,2,2,2,2,2,2
25.00000,37.00000,48.00000,5.00000,41.00000,33.00000,42.00000,1,2,2,2,2,2,2,2
52.00000,57.00000,48.00000,5.00000,42.00000,47.00000,54.00000,1,2,3,3,3,3,3,3
25.00000,37.00000,48.00000,5.00000,43.00000,26.00000,36.00000,1,2,2,2,2,2,2,2
35.00000,48.00000,48.00000,5.00000,56.00000,4.00000,48.00000,1,3,3,3,3,3,3,2
26.00000,26.00000,48.00000,5.00000,34.00000,25.00000,35.00000,1,2,2,2,2,2,2,2
44.00000,51.00000,48.00000,5.00000,47.00000,26.00000,36.00000,1,2,2,2,2,2,2,2
37.00000,5.00000,48.00000,5.00000,42.00000,36.00000,45.00000,1,2,2,2,2,2,2,2
44.00000,42.00000,48.00000,5.00000,42.00000,25.00000,2.00000,1,2,2,2,2,2,2,2
24.00000,43.00000,48.00000,5.00000,37.00000,28.00000,38.00000,1,2,2,2,2,2,2,2
42.00000,3.00000,48.00000,5.00000,48.00000,26.00000,36.00000,1,2,2,2,2,2,2,2
48.00000,42.00000,48.00000,5.00000,45.00000,25.00000,35.00000,1,2,2,2,2,2,2,2
41.00000,48.00000,48.00000,5.00000,51.00000,44.00000,51.00000,1,2,2,2,2,2,2,2
44.00000,28.00000,48.00000,5.00000,43.00000,27.00000,37.00000,1,2,2,2,2,2,2,2
29.00000,41.00000,48.00000,5.00000,48.00000,38.00000,46.00000,1,2,2,2,2,2,2,2
34.00000,28.00000,48.00000,5.00000,41.00000,35.00000,44.00000,1,2,2,2,2,2,2,2
41.00000,43.00000,48.00000,5.00000,45.00000,31.00000,41.00000,1,2,2,2,2,2,2,2
29.00000,47.00000,48.00000,5.00000,41.00000,23.00000,34.00000,1,2,2,2,2,2,2,2
34.00000,55.00000,48.00000,5.00000,58.00000,31.00000,41.00000,1,2,2,2,2,2,2,2
36.00000,56.00000,48.00000,5.00000,43.00000,45.00000,53.00000,1,2,2,2,2,2,2,2
4.00000,46.00000,48.00000,5.00000,52.00000,49.00000,56.00000,1,2,2,2,2,2,2,2
5.00000,49.00000,48.00000,5.00000,49.00000,46.00000,53.00000,1,2,2,2,2,2,2,2
52.00000,44.00000,48.00000,5.00000,37.00000,36.00000,42.00000,1,2,2,2,2,2,2,2
5.00000,51.00000,48.00000,5.00000,27.00000,23.00000,34.00000,1,2,2,2,2,2,2,2
53.00000,42.00000,48.00000,5.00000,16.00000,29.00000,39.00000,1,2,2,2,2,2,2,2
34.00000,46.00000,48.00000,5.00000,52.00000,35.00000,44.00000,1,2,2,2,2,2,2,2
4.00000,42.00000,48.00000,5.00000,37.00000,27.00000,27.00000,1,2,2,2,2,2,2,2
41.00000,43.00000,48.00000,5.00000,5.00000,24.00000,25.00000,1,2,2,2,2,2,2,2
3.00000,45.00000,48.00000,5.00000,36.00000,21.00000,32.00000,1,2,2,2,2,2,2,2
31.00000,47.00000,48.00000,5.00000,29.00000,28.00000,39.00000,1,2,2,2,2,2,2,2
64.00000,76.00000,48.00000,5.00000,45.00000,35.00000,38.00000,1,2,2,2,2,2,2,1
35.00000,37.00000,48.00000,5.00000,3.00000,34.00000,43.00000,1,2,2,2,2,2,2,2
57.00000,54.00000,48.00000,5.00000,37.00000,28.00000,33.00000,1,2,2,2,2,2,2,2
65.00000,55.00000,48.00000,5.00000,34.00000,37.00000,28.00000,1,2,2,2,2,2,2,2
51.00000,46.00000,48.00000,5.00000,58.00000,31.00000,41.00000,1,2,2,2,2,2,2,2
38.00000,4.00000,48.00000,5.00000,63.00000,25.00000,35.00000,1,2,2,2,2,2,2,2
24.00000,57.00000,48.00000,5.00000,63.00000,34.00000,43.00000,1,2,3,3,3,2,3,2
38.00000,26.00000,48.00000,5.00000,54.00000,16.00000,28.00000,1,2,2,2,2,2,2,2
33.00000,47.00000,48.00000,5.00000,53.00000,18.00000,29.00000,1,2,2,2,2,2,2,2
24.00000,34.00000,48.00000,5.00000,38.00000,3.00000,4.00000,1,2,2,2,2,2,2,2
26.00000,5.00000,48.00000,5.00000,44.00000,32.00000,41.00000,1,2,2,2,2,2,2,2
44.00000,49.00000,48.00000,5.00000,39.00000,38.00000,4.00000,1,2,2,2,2,2,2,2
43.00000,32.00000,48.00000,5.00000,33.00000,45.00000,52.00000,1,2,2,2,2,2,2,2
49.00000,43.00000,48.00000,5.00000,49.00000,3.00000,4.00000,1,2,2,2,2,2,2,2
47.00000,28.00000,48.00000,5.00000,56.00000,2.00000,25.00000,1,2,2,2,2,2,2,2
32.00000,33.00000,48.00000,5.00000,6.00000,6.00000,2.00000,1,2,2,2,2,2,2,2
34.00000,35.00000,48.00000,5.00000,51.00000,49.00000,56.00000,1,2,2,2,2,2,2,2
35.00000,34.00000,48.00000,5.00000,46.00000,3.00000,27.00000,1,2,2,2,2,2,2,2
38.00000,3.00000,48.00000,5.00000,43.00000,29.00000,39.00000,1,2,2,2,2,2,2,2
38.00000,44.00000,48.00000,5.00000,43.00000,2.00000,31.00000,1,2,2,2,2,2,2,2
41.00000,51.00000,48.00000,5.00000,58.00000,2.00000,31.00000,1,2,2,2,2,2,2,2
34.00000,42.00000,48.00000,5.00000,41.00000,34.00000,43.00000,1,2,2,2,2,2,2,2
51.00000,49.00000,48.00000,5.00000,53.00000,14.00000,26.00000,1,2,2,2,2,2,2,2
25.00000,51.00000,48.00000,5.00000,37.00000,42.00000,5.00000,1,2,2,2,2,2,2,2
29.00000,28.00000,48.00000,5.00000,5.00000,42.00000,5.00000,1,2,2,2,2,2,2,2
25.00000,26.00000,48.00000,5.00000,39.00000,32.00000,42.00000,1,2,2,2,2,2,2,2
24.00000,41.00000,48.00000,5.00000,49.00000,23.00000,34.00000,1,2,2,2,2,2,2,2
17.00000,39.00000,48.00000,5.00000,53.00000,3.00000,39.00000,1,3,3,3,3,3,3,2
4.00000,31.00000,48.00000,5.00000,41.00000,29.00000,39.00000,1,2,2,2,2,2,2,2
61.00000,36.00000,48.00000,5.00000,49.00000,35.00000,44.00000,1,2,2,2,2,2,2,2
34.00000,51.00000,48.00000,5.00000,44.00000,37.00000,46.00000,1,2,2,2,2,2,2,2
28.00000,33.00000,48.00000,5.00000,45.00000,22.00000,33.00000,1,2,2,2,2,2,2,2
4.00000,46.00000,48.00000,5.00000,42.00000,35.00000,44.00000,1,2,2,2,2,2,2,2
23.00000,34.00000,48.00000,5.00000,43.00000,26.00000,37.00000,1,2,2,2,2,2,2,2
37.00000,44.00000,48.00000,5.00000,42.00000,39.00000,47.00000,1,2,2,2,2,2,2,2
0.00000,38.00000,48.00000,5.00000,42.00000,48.00000,55.00000,1,2,2,2,2,2,2,2
39.00000,31.00000,48.00000,5.00000,38.00000,34.00000,43.00000,1,2,2,2,2,2,2,2
3.00000,44.00000,48.00000,5.00000,49.00000,22.00000,33.00000,1,2,2,2,2,2,2,2
27.00000,3.00000,48.00000,5.00000,71.00000,28.00000,39.00000,1,2,2,2,2,2,2,2
17.00000,52.00000,48.00000,5.00000,49.00000,37.00000,46.00000,1,2,2,2,2,2,2,2
36.00000,42.00000,48.00000,5.00000,53.00000,32.00000,41.00000,1,2,2,2,2,2,2,2
3.00000,37.00000,48.00000,5.00000,43.00000,18.00000,3.00000,1,2,2,2,2,2,2,2
26.00000,4.00000,48.00000,5.00000,36.00000,26.00000,37.00000,1,2,2,2,2,2,2,2
4.00000,41.00000,48.00000,5.00000,55.00000,22.00000,33.00000,1,2,2,2,2,2,2,2
22.00000,34.00000,48.00000,5.00000,42.00000,29.00000,39.00000,1,2,2,2,2,2,2,2
44.00000,35.00000,48.00000,5.00000,44.00000,52.00000,59.00000,1,2,2,2,2,2,2,2
27.00000,42.00000,48.00000,5.00000,37.00000,38.00000,43.00000,1,2,2,2,2,2,2,2
16.00000,43.00000,48.00000,5.00000,54.00000,27.00000,37.00000,1,2,2,2,2,2,2,2
6.00000,61.00000,48.00000,5.00000,49.00000,92.00000,37.00000,3,1,3,3,3,3,3,2
44.00000,52.00000,48.00000,5.00000,43.00000,47.00000,54.00000,1,1,2,2,2,2,2,2
63.00000,47.00000,48.00000,5.00000,51.00000,82.00000,84.00000,2,1,2,2,2,2,2,2
23.00000,48.00000,48.00000,5.00000,59.00000,88.00000,89.00000,2,1,2,2,2,2,2,2
34.00000,49.00000,48.00000,5.00000,58.00000,85.00000,8.00000,2,1,2,2,2,2,2,2
43.00000,4.00000,48.00000,5.00000,58.00000,75.00000,78.00000,2,1,2,2,2,2,2,2
46.00000,61.00000,48.00000,5.00000,48.00000,86.00000,87.00000,2,1,2,2,2,2,2,2
27.00000,35.00000,48.00000,5.00000,51.00000,77.00000,79.00000,2,1,2,2,2,2,2,2
52.00000,39.00000,48.00000,5.00000,65.00000,71.00000,73.00000,3,1,3,3,2,3,3,3
29.00000,47.00000,48.00000,5.00000,71.00000,65.00000,69.00000,2,1,2,2,2,2,2,2
55.00000,47.00000,48.00000,5.00000,57.00000,78.00000,8.00000,2,1,2,2,2,2,2,2
12.00000,67.00000,48.00000,5.00000,74.00000,58.00000,63.00000,2,1,3,3,3,2,3,2
4.00000,5.00000,48.00000,5.00000,65.00000,82.00000,84.00000,2,1,2,2,2,2,2,2
73.00000,36.00000,48.00000,5.00000,53.00000,91.00000,92.00000,3,1,3,3,2,3,3,3
84.00000,44.00000,48.00000,5.00000,48.00000,71.00000,74.00000,3,1,3,3,2,3,3,3
48.00000,45.00000,48.00000,5.00000,6.00000,78.00000,8.00000,2,1,2,2,2,2,2,2
54.00000,49.00000,48.00000,5.00000,4.00000,87.00000,88.00000,2,1,2,2,2,2,2,2
48.00000,41.00000,48.00000,5.00000,51.00000,9.00000,88.00000,2,1,2,2,2,2,2,2
5.00000,66.00000,48.00000,5.00000,31.00000,92.00000,92.00000,2,1,2,2,2,2,2,2
72.00000,46.00000,48.00000,5.00000,51.00000,66.00000,7.00000,2,1,2,2,2,2,2,2
47.00000,55.00000,48.00000,5.00000,58.00000,71.00000,75.00000,2,1,2,2,2,2,2,2
33.00000,56.00000,48.00000,5.00000,33.00000,78.00000,8.00000,2,1,2,2,2,2,2,2
64.00000,58.00000,48.00000,5.00000,48.00000,78.00000,73.00000,2,1,2,2,2,2,2,2
54.00000,57.00000,48.00000,5.00000,56.00000,81.00000,83.00000,2,1,2,2,2,2,2,2
47.00000,59.00000,48.00000,5.00000,52.00000,76.00000,79.00000,2,1,2,2,2,2,2,2
63.00000,5.00000,48.00000,5.00000,59.00000,85.00000,86.00000,3,1,3,3,2,3,3,3
49.00000,42.00000,48.00000,5.00000,53.00000,79.00000,81.00000,2,1,2,2,2,2,2,2
31.00000,5.00000,48.00000,5.00000,57.00000,84.00000,85.00000,2,1,2,2,2,2,2,2
74.00000,44.00000,48.00000,5.00000,55.00000,88.00000,89.00000,3,1,3,3,2,3,3,3
33.00000,45.00000,48.00000,5.00000,45.00000,88.00000,89.00000,2,1,2,2,2,2,2,2
45.00000,4.00000,48.00000,5.00000,61.00000,74.00000,77.00000,3,1,3,3,2,3,3,3
71.00000,4.00000,48.00000,5.00000,71.00000,7.00000,74.00000,3,1,3,3,2,3,3,3
5.00000,37.00000,48.00000,5.00000,66.00000,64.00000,69.00000,2,1,2,2,2,2,2,2
66.00000,53.00000,48.00000,5.00000,59.00000,66.00000,66.00000,3,1,3,3,2,3,3,3
6.00000,61.00000,48.00000,5.00000,54.00000,67.00000,71.00000,2,1,2,2,2,2,2,2
83.00000,37.00000,48.00000,5.00000,61.00000,71.00000,74.00000,3,1,3,3,2,3,3,3
34.00000,51.00000,48.00000,5.00000,67.00000,9.00000,9.00000,2,1,3,3,3,3,3,3
63.00000,54.00000,48.00000,5.00000,65.00000,79.00000,81.00000,3,1,3,3,2,3,3,3
7.00000,4.00000,48.00000,5.00000,56.00000,86.00000,83.00000,2,1,2,2,2,2,2,2
6.00000,5.00000,1.00000,5.00000,54.00000,77.00000,8.00000,2,1,2,2,2,2,2,2
16.00000,51.00000,48.00000,5.00000,33.00000,39.00000,48.00000,2,1,3,3,3,3,3,3
74.00000,7.00000,48.00000,5.00000,66.00000,65.00000,69.00000,3,1,3,3,2,3,3,3
2.00000,46.00000,48.00000,5.00000,57.00000,78.00000,81.00000,2,1,2,2,2,2,2,2
89.00000,55.00000,48.00000,5.00000,51.00000,72.00000,76.00000,3,1,3,3,2,3,3,3
7.00000,46.00000,48.00000,5.00000,56.00000,78.00000,73.00000,2,1,2,2,2,2,2,2
12.00000,43.00000,48.00000,5.00000,63.00000,7.00000,74.00000,2,1,3,3,2,3,3,3
61.00000,52.00000,48.00000,5.00000,54.00000,67.00000,52.00000,2,1,2,3,2,3,3,2
33.00000,37.00000,48.00000,5.00000,46.00000,65.00000,69.00000,2,1,2,2,2,2,2,2
63.00000,65.00000,48.00000,5.00000,66.00000,67.00000,71.00000,3,1,3,3,2,2,3,2
41.00000,51.00000,48.00000,5.00000,53.00000,75.00000,78.00000,2,1,2,2,2,2,2,2
34.00000,67.00000,48.00000,5.00000,52.00000,76.00000,79.00000,2,1,2,2,2,2,2,2
58.00000,34.00000,48.00000,5.00000,56.00000,87.00000,81.00000,3,1,3,3,2,3,3,3
59.00000,56.00000,48.00000,5.00000,55.00000,8.00000,82.00000,2,1,2,2,2,2,2,2
51.00000,4.00000,48.00000,5.00000,57.00000,62.00000,67.00000,2,1,2,2,2,2,2,2
5.00000,57.00000,48.00000,5.00000,71.00000,61.00000,66.00000,2,1,2,2,2,2,2,2
6.00000,46.00000,48.00000,5.00000,45.00000,81.00000,83.00000,2,1,2,2,2,2,2,2
37.00000,47.00000,48.00000,5.00000,39.00000,76.00000,79.00000,2,1,2,2,2,2,2,2
58.00000,55.00000,48.00000,5.00000,57.00000,7.00000,74.00000,2,1,2,2,2,2,2,2
36.00000,47.00000,48.00000,5.00000,51.00000,69.00000,72.00000,2,1,2,2,2,2,2,2
39.00000,41.00000,48.00000,5.00000,52.00000,72.00000,75.00000,2,1,2,2,2,2,2,2
35.00000,51.00000,48.00000,5.00000,61.00000,71.00000,74.00000,2,1,2,2,2,2,2,2
31.00000,44.00000,48.00000,5.00000,5.00000,79.00000,82.00000,2,1,2,2,2,2,2,2
61.00000,66.00000,48.00000,5.00000,46.00000,87.00000,88.00000,2,1,2,2,2,2,2,2
48.00000,49.00000,48.00000,5.00000,52.00000,77.00000,71.00000,2,1,2,2,2,2,2,2
11.00000,5.00000,48.00000,5.00000,58.00000,72.00000,68.00000,2,1,2,2,2,2,2,2
31.00000,36.00000,48.00000,5.00000,58.00000,94.00000,94.00000,2,1,2,2,2,2,2,2
68.00000,51.00000,48.00000,5.00000,71.00000,75.00000,78.00000,3,1,3,3,2,3,3,3
69.00000,39.00000,48.00000,5.00000,57.00000,76.00000,79.00000,2,1,2,2,1,2,2,2
52.00000,54.00000,48.00000,5.00000,62.00000,76.00000,79.00000,2,1,2,2,2,2,2,2
46.00000,59.00000,48.00000,5.00000,36.00000,76.00000,23.00000,3,1,3,3,3,3,3,2
36.00000,45.00000,48.00000,5.00000,38.00000,79.00000,17.00000,2,1,2,2,2,2,2,2
0.00000,51.00000,48.00000,5.00000,35.00000,67.00000,44.00000,2,1,2,2,2,2,2,2
1.00000,49.00000,48.00000,5.00000,41.00000,67.00000,21.00000,2,1,2,2,2,2,2,2
3.00000,51.00000,48.00000,5.00000,42.00000,61.00000,34.00000,2,1,2,2,2,2,2,2
61.00000,47.00000,48.00000,5.00000,0.00000,8.00000,32.00000,2,1,2,2,2,2,2,2
63.00000,75.00000,48.00000,5.00000,64.00000,73.00000,66.00000,3,1,3,3,2,3,3,2
71.00000,52.00000,48.00000,5.00000,64.00000,1.00000,99.00000,3,1,3,3,2,3,3,3
85.00000,53.00000,48.00000,5.00000,53.00000,52.00000,35.00000,2,2,1,2,2,2,2,2
63.00000,49.00000,48.00000,5.00000,54.00000,76.00000,79.00000,3,2,1,3,2,3,3,3
75.00000,55.00000,1.00000,1.00000,4.00000,47.00000,3.00000,2,2,2,1,2,2,2,2
7.00000,39.00000,1.00000,5.00000,51.00000,82.00000,84.00000,2,1,2,1,2,2,2,2
72.00000,42.00000,48.00000,5.00000,65.00000,77.00000,79.00000,3,2,3,3,1,3,3,3
79.00000,41.00000,48.00000,5.00000,66.00000,81.00000,83.00000,3,2,3,3,1,3,3,3
83.00000,48.00000,48.00000,5.00000,65.00000,76.00000,79.00000,3,2,3,3,1,3,3,3
69.00000,43.00000,48.00000,5.00000,59.00000,74.00000,77.00000,3,2,3,3,1,3,3,3
79.00000,36.00000,48.00000,5.00000,46.00000,82.00000,7.00000,2,2,2,2,1,2,2,2
78.00000,33.00000,48.00000,5.00000,57.00000,77.00000,79.00000,3,2,3,3,1,3,3,3
75.00000,37.00000,48.00000,5.00000,64.00000,7.00000,74.00000,3,2,3,3,1,3,3,3
59.00000,29.00000,48.00000,5.00000,64.00000,75.00000,77.00000,3,2,3,3,1,3,3,3
67.00000,37.00000,48.00000,5.00000,54.00000,64.00000,68.00000,3,2,3,3,1,3,3,3
66.00000,48.00000,48.00000,5.00000,54.00000,7.00000,74.00000,3,2,3,3,1,3,3,3
64.00000,46.00000,48.00000,5.00000,48.00000,73.00000,76.00000,2,2,2,2,1,2,2,2
76.00000,71.00000,48.00000,5.00000,5.00000,71.00000,75.00000,3,2,3,3,1,3,3,2
84.00000,49.00000,48.00000,5.00000,55.00000,78.00000,74.00000,2,2,2,2,1,2,2,2
77.00000,55.00000,48.00000,5.00000,51.00000,78.00000,74.00000,3,2,3,3,1,3,3,3
81.00000,44.00000,48.00000,5.00000,42.00000,67.00000,68.00000,2,2,2,2,1,2,2,2
58.00000,6.00000,48.00000,5.00000,59.00000,73.00000,76.00000,2,1,2,2,1,2,2,2
63.00000,42.00000,48.00000,5.00000,48.00000,77.00000,8.00000,2,2,2,2,1,2,2,2
62.00000,42.00000,48.00000,5.00000,58.00000,79.00000,81.00000,3,2,3,3,1,3,3,3
86.00000,39.00000,48.00000,5.00000,59.00000,89.00000,9.00000,2,2,2,2,1,2,2,2
81.00000,53.00000,48.00000,5.00000,57.00000,87.00000,88.00000,3,2,3,3,1,3,3,3
87.00000,49.00000,48.00000,5.00000,61.00000,76.00000,79.00000,3,2,3,3,1,3,3,3
47.00000,46.00000,48.00000,5.00000,62.00000,74.00000,77.00000,3,2,3,3,1,3,3,3
76.00000,41.00000,48.00000,5.00000,5.00000,59.00000,62.00000,2,2,3,3,1,3,3,2
7.00000,53.00000,48.00000,5.00000,7.00000,86.00000,87.00000,3,2,3,3,1,3,3,3
64.00000,45.00000,48.00000,5.00000,67.00000,61.00000,66.00000,3,2,3,3,1,3,3,3
81.00000,52.00000,48.00000,5.00000,57.00000,78.00000,8.00000,2,2,2,2,1,2,2,2
73.00000,26.00000,48.00000,5.00000,57.00000,75.00000,78.00000,3,2,3,3,1,3,3,3
49.00000,61.00000,1.00000,5.00000,56.00000,71.00000,74.00000,3,2,3,3,1,3,3,3
88.00000,42.00000,48.00000,5.00000,52.00000,73.00000,75.00000,3,2,3,3,1,3,3,3
84.00000,54.00000,48.00000,5.00000,75.00000,92.00000,7.00000,3,2,3,3,1,2,3,3
63.00000,51.00000,48.00000,5.00000,64.00000,72.00000,76.00000,3,2,3,3,1,3,3,3
86.00000,55.00000,48.00000,5.00000,63.00000,81.00000,83.00000,3,2,3,3,1,3,3,3
79.00000,54.00000,48.00000,5.00000,5.00000,66.00000,68.00000,3,2,3,3,1,3,3,3
57.00000,38.00000,48.00000,5.00000,6.00000,49.00000,33.00000,2,3,3,3,1,3,3,3
78.00000,44.00000,48.00000,5.00000,45.00000,73.00000,68.00000,2,2,2,2,1,2,2,2
78.00000,68.00000,48.00000,5.00000,83.00000,4.00000,29.00000,2,2,2,2,2,1,2,2
63.00000,69.00000,48.00000,5.00000,65.00000,41.00000,28.00000,3,3,3,3,3,1,3,2
67.00000,88.00000,48.00000,5.00000,73.00000,5.00000,25.00000,3,3,3,3,3,1,3,2
61.00000,75.00000,48.00000,5.00000,51.00000,33.00000,33.00000,3,3,3,3,3,1,3,2
67.00000,84.00000,48.00000,5.00000,74.00000,54.00000,37.00000,3,3,3,3,3,1,3,2
74.00000,9.00000,48.00000,5.00000,57.00000,53.00000,29.00000,2,2,2,2,2,1,2,2
73.00000,84.00000,48.00000,5.00000,86.00000,58.00000,29.00000,2,2,2,2,2,1,2,2
75.00000,76.00000,48.00000,5.00000,83.00000,57.00000,3.00000,2,2,2,2,2,1,2,2
77.00000,57.00000,48.00000,5.00000,88.00000,53.00000,2.00000,2,2,2,2,2,1,2,2
74.00000,78.00000,48.00000,5.00000,75.00000,54.00000,15.00000,2,2,2,2,2,1,2,2
68.00000,76.00000,48.00000,5.00000,84.00000,45.00000,27.00000,2,2,2,2,2,1,2,2
56.00000,68.00000,48.00000,5.00000,77.00000,36.00000,45.00000,2,2,2,2,2,1,2,2
65.00000,51.00000,48.00000,5.00000,66.00000,54.00000,33.00000,2,2,2,2,2,1,2,2
